plate,compound,well,site,mean_C1,std_C1,median_C1,mad_C1,mean_C2,std_C2,median_C2,mad_C2,mean_C3,std_C3,median_C3,mad_C3,mean_C4,std_C4,median_C4,mad_C4,mean_C5,std_C5,median_C5,mad_C5
P015076,CBK200601,M06,s6,0.108991340877914955065,143.73841615752863277,-8.0,27.0,-3.2279610339506170646,811.0377819555565111,-29.0,78.0,0.022997256515775034436,289.49124781848036037,-13.0,74.0,0.06797217935528120092,452.59609166821098825,-20.0,74.0,0.14262109910836762161,366.1552496901537097,-20.0,52.0
P015076,CBK200601,M06,s8,0.14943308470507543628,154.20537725751839275,-11.0,30.0,-1.4889420438957476911,701.4257513108917692,-32.0,88.0,0.07763181584362140175,300.12313746034681117,-16.0,84.0,0.19324824245541838419,484.92316655360633604,-23.0,86.0,0.2513614540466392322,346.75630635363927468,-21.0,60.0
P015076,CBK200601,M06,all,0.13188228737997256812,160.46244014631960795,-9.0,28.0,-2.8750288923182441003,783.3702076566468122,-29.0,79.0,0.060610510973936902734,293.0357210139933386,-13.0,75.0,0.13512238511659807605,462.09320570802361772,-20.0,76.0,0.1941572359396433467,360.10531561929798272,-19.0,53.0
P015076,CBK200601,all,all,0.11594150091449474671,152.09349553892181461,-9.0,28.0,-2.167087991540923575,780.42467174533783236,-31.0,86.0,0.054164809099222679944,296.5234303236092046,-14.0,75.0,0.11771612082761774565,465.78078353840288628,-22.0,76.0,0.1879696216278006482,360.74478392925828985,-20.0,55.0
P015076,CBK201029,D22,s2,0.11175025720164609433,118.41028001238946388,-6.0,25.0,-0.39696309156378600802,1168.6975270115303829,-25.0,87.0,0.08085540980795610788,242.57889292895194444,-10.0,58.0,0.16052769204389574775,328.22669919789711912,-14.0,54.0,0.21432977537722908146,275.1828221984204106,-12.0,39.0
P015076,CBK201029,D22,s4,0.12780542695473251502,163.8457225125702621,-11.0,31.0,-0.44561256858710562856,794.07999437912178564,-42.0,119.0,0.07525184327846365373,333.46249288389896037,-20.0,96.0,0.12741062242798353865,470.1125761132034313,-29.0,82.0,0.18208869170096023127,356.10562698276612537,-25.0,65.0
P015076,CBK201029,D22,s5,0.1182731052812071304,153.79475090105202639,-10.0,30.0,-0.6779554612482853182,765.9047668003166791,-44.0,120.0,0.027269161522633745404,292.73582730903825677,-19.0,99.0,0.088160365226337453204,428.34408674059062605,-28.0,78.0,0.13990526406035666551,354.83628251662094044,-25.0,63.0
P015076,CBK201029,D22,s6,0.10931348593964335114,128.12229853036063787,-7.0,26.0,-0.25413280178326475012,598.6197901959030787,-29.0,84.0,0.06505872770919067516,251.33252586312431731,-13.0,67.0,0.124184027777777775126,350.71224496315642227,-18.0,60.0,0.21622363683127571177,279.27643397486082222,-17.0,45.0
P015076,CBK201029,D22,s8,0.11399648491083676227,140.94234307930679506,-9.0,28.0,-1.4999798525377228131,676.35884636710954965,-39.0,104.0,0.08463455932784635927,288.82504822897931263,-20.0,88.0,0.14768025548696844806,408.97992918190408318,-27.0,73.0,0.18908564814814815547,303.2013963084682473,-22.0,55.0
P015076,CBK201029,D22,all,0.11622775205761316786,141.98542760924513573,-9.0,28.0,-0.6549287551440329258,824.47983441120641146,-35.0,101.0,0.066613940329218107594,283.66316900123780442,-16.0,79.0,0.12959259259259259256,400.6197501888913166,-22.0,68.0,0.18832660322359395799,315.71252991579956415,-19.0,52.0
P015076,CBK201029,I06,s2,0.07480645576131687846,127.92291285488082053,-6.0,24.0,-0.9115719307270233607,608.3237166268521605,-18.0,63.0,0.02176333161865569299,242.13624916390378417,-8.0,52.0,0.07324266975308642291,349.3921194971412092,-12.0,55.0,0.12113618827160493874,274.69055818913847133,-11.0,40.0
P015076,CBK201029,I06,s4,0.1342373971193415727,135.75431328792009822,-7.0,26.0,-1.320893561385459547,620.98774481714542617,-25.0,79.0,0.072343535665294930737,238.23734596735451419,-11.0,65.0,0.1520666152263374371,374.57937946204589252,-17.0,68.0,0.2040399948559670773,300.6262503834971085,-16.0,50.0
P015076,CBK201029,I06,s5,0.050207261659807954357,100.496493335659579316,-3.0,22.0,-2.0114654063786008287,565.58450283730621777,-14.0,52.0,-0.0026429612482853225182,195.3524667844844771,-6.0,44.0,0.03432763203017832887,287.93319529789397393,-9.0,46.0,0.07981438614540466159,219.15079689348632996,-8.0,34.0
P015076,CBK201029,I06,s6,0.11327117626886144819,128.69896044470803531,-7.0,26.0,-1.0224314128943758906,579.04005457305265736,-26.0,76.0,0.10551118827160493874,249.24479390105184962,-12.0,64.0,0.1749939986282578741,390.51808518811827753,-18.0,66.0,0.23000578703703702943,307.15482167248029555,-18.0,48.0
P015076,CBK201029,I06,s8,0.089201817558299034694,136.21860876433220255,-7.0,25.0,-5.8142093192729769058,792.2069294425376711,-24.0,73.0,0.03548503943758573448,276.49748187981055025,-10.0,60.0,0.08058599108367626995,404.87910191453664766,-15.0,62.0,0.15426997599451303111,320.66023064835911782,-15.0,46.0
P015076,CBK201029,I06,all,0.092344821673525381844,126.50058218171915314,-6.0,25.0,-2.216114326131687129,638.5084922565275747,-21.0,67.0,0.04649202674897119636,241.71198336989678523,-9.0,56.0,0.10304338134430726659,363.79157916530044758,-14.0,58.0,0.15785326646090536151,286.7142130215617044,-13.0,43.0
P015076,CBK201029,J18,s2,0.12901620370370370239,154.8924172023354231,-11.0,30.0,-0.64614840534979423037,833.6547659905506862,-46.0,130.0,0.05664823388203017729,294.82782069957676185,-20.0,98.0,0.10141246570644718572,443.75100125252458838,-30.0,83.0,0.13693351337448558813,320.91773067738381542,-24.0,61.0
P015076,CBK201029,J18,s4,0.103852237654320986304,154.29373384918204692,-9.0,29.0,-0.19519311556927299023,770.82298570404361726,-37.0,117.0,-0.0101646090534979419845,305.91241354349318726,-15.0,87.0,0.05798611111111111327,470.91535032702563512,-24.0,79.0,0.16295117455418381414,320.90313176232552905,-20.0,58.0
P015076,CBK201029,J18,s5,0.15205461248285323528,159.88369589287933081,-10.0,29.0,-0.4125902349108367395,788.1533344326213637,-40.0,123.0,0.11066315157750343523,311.17604877684237863,-17.0,93.0,0.2217026748971193395,466.28829844817988715,-26.0,80.0,0.28776856138545953145,326.7061569922955755,-21.0,59.0
P015076,CBK201029,J18,s6,0.10764081790123457283,157.4061116264123541,-10.0,30.0,-1.0619836676954732546,682.0699571043327296,-43.0,134.0,0.047837577160493825745,282.64018149938254965,-16.0,100.0,0.099496527777777774015,401.14999736634950978,-28.0,85.0,0.17276148834019203204,312.94758427039931803,-25.0,66.0
P015076,CBK201029,J18,s8,0.138895747599451308,153.94331885724881204,-10.0,29.0,-0.47483989197530862558,775.86338189213597616,-42.0,124.0,0.038386917009602193607,336.0103409893736739,-20.0,99.0,0.119544753086419749954,458.67984731023079803,-28.0,84.0,0.16906978737997255258,340.4459941088878736,-23.0,62.0
P015076,CBK201029,J18,all,0.12629192386831275541,156.10012460196685424,-10.0,29.0,-0.55815106310013717916,771.68877896980734477,-41.0,126.0,0.04867425411522633555,306.6349004521063648,-18.0,95.0,0.12002850651577504082,448.8673597470191794,-27.0,82.0,0.18589690500685870922,324.51305120647560898,-23.0,61.0
P015076,CBK201029,all,all,0.11162149919981710633,142.04401718482779415,-8.0,27.0,-1.1430647147919523743,748.99163222736410717,-31.0,94.0,0.053926740397805213167,278.63622567575112043,-14.0,74.0,0.11755482681755829999,405.9238041443820748,-21.0,69.0,0.17735892489711935216,309.40166045284263419,-18.0,51.0
P015076,CBK277913,B16,s2,0.13032578875171468846,142.63383653876365997,-7.0,26.0,0.107613811728395056266,816.19639108925571236,-30.0,89.0,0.098070558984910835565,256.48468151470609655,-12.0,63.0,0.18438357338820302034,372.72629222698799367,-18.0,60.0,0.23994877400548697555,336.84993817702087426,-16.0,45.0
P015076,CBK277913,B16,s4,0.1295513974622770903,152.35996803396312771,-9.0,29.0,-0.50265324931412891374,761.51643510903011247,-37.0,107.0,0.08248178155006859191,255.6403787242768999,-14.0,75.0,0.1608354766803840874,392.5573211482580973,-24.0,73.0,0.18654556755829904136,334.0895839201822355,-20.0,54.0
P015076,CBK277913,B16,s5,0.1104130229766803889,153.60323187005221257,-11.0,30.0,-0.37487911522633743377,774.40233138718633654,-43.0,119.0,0.012648319615912208269,271.39582838261105735,-18.0,84.0,0.05869470164609053714,416.946196511503274,-27.0,78.0,0.13535279492455418171,347.32792057377469064,-23.0,58.0
P015076,CBK277913,B16,s6,0.11821502057613168801,144.06131119771592353,-8.0,27.0,-1.6925492969821673839,738.83254108597270715,-35.0,97.0,0.10611025377229081623,256.50569439028032548,-15.0,70.0,0.15938271604938272774,395.59026653284382746,-21.0,66.0,0.21000342935528121258,312.39171858058330145,-19.0,48.0
P015076,CBK277913,B16,s8,0.13674554183813442121,148.49607471926518087,-8.0,27.0,-0.61276256001371742776,799.7357968833287032,-35.0,95.0,0.10568415637860081868,284.89084025546179646,-17.0,71.0,0.20775591563786008353,432.56643354035134053,-22.0,66.0,0.24955096879286695066,313.91804708277777536,-18.0,48.0
P015076,CBK277913,B16,all,0.12505015432098764983,148.29475382675269657,-9.0,28.0,-0.6150460819615912733,778.6187029329668121,-36.0,100.0,0.080999014060356658296,265.23576646894730402,-15.0,72.0,0.1542104766803840954,402.61039764619226844,-22.0,68.0,0.20428030692729767792,329.19706860020903605,-19.0,50.0
P015076,CBK277913,C21,s2,0.13315907921810699044,147.58898397112636758,-10.0,30.0,-1.8074712791495199937,743.7812682344649602,-41.0,108.0,0.060329003772290806795,286.9398137819649719,-18.0,90.0,0.12830611282578874288,418.71556585309082266,-27.0,76.0,0.20031657235939642758,339.60959407766642926,-22.0,57.0
P015076,CBK277913,C21,s4,0.11779513888888888673,144.11998431141699939,-8.0,27.0,-2.0359527177640601714,761.04209781675331215,-31.0,89.0,0.09314107510288065217,270.38019935109093694,-13.0,72.0,0.17077824931412893816,401.9268811703206552,-21.0,69.0,0.23187628600823045888,332.33990541805565044,-18.0,52.0
P015076,CBK277913,C21,s5,0.14414073216735254213,156.66990668435366274,-11.0,31.0,-0.5737808641975308266,725.4515469900594553,-42.0,115.0,0.061984953703703701833,317.2938207314381316,-18.0,97.0,0.1562870799039780545,450.71065197761390664,-29.0,83.0,0.18952246227709190762,352.75712864777153754,-25.0,63.0
P015076,CBK277913,C21,s6,0.14270983367626885463,163.4289676686345274,-12.0,32.0,-2.1090603566529493307,914.5670608314924266,-45.0,125.0,0.046839206104252399665,315.66374466158470113,-18.0,104.0,0.12193265603566529054,460.1006995138091611,-30.0,88.0,0.18910515260631000078,372.97502035909343476,-27.0,67.0
P015076,CBK277913,C21,s8,0.16185506687242798285,166.27548620246193423,-12.0,32.0,-0.80923118141289440697,729.4577395995721645,-45.0,119.0,0.09415230624142660598,312.92046283167928777,-20.0,105.0,0.20074674211248286215,463.37086922973270475,-31.0,89.0,0.255806970164609071,372.67560706891242717,-27.0,69.0
P015076,CBK277913,C21,all,0.13993197016460906523,155.85576893732456938,-11.0,31.0,-1.4670992798353910125,778.1027157960246541,-40.0,110.0,0.071289308984910843003,301.22353666311710185,-17.0,92.0,0.15561016803840876932,439.639228229535604,-27.0,80.0,0.21332548868312756207,354.46284948554966832,-24.0,61.0
P015076,CBK277913,K10,s2,0.1481333590534979483,139.90553961771973945,-8.0,27.0,0.16539501886145405174,667.9356515403441108,-29.0,82.0,0.053268604252400549026,252.35048374412679095,-12.0,70.0,0.15729338134430725926,379.76702187636107055,-20.0,71.0,0.21768089849108368528,327.24088336511169928,-19.0,52.0
P015076,CBK277913,K10,s4,0.07216820987654321007,123.33660557475403152,-5.0,24.0,-0.55075917352537717697,707.9054668592686994,-18.0,60.0,0.05404921124828532264,251.24013485903302012,-9.0,52.0,0.09166473765432098242,373.38003654119052044,-13.0,56.0,0.14477451989026063339,292.01312959038489225,-12.0,41.0
P015076,CBK277913,K10,s5,0.11833118998628257279,132.58230769865150478,-7.0,26.0,-0.70967935528120718036,716.54986046258795795,-24.0,69.0,0.090781893004115224444,266.27927806078918138,-12.0,61.0,0.19187499999999999001,419.21388732452135173,-17.0,62.0,0.23396776406035665885,350.34406074407604592,-16.0,45.0
P015076,CBK277913,K10,s6,0.093461934156378601024,133.36852110219078327,-7.0,25.0,-0.6714203960905349433,628.38957853487295324,-26.0,70.0,0.070286351165980795463,245.02477023230719055,-11.0,62.0,0.14706189986282577897,367.50621568354387136,-17.0,62.0,0.25398662551440331914,309.80585113890509774,-18.0,45.0
P015076,CBK277913,K10,s8,0.13641782407407407329,135.88761260463857639,-7.0,26.0,-0.22096772119341565044,703.705225335912246,-25.0,73.0,0.07857253086419753452,272.4073721162452557,-13.0,66.0,0.1631091392318244071,421.2053958063483492,-18.0,67.0,0.19858239026063101429,321.80391743788999293,-16.0,48.0
P015076,CBK277913,K10,all,0.11370250342935528387,133.1286266306065329,-7.0,26.0,-0.39748632544581619097,685.68023709471310667,-24.0,70.0,0.06939171810699588938,257.6625472909486234,-11.0,62.0,0.1502008316186556891,392.89966539461011052,-17.0,63.0,0.20979843964334704554,320.82289760243037335,-16.0,46.0
P015076,CBK277913,all,all,0.12622820930498399039,146.06572298979526181,-9.0,28.0,-0.82654389574759945525,748.74315747475782246,-32.0,91.0,0.07389334705075445431,275.36377106798818204,-14.0,73.0,0.15334049211248285127,412.20865686026161256,-22.0,70.0,0.20913474508459076184,335.1327862702309517,-19.0,52.0
P015076,dmso,D13,s2,0.13714613340192044477,149.36671145277730943,-10.0,30.0,-0.9223017403978052142,652.62191440910896745,-37.0,111.0,0.056635373799725649557,287.99195540941150284,-14.0,95.0,0.13422067901234568943,424.3142710207981736,-26.0,87.0,0.2049209104938271575,327.60422243452069324,-23.0,64.0
P015076,dmso,D13,s4,0.1266610939643346978,137.03880105664120492,-7.0,27.0,-0.011446330589849108145,602.50952143036454345,-27.0,88.0,0.043921039094650206336,252.58904913753113419,-11.0,72.0,0.1087626457475994457,364.4649442572115845,-19.0,72.0,0.15465042009602195106,268.62770004804741575,-15.0,51.0
P015076,dmso,D13,s5,0.1435450960219478711,167.0591865998806611,-11.0,31.0,-0.50069851680384092063,782.6896992792748051,-44.0,121.0,0.044662422839506173144,316.12812093595420038,-17.0,103.0,0.1338976766117969952,443.83729954465769652,-31.0,92.0,0.16666237997256516667,331.27443749334327094,-26.0,67.0
P015076,dmso,D13,s6,0.121981953017832642217,140.98957963797855086,-9.0,28.0,-1.6235438100137173922,669.83833043184881717,-32.0,97.0,0.037109696502057615275,272.26745698040042498,-12.0,79.0,0.10266675240054869145,372.1083390555012329,-22.0,74.0,0.19066958161865568688,305.32929687096935822,-19.0,53.0
P015076,dmso,D13,s8,0.12658329046639232862,149.81964640406590661,-10.0,29.0,-1.2993340620713305089,723.38961333520762764,-38.0,109.0,0.023132073045267490669,329.75587695881847594,-17.0,92.0,0.08195601851851852526,443.61578537647380927,-25.0,82.0,0.1524774948559670662,337.9923623549484546,-22.0,60.0
P015076,dmso,D13,all,0.13118351337448558303,149.21314127249451076,-9.0,29.0,-0.8714648919753086309,688.986763576329281,-35.0,104.0,0.041092121056241423527,293.10274310960329558,-14.0,87.0,0.112300754458161872185,411.12733493524848427,-25.0,81.0,0.17387615740740741677,315.18024664990605288,-21.0,59.0
P015076,dmso,H16,s2,0.14490547839506173755,160.08786439278497937,-11.0,30.0,-2.9699011917009601191,751.1613250849669612,-37.0,110.0,0.0608346193415637837,311.48325303454731738,-16.0,94.0,0.13880958504801096942,413.25119459358944596,-28.0,86.0,0.20884495027434843428,342.07123755184363745,-25.0,66.0
P015076,dmso,H16,s4,0.11674104080932784511,147.65843392036390469,-9.0,28.0,-0.38976723251028805306,587.14423138823576664,-28.0,95.0,0.032501500342935529808,265.79884064175877256,-10.0,75.0,0.0955341220850480094,381.61414194190257376,-21.0,75.0,0.14815436385459532231,305.3968182856593785,-17.0,55.0
P015076,dmso,H16,s5,0.1055354080932784655,155.00278326593968359,-9.0,28.0,-0.511959019204389576,700.18727207267659196,-33.0,94.0,0.029180598422496571015,297.8281667630890297,-18.0,84.0,0.053998413923182442264,436.85501014588714952,-24.0,76.0,0.1108699845679012308,325.66852930680420286,-20.0,55.0
P015076,dmso,H16,s6,0.14278335048010973307,151.33150979661189695,-10.0,30.0,0.112892232510288070824,605.0984767328640146,-38.0,107.0,0.0021354166666666665395,255.50597166907186875,-15.0,90.0,0.1241842421124828566,373.79335332207688225,-28.0,83.0,0.17070066015089163658,323.91847234495310204,-26.0,64.0
P015076,dmso,H16,s8,0.10693694272976680959,136.62472669727813468,-7.0,26.0,-1.5799099794238682382,592.3435956631775525,-25.0,79.0,0.11043659979423868511,240.81158462356546579,-12.0,68.0,0.16774155521262001933,354.20304437610394643,-18.0,65.0,0.20994320130315499706,272.86235036306675283,-15.0,47.0
P015076,dmso,H16,all,0.123380444101508918164,150.34928900974449562,-9.0,29.0,-1.0677290380658435165,650.57897991839820406,-32.0,96.0,0.047017746913580245327,275.5525304287432391,-14.0,82.0,0.11605358367626886218,393.04693821820552557,-24.0,76.0,0.16970263203017832421,314.87044485305574426,-20.0,56.0
P015076,dmso,K14,s2,0.16140839334705076036,158.78553061417008507,-14.0,34.0,0.24746249142661180809,842.598957471760059,-42.0,115.0,0.0008740569272976680222,387.32450151426110097,-23.0,124.0,0.10911243998628257501,502.54925303062753983,-36.0,113.0,0.16544410150891633582,363.230327615596309,-32.0,81.0
P015076,dmso,K14,s4,0.11615440672153634627,135.63199785853154822,-7.0,26.0,-0.38513888888888886397,939.643669985687211,-23.0,76.0,0.024734010631001373398,320.00116877868799747,-13.0,75.0,0.10272333676268861902,404.38171602444327846,-19.0,74.0,0.15305234053497943081,314.98511901570770988,-16.0,51.0
P015076,dmso,K14,s5,0.09819787379972565178,139.25665311880567288,-7.0,26.0,-0.68085198045267492084,528.3875897968640629,-21.0,67.0,0.00067729766803840876083,254.03465628318011227,-11.0,71.0,0.05030735596707818641,373.79858001211192686,-18.0,68.0,0.13122470850480108528,287.9406866132758296,-15.0,47.0
P015076,dmso,K14,s6,0.09428197873799726292,137.44986376818863505,-6.0,25.0,-0.5732765346364883108,448.50464140395536106,-22.0,63.0,0.06633101851851852526,233.82204433309291858,-12.0,70.0,0.12596986454046638082,337.3805200248557412,-18.0,65.0,0.20146326303155007165,260.09947724870329466,-17.0,46.0
P015076,dmso,K14,s8,0.12356995884773662453,159.0034407899691189,-10.0,29.0,-0.7605229766803840441,647.46934803561566696,-29.0,89.0,0.104416795267489717625,380.56855780858865046,-15.0,90.0,0.18945108882030178843,467.54092844798213946,-26.0,87.0,0.24933620541838133478,343.37320057227344705,-22.0,63.0
P015076,dmso,K14,all,0.118722522290809331946,146.4075552130757103,-8.0,28.0,-0.43046557784636491073,706.0411175555207137,-26.0,79.0,0.039406635802469135166,321.39066814204505818,-14.0,83.0,0.11551281721536350855,421.47973794621253774,-22.0,79.0,0.18010412379972565167,316.10714532548047373,-19.0,56.0
P015076,dmso,L02,s2,0.10624014060356652689,153.74163987274019405,-11.0,31.0,-0.6143818587105623896,678.90342656150539824,-40.0,116.0,0.0071478480795610426987,314.78139541519681188,-17.0,107.0,0.06188293038408779201,458.41822771254805957,-31.0,100.0,0.1281556498628257934,338.6492040845546967,-27.0,71.0
P015076,dmso,L02,s4,0.07963155864197531131,104.75047131183404758,-5.0,24.0,-1.9929104509602195705,674.81693740823789085,-16.0,58.0,0.07777520576131687069,230.08725834870040217,-9.0,55.0,0.12001971879286693623,343.88422694277397795,-12.0,56.0,0.14650998799725650779,233.52636187103684051,-10.0,39.0
P015076,dmso,L02,s5,0.09414330418381344767,119.51077967425959514,-7.0,26.0,0.09189707647462276585,543.3165600105842259,-24.0,74.0,0.03630937071330590099,273.41665280622265755,-12.0,73.0,0.091427040466392314744,410.11494942119514917,-18.0,72.0,0.14963498799725652444,300.33077877463290406,-16.0,49.0
P015076,dmso,L02,s6,0.15758616255144033969,150.28591756364343723,-11.0,32.0,-3.2207626028806584095,670.8521770855502382,-37.0,109.0,0.08729466735253772758,335.15877314356407624,-19.0,107.0,0.19830011145404663475,509.85404665423186543,-28.0,101.0,0.2708539094650205814,340.71976779313121142,-26.0,68.0
P015076,dmso,L02,s8,0.090168681412894371996,139.37921466915861402,-8.0,27.0,-0.80161929869684500627,607.4681344760956563,-27.0,79.0,0.038024905692729767115,297.27871859000777022,-15.0,80.0,0.083341692386831270345,436.31926645284187316,-22.0,75.0,0.15939407578875172677,293.11713817312454466,-18.0,52.0
P015076,dmso,L02,all,0.10555396947873799118,134.83649786043636709,-8.0,28.0,-1.3075554269547324804,637.26723576535050597,-27.0,83.0,0.0493103995198902606,292.4004731352579256,-14.0,80.0,0.110994298696844989616,435.1835399470544985,-21.0,77.0,0.17090972222222222676,303.78415088688655032,-18.0,54.0
P015076,dmso,M07,s2,0.15047132201646090666,147.66727108220175069,-16.0,37.0,-0.8045252486282579163,687.67568147052702443,-50.0,131.0,0.011440972222222222168,309.0581587217594688,-21.0,127.0,0.076293509945130316696,490.62981351030720134,-36.0,133.0,0.1613783864883401864,356.22838825409110086,-36.0,90.0
P015076,dmso,M07,s4,0.13442815500685870167,119.254343674134290154,-7.0,26.0,-0.46245391803840879552,541.5835419834648974,-22.0,69.0,0.09024691358024691801,246.8253415802219024,-10.0,71.0,0.18152606310013716384,369.82857347226899947,-16.0,74.0,0.22982574588477366895,283.0245147366559877,-16.0,51.0
P015076,dmso,M07,s5,0.06663837448559670196,111.93729553698588575,-5.0,24.0,-0.32569915980795610677,522.46333060757956446,-17.0,54.0,0.050335433813443075657,224.18351093166720034,-10.0,61.0,0.06079368141289437366,318.3761973758411159,-14.0,61.0,0.12279406721536351155,269.91392724019465277,-12.0,42.0
P015076,dmso,M07,s6,0.13292416838134429868,135.36320657716183291,-9.0,29.0,-2.6573969050068586562,743.10935424566753227,-35.0,93.0,0.100434885116598079935,259.7620595637819747,-14.0,99.0,0.17670288923182442264,373.58136796914544675,-27.0,93.0,0.20600222908093279717,317.9699524460583575,-25.0,66.0
P015076,dmso,M07,s8,0.14359696502057614498,141.84813845703101265,-9.0,29.0,-0.35996099108367629604,613.8300321761513487,-33.0,90.0,0.07774369855967078191,303.80406475349246875,-16.0,96.0,0.17326967592592593115,429.646248218592973,-26.0,92.0,0.27844307270233198404,347.64821117244150628,-24.0,65.0
P015076,dmso,M07,all,0.12561179698216734524,131.9100270610374821,-9.0,28.0,-0.92200724451303150975,627.4043730227664355,-29.0,83.0,0.066040380658436217964,270.72908369617658764,-13.0,87.0,0.13371716392318244715,400.75257756644748497,-22.0,86.0,0.19968870027434842962,316.80254183875518947,-21.0,60.0
P015076,dmso,M18,s2,0.1104796810699588544,142.01851747631721423,-9.0,29.0,-0.8044328703703703676,574.18785586966066603,-25.0,80.0,0.033125000000000001665,280.17913958619755022,-13.0,79.0,0.07069573045267489586,374.77969239329672746,-19.0,72.0,0.13745820473251027516,305.2384671038084889,-18.0,52.0
P015076,dmso,M18,s4,0.07319487311385459993,130.4614522147874709,-6.0,26.0,0.07415852194787379836,496.81190953852774328,-19.0,64.0,-0.0141246570644718797555,241.78721837365566216,-10.0,65.0,0.011613725994513031045,330.6032648522746058,-15.0,62.0,0.10509452160493827633,273.74088309200851654,-14.0,45.0
P015076,dmso,M18,s5,0.16089977709190672606,171.84520079347558408,-13.0,33.0,-0.92934263545953366137,716.89452803443782614,-38.0,114.0,0.11629543895747598836,295.92037091285266115,-18.0,107.0,0.1963968192729766693,413.5265083135684563,-29.0,92.0,0.20200295781893004565,339.05602593090088703,-26.0,70.0
P015076,dmso,M18,s6,0.16902692043895747864,146.65339237649047277,-10.0,30.0,-0.18370284636488340424,599.56368917616225644,-30.0,92.0,0.13112697187928670783,279.6446636558120531,-14.0,91.0,0.24033071844993142419,377.99912218362084104,-25.0,78.0,0.27718171296296295614,333.1033856734148344,-23.0,60.0
P015076,dmso,M18,s8,0.10986132544581618531,146.99962294803242457,-10.0,30.0,-0.19807291666666665408,885.4719606973471855,-36.0,113.0,0.0021369170096021948037,370.31779784768104946,-20.0,109.0,0.07907900377229080957,420.83507755526903793,-26.0,88.0,0.18726230281207131845,324.9340486752202537,-23.0,64.0
P015076,dmso,M18,all,0.12469251543209876332,148.21358631956158547,-9.0,29.0,-0.40827854938271607166,668.4294275366058855,-29.0,89.0,0.053711934156378600413,296.60300135383118914,-14.0,88.0,0.119623199588477363564,384.90207707406028703,-22.0,77.0,0.18179993998628257712,316.10238863884035254,-20.0,57.0
P015076,dmso,N09,s2,0.1452430555555555558,137.26141875227725109,-10.0,29.0,-0.984864754801097364,646.0402343952280262,-37.0,101.0,0.10359074931412894094,293.81501864812696567,-18.0,99.0,0.2094442301097393655,412.9240025834931771,-26.0,86.0,0.25271712105624144495,344.46911506811630943,-26.0,65.0
P015076,dmso,N09,s4,0.10638738854595336525,144.45026964350694243,-10.0,30.0,0.033482938957475991137,590.4595936686522464,-34.0,101.0,0.019147805212620026133,269.68955233075951128,-16.0,95.0,0.07410493827160494207,399.2537770891046307,-28.0,87.0,0.16252057613168724437,308.76862474435193917,-23.0,65.0
P015076,dmso,N09,s5,0.16714334705075445386,136.80782242086732481,-10.0,30.0,-1.1765196330589848817,660.07792906707697966,-30.0,92.0,0.15017511145404663364,301.3425592627148717,-17.0,90.0,0.2501108110425240283,424.50927020060106543,-25.0,84.0,0.28963498799725651,316.43489456865120246,-22.0,61.0
P015076,dmso,N09,s6,0.13486818415637860658,133.80167278259082764,-7.0,26.0,-0.98427597736625516145,562.8302575805807919,-28.0,79.0,0.08273083847736625862,266.3932153945987693,-12.0,76.0,0.17344157235939644535,364.53387366857526786,-19.0,69.0,0.22515239197530864668,295.77204392754890705,-19.0,50.0
P015076,dmso,N09,s8,0.119599408436213985873,150.83840329779508238,-10.0,30.0,-0.26674339849108369416,728.26342365342111407,-35.0,101.0,0.05576431755829903969,325.73789768183655724,-17.0,97.0,0.119345636145404665474,449.57513397997860238,-27.0,85.0,0.17840363511659806939,372.70158771031134393,-23.0,63.0
P015076,dmso,N09,all,0.1346482767489712018,140.76794485635858223,-9.0,29.0,-0.67578416495198900815,640.13436302968671043,-33.0,95.0,0.08228176440329218466,292.21142715152308256,-16.0,91.0,0.16528943758573388934,411.12545450156380866,-25.0,82.0,0.22168574245541838863,328.7904085521575439,-23.0,60.0
P015076,dmso,O04,s2,0.13694015775034293347,127.426275689082345366,-8.0,28.0,-1.3276225994513031203,483.56941344428156526,-24.0,68.0,0.079362354252400554855,251.38129369888775955,-11.0,74.0,0.17192022462277092854,364.73424259113926382,-17.0,74.0,0.24327846364883401464,268.54484335528917427,-17.0,50.0
P015076,dmso,O04,s4,0.11124271262002743965,132.94936507231244605,-9.0,28.0,0.13098872599451302778,441.90690352649914985,-23.0,68.0,0.032919238683127571843,273.54183330279937536,-13.0,80.0,0.10980795610425239661,396.71278703844916436,-19.0,80.0,0.19611561213991768327,301.74569275863319717,-18.0,54.0
P015076,dmso,O04,s5,0.074844393004115231105,120.65987006644971302,-7.0,26.0,-0.5070837620027435211,474.6197356399320597,-17.0,55.0,-0.04568629972565158015,276.602224737051813,-10.0,67.0,-0.037875514403292183385,396.67177856765516708,-14.0,67.0,0.049697145061728398296,291.42979221700335302,-14.0,47.0
P015076,dmso,O04,s6,0.1214510459533607728,140.45445508844031224,-9.0,28.0,-2.2948690414951991023,572.9487568861118234,-29.0,73.0,0.032824502743484224032,302.36797588537058346,-18.0,90.0,0.113692772633744859645,419.83687980012041407,-23.0,82.0,0.17660215192043896004,331.09258478362585265,-23.0,59.0
P015076,dmso,O04,s8,0.15240697873799724515,144.40325863012498075,-12.0,32.0,-0.98888460219478735436,620.9553519767089256,-37.0,96.0,0.087350823045267492195,321.22767925528575006,-19.0,112.0,0.19502764917695472602,465.28741312345295,-29.0,108.0,0.23610811042524004755,356.49046198301840604,-29.0,74.0
