plate,compound,well,site,mean_C1,std_C1,median_C1,mad_C1,mean_C2,std_C2,median_C2,mad_C2,mean_C3,std_C3,median_C3,mad_C3,mean_C4,std_C4,median_C4,mad_C4,mean_C5,std_C5,median_C5,mad_C5
P015095,CBK289987,H17,s4,0.2267298954046639281,175.50412962485688695,-23.0,45.0,-2.4465594993141288604,672.96922951245187505,-69.0,132.0,0.15185206618655691657,446.93072036391242818,-47.0,204.0,0.2501277434842249514,406.45754992833514052,-52.0,123.0,0.33301461762688616686,443.08796905771271213,-57.0,112.0
P015095,CBK289987,H17,s5,0.15345357510288065717,164.87156600414022023,-16.0,36.0,-1.0642854080932784289,548.3319974617736534,-51.0,105.0,0.054887474279835389568,401.8264078342968446,-38.0,170.0,0.12951260288065843951,363.8732186127152204,-39.0,95.0,0.2311805555555555558,420.7587728253878936,-42.0,86.0
P015095,CBK289987,H17,s6,0.14663773148148148695,136.54017980879683591,-10.0,29.0,-1.3634570044581617587,444.64695580736463398,-33.0,82.0,0.1183948473936899809,334.24448159908928346,-23.0,112.0,0.18177726337448560368,286.15885323262278916,-25.0,73.0,0.25810828189300411006,342.94202690250875776,-28.0,62.0
P015095,CBK289987,H17,s8,0.17296810699588477389,135.67142104323326635,-10.0,29.0,-0.559332347393689977,392.23659379703565264,-28.0,79.0,0.11338027263374485243,318.4789701365461383,-20.0,104.0,0.15971343449931413305,274.80823306360065317,-21.0,70.0,0.2395048868312757151,311.2418087173176673,-22.0,57.0
P015095,CBK289987,H17,all,0.16904320987654319897,154.11574783300414992,-14.0,34.0,-1.8675280349794238788,536.3259459840106729,-43.0,98.0,0.09542965534979423736,377.9422187008320293,-29.0,149.0,0.16599189814814815924,336.29677429441431968,-32.0,88.0,0.25411531207133059018,381.8359811916519675,-34.0,78.0
P015095,CBK289987,K03,s2,0.09538944615912207936,113.50247005876670414,-7.0,25.0,-2.624622985253772356,422.130445168149663,-20.0,63.0,-0.056095250342935526477,314.97959945579589203,-13.0,77.0,0.05358817729766803678,275.8541391660789941,-16.0,59.0,0.15165016289437585617,280.51245602083201902,-16.0,47.0
P015095,CBK289987,K03,s4,0.11195623285322359175,105.134455652451862306,-6.0,24.0,-0.80513545953360765584,368.78085743996831525,-20.0,61.0,0.09117498285322359064,291.9541403699648754,-14.0,72.0,0.14623328189300410784,262.40117795599906003,-16.0,57.0,0.18871356310013717716,268.66287790200374275,-15.0,44.0
P015095,CBK289987,K03,s5,0.083566743827160491764,113.107297320455217005,-6.0,24.0,-1.5918889317558297947,393.64944288375153292,-19.0,59.0,-0.28738533093278462172,319.12624702819124423,-14.0,74.0,0.008388631687242797952,289.11171097976807687,-15.0,57.0,0.11219221536351166313,290.03493741382027338,-15.0,45.0
P015095,CBK289987,K03,s6,0.18497706618655693211,158.2609162177894575,-16.0,38.0,-2.1679713220164607002,510.3385487784818224,-43.0,100.0,0.11746120541838134255,429.80907828406469662,-25.0,178.0,0.18891932441700959311,411.88506982585971627,-35.0,108.0,0.24070558984910836453,421.25751922969453744,-38.0,96.0
P015095,CBK289987,K03,s8,0.0881280006858710524,103.85892946692140981,-5.0,23.0,-0.16821352023319616209,312.76768728044743284,-15.0,54.0,0.051932227366255141743,301.7899985057338199,-12.0,59.0,0.08591778120713305933,267.31999804351244165,-12.0,50.0,0.13871527777777778456,262.25582144943052754,-11.0,37.0
P015095,CBK289987,K03,all,0.112803497942386837805,120.46786043633827035,-8.0,26.0,-1.4715664437585733726,406.79880773345871603,-22.0,65.0,-0.01658243312757201604,335.29213705025915715,-15.0,82.0,0.09660943930041152039,306.47831197133962178,-17.0,62.0,0.16639536179698216634,310.2332245906966932,-17.0,49.0
P015095,CBK289987,all,all,0.12493592821216277511,129.11477399047961967,-9.0,27.0,-1.597356009945130273,467.84623757078628614,-26.0,71.0,0.04719344421582075816,340.38272233524935473,-17.0,94.0,0.12231652949245541695,306.53379900400614133,-20.0,67.0,0.1947140489254686746,329.4148005423454606,-20.0,54.0
P015095,CBK290205,C22,s2,0.08102752057613168968,99.70937323964365362,-4.0,22.0,-0.5410813185871056197,433.93958333770933677,-12.0,46.0,0.08418145576131687291,234.27307782136003311,-10.0,54.0,0.11100201474622771458,197.52491562895249899,-10.0,47.0,0.16567986968449932572,215.27335419702617969,-11.0,36.0
P015095,CBK290205,C22,s4,0.11058899176954732624,135.82801933461354338,-9.0,28.0,-1.3635180898491083834,435.6631341408212279,-23.0,73.0,0.023907750342935529114,310.38160890744035214,-16.0,94.0,0.06820944787379971952,281.54667950344128258,-18.0,67.0,0.14283929183813443009,313.7200692643311868,-18.0,55.0
P015095,CBK290205,C22,s5,0.10258701989026063062,126.972011311805118794,-6.0,24.0,-0.30367819787379973784,408.77350397984326946,-17.0,55.0,0.09386166838134431256,304.87751934842509627,-13.0,70.0,0.11956875857338820912,255.08202576726404232,-14.0,55.0,0.1775490826474622752,284.36842204521559552,-14.0,44.0
P015095,CBK290205,C22,s6,0.12654921124828533152,120.98201839274445035,-6.0,24.0,-0.20543788580246913344,363.51374482323149095,-19.0,57.0,0.12788108710562415271,264.24125261082934912,-14.0,70.0,0.14893539951989026582,246.61143066028736826,-15.0,55.0,0.20419410150891631472,266.25597048582426396,-16.0,44.0
P015095,CBK290205,C22,s8,0.1229978995198902636,124.38944252326470519,-7.0,26.0,-1.8527475565843620764,541.15702528521092063,-23.0,66.0,0.031225351508916324161,321.20609191275957528,-15.0,85.0,0.09419581618655692434,264.89208452327994792,-18.0,61.0,0.15458376200274348555,273.54524758795190564,-18.0,51.0
P015095,CBK290205,C22,all,0.108750128600823045555,122.165858668019254196,-6.0,25.0,-0.85329260973936904566,440.49902456062130796,-18.0,58.0,0.07221146262002743621,288.8486526642804506,-13.0,72.0,0.108382287379972561125,250.73351697334419441,-15.0,56.0,0.1689692215363511607,272.52432730157192964,-15.0,45.0
P015095,CBK290205,D20,s2,0.048401491769547326516,77.949906778587703116,-3.0,21.0,-2.7160388803155006698,439.0897747954132342,-12.0,50.0,0.02689086076817558471,237.80997023268776047,-7.0,46.0,0.051691529492455416672,396.25647019399963256,-11.0,49.0,0.08160236625514402653,210.41305167805620613,-8.0,33.0
P015095,CBK290205,D20,s4,0.13941550925925924598,123.63415280225373749,-9.0,28.0,-0.9071859996570644791,685.26133973245725883,-35.0,107.0,0.1062311385459533547,395.50929958210008408,-23.0,109.0,0.26427983539094651588,752.32254908286654427,-37.0,103.0,0.28564964849108365197,352.1131312854155908,-23.0,65.0
P015095,CBK290205,D20,s5,0.07460348079561042456,100.799685245168632264,-5.0,23.0,-2.4165978652263375714,676.58929192569166844,-18.0,63.0,0.061975308641975306034,324.4442359167709924,-13.0,61.0,0.11486261145404663697,576.9424652069101285,-18.0,63.0,0.14275805898491084056,262.77176218619518977,-12.0,41.0
P015095,CBK290205,D20,s6,0.122231652949245539475,104.015481065029305796,-7.0,25.0,-1.2919073645404663964,520.9489407842845594,-25.0,78.0,0.15098872599451301779,353.59686927639597798,-18.0,79.0,0.29010009430727023982,648.1011645040739495,-27.0,79.0,0.26136595507544579942,299.68739446120554248,-18.0,51.0
P015095,CBK290205,D20,s8,0.19362161351165979584,166.02735223838291745,-22.0,45.0,-0.69440950788751709677,765.77496750717182294,-87.0,218.0,0.09254758230452675427,565.4115650095208139,-52.0,244.0,0.32076796124828532708,1062.697834505318724,-116.0,258.0,0.29088970336076819256,489.13286601684961852,-64.0,147.0
P015095,CBK290205,D20,all,0.11565474965706447341,118.24253307399079915,-8.0,27.0,-1.6052279235253772427,628.9607954425207481,-26.0,86.0,0.08772672325102880142,390.63185808615247652,-17.0,85.0,0.20834040637860082312,721.83556005775608355,-28.0,86.0,0.21245314643347051886,336.5619822386140072,-18.0,55.0
P015095,CBK290205,H14,s2,0.13578746570644717462,144.21555127312308286,-12.0,31.0,-0.8532812499999999911,703.85901691740593833,-44.0,106.0,0.060996870713305895162,454.82142133225812586,-29.0,132.0,0.10499356995884773225,404.76056927792541273,-32.0,86.0,0.1768344907407407296,415.1734824066883789,-31.0,71.0
P015095,CBK290205,H14,s4,0.14791623799725650557,152.95359633740693539,-12.0,31.0,-0.08624249828532236373,512.86920001298904026,-40.0,99.0,0.07979745370370369684,373.02319729842457718,-28.0,131.0,0.13903763717421124824,369.71454077327899768,-30.0,84.0,0.23045138888888888618,367.34951553148482617,-28.0,68.0
P015095,CBK290205,H14,s5,0.1600512259945130189,156.29303422409171276,-16.0,37.0,-0.19424361282578875287,602.21485873133633504,-50.0,125.0,0.07362675754458161692,431.54978573749588122,-32.0,162.0,0.14292545438957476867,418.16444353337277562,-38.0,103.0,0.2555977794924554347,403.31831574885109148,-37.0,87.0
P015095,CBK290205,H14,s6,0.13762581447187929862,141.24678117381535003,-12.0,31.0,-0.3088565243484224787,434.74379615298238377,-37.0,98.0,0.047667181069958847184,364.2632855052825107,-27.0,135.0,0.11164030349794239194,346.8980595582593196,-29.0,84.0,0.22840706447187927863,329.19356829733737868,-28.0,68.0
P015095,CBK290205,H14,s8,0.15307141632373114093,174.60918675576360215,-19.0,41.0,-2.9295829046639232374,779.5496185905820994,-64.0,145.0,0.005565414951989026103,451.2433766184233832,-36.0,191.0,0.06916602366255143741,446.94744345539646702,-45.0,118.0,0.19640046296296295725,418.22109841347963766,-45.0,102.0
P015095,CBK290205,H14,all,0.14689043209876542773,154.31102496067657626,-14.0,34.0,-0.874441358024691362,619.32551571852195593,-46.0,113.0,0.053530735596707818003,416.78588704234675788,-30.0,149.0,0.1135525977366255157,398.8688371979473004,-34.0,94.0,0.21753823731138546838,388.13854415101894801,-33.0,78.0
P015095,CBK290205,all,all,0.123765103452217653524,132.56154156068370753,-9.0,28.0,-1.1109872970964791428,569.55992775054096455,-28.0,82.0,0.07115630715592134725,369.5660829142093462,-19.0,96.0,0.14342509716506629536,497.66462198230055947,-24.0,76.0,0.19965353509373570673,335.75537113739073902,-21.0,57.0
P015095,CBK290351,B19,s2,0.114056284293552814835,101.782616856588319365,-4.0,21.0,0.1524815672153635171,275.52963789791431282,-13.0,48.0,0.120774391289437579844,232.42651736240489413,-10.0,57.0,0.15177169067215362519,217.39629462002915261,-11.0,48.0,0.18026384602194786555,257.4902894302821892,-10.0,36.0
P015095,CBK290351,B19,s4,0.10233324759945129634,111.738151558883132,-6.0,23.0,-1.0155315500685870855,374.0234381097880032,-21.0,59.0,0.07315907921810699266,272.97832897614233616,-17.0,77.0,0.10931562928669409651,254.02430200488268497,-17.0,56.0,0.1582919667352537807,289.0320970306964341,-16.0,44.0
P015095,CBK290351,B19,s5,0.14075124314128945047,126.004796718754391804,-7.0,24.0,-1.7039585476680383369,499.1198917605708516,-23.0,61.0,0.13616340877914950847,295.66524530299000162,-19.0,87.0,0.21093407064471877965,273.10085279683886483,-17.0,60.0,0.29194958847736623975,295.39286076425821648,-18.0,49.0
P015095,CBK290351,B19,s6,0.11627529149519889862,117.85678724115223304,-7.0,24.0,-0.6552211934156378925,435.47867512925085975,-21.0,58.0,0.07333697702331962165,269.03482047961801982,-16.0,78.0,0.11014124657064472412,255.60522064297708766,-17.0,58.0,0.16207647462277091632,290.2568850046592388,-19.0,48.0
P015095,CBK290351,B19,s8,0.18880572702331960278,165.85897764038512037,-19.0,39.0,-1.5202638460219479732,629.77474331179735145,-51.0,106.0,0.08160022290809328116,452.2631341779987224,-35.0,176.0,0.16841606652949245304,440.81102550599820233,-42.0,108.0,0.27137881515775036378,418.42448038541584765,-45.0,99.0
P015095,CBK290351,B19,all,0.13244435871056242648,126.58732315597976026,-8.0,25.0,-0.94849871399176954867,458.517368060194201,-23.0,63.0,0.09700681584362140508,313.967791971172403,-17.0,87.0,0.15011574074074074403,298.6710454831618904,-19.0,62.0,0.21279213820301784432,315.09549848660066118,-19.0,51.0
P015095,CBK290351,F11,s2,0.099143304183813438235,107.3300386903459156,-5.0,21.0,-0.9174809242112482721,485.19739790398955392,-17.0,58.0,0.09167738340192044255,271.52329513796405536,-11.0,61.0,0.12755015432098765205,247.22411008313815728,-13.0,52.0,0.19000707304526748276,241.12071276556753219,-13.0,38.0
P015095,CBK290351,F11,s4,0.1128733710562414283,118.92632586763205893,-7.0,24.0,0.030368441358024692717,500.39718314683148037,-25.0,74.0,0.07402734910836762661,305.25157335045497575,-19.0,91.0,0.1230482681755829949,286.76841902381573846,-19.0,65.0,0.23414909122085048043,297.6611734154269584,-18.0,50.0
P015095,CBK290351,F11,s5,0.13582497427983539207,136.50460478494690619,-9.0,26.0,-1.9599382716049382758,471.65855217417259837,-29.0,79.0,0.083866169410150889774,298.59506144858784182,-19.0,103.0,0.14499957133058985481,290.90691257685705295,-23.0,69.0,0.22182848936899862702,307.1085475358724466,-22.0,56.0
P015095,CBK290351,F11,s6,0.13453017832647462537,135.57889509857645294,-9.0,27.0,-3.5942821930727024693,528.06025107890684467,-32.0,85.0,0.077405264060356651634,345.49635954946342054,-22.0,112.0,0.13361839849108367306,329.23988290835285397,-25.0,74.0,0.22053583676268861957,345.28223465327687336,-25.0,61.0
P015095,CBK290351,F11,s8,0.16006022805212619109,153.359732029571461,-15.0,35.0,-0.79119212962962959246,503.0355454576042007,-50.0,117.0,0.022156850137174211729,377.63075172033984472,-30.0,173.0,0.10642704046639231419,360.22826528299958682,-39.0,103.0,0.15651084533607681482,397.59928752888032477,-41.0,93.0
P015095,CBK290351,F11,all,0.12848641117969822334,131.29932346616496375,-9.0,26.0,-1.4465050154320988618,498.03128444908844585,-29.0,80.0,0.069826603223593963765,321.88046094325449076,-19.0,102.0,0.12712868655692730058,305.33457811214032063,-22.0,70.0,0.20460626714677640492,321.98200297923432345,-22.0,56.0
P015095,CBK290351,G10,s2,0.120608496227709194315,133.03420145314615297,-9.0,26.0,0.0156018518518518511246,428.66759778833568362,-30.0,81.0,0.021863640260631003048,323.14678261981873675,-19.0,101.0,0.087040466392318244226,324.24291313779173151,-23.0,71.0,0.16164909122085047155,343.830812209869066,-22.0,58.0
P015095,CBK290351,G10,s4,0.14730431241426611422,133.69113513540915505,-10.0,28.0,-0.19496141975308642347,417.7775234744568138,-32.0,86.0,0.083304183813443066775,353.10017115543058708,-22.0,110.0,0.13782536008230453217,354.90050233495549037,-26.0,78.0,0.20422346536351165813,337.52591967345864532,-24.0,62.0
P015095,CBK290351,G10,s5,0.18350137174211247904,151.98052745757902926,-15.0,33.0,-0.024131515775034292903,505.73619298541245826,-54.0,109.0,0.09941786694101509281,389.50955410177289195,-36.0,163.0,0.17123028120713307265,395.7336164807045975,-41.0,99.0,0.26126393175582990347,390.56759708111826512,-42.0,86.0
P015095,CBK290351,G10,s6,0.17012495713305897382,158.0646639422691635,-15.0,34.0,-1.2792757630315501061,556.12614780529759173,-49.0,115.0,0.044388288751714674585,368.55983567854229932,-28.0,156.0,0.114136659807956106216,365.63737790658257154,-38.0,100.0,0.20554119513031549049,380.77237793929401732,-39.0,90.0
P015095,CBK290351,G10,s8,0.08366640946502057474,122.826975464040828,-7.0,24.0,0.041854209533607682203,498.2133426819382862,-24.0,72.0,0.02106159979423868206,295.65017127100810512,-15.0,83.0,0.07208397633744856314,303.0972019908135735,-20.0,64.0,0.17807656035665295202,309.43791070459491266,-18.0,51.0
P015095,CBK290351,G10,all,0.14104110939643346723,140.52786868261799214,-11.0,29.0,-0.28818252743484223943,484.05725991803211627,-36.0,92.0,0.05400711591220850455,347.5821192474929262,-22.0,121.0,0.116463348765432100906,350.21466010622418707,-28.0,81.0,0.20215084876543210068,353.67381918673714836,-27.0,68.0
P015095,CBK290351,all,all,0.13399062642889802976,132.9309904733986798,-9.0,27.0,-0.89439541895290353146,480.4808158609988027,-29.0,78.0,0.07361351165980795086,328.1240294461329654,-19.0,102.0,0.13123592535436670592,318.8959635708278597,-23.0,71.0,0.20651641803840878331,330.6774631203638819,-22.0,58.0
P015095,CBK290352,E22,s2,0.092714549039780519424,126.63191541066092327,-7.0,25.0,-0.26955525548696845917,480.11237607629476543,-19.0,63.0,0.024687071330589848567,308.0078394320161692,-13.0,68.0,0.061291795267489714016,296.04749158707204515,-15.0,56.0,0.16747127914951989713,302.7972557360072301,-15.0,44.0
P015095,CBK290352,E22,s4,0.16259130658436213301,180.7062042087400755,-16.0,38.0,-0.4845820473251029048,493.32159391946186133,-50.0,121.0,0.037705546982167353898,372.06542557039023222,-29.0,164.0,0.12068201303155007276,360.45317068342086486,-37.0,97.0,0.22056262860082304078,384.19324221487380555,-39.0,92.0
P015095,CBK290352,E22,s5,0.07440479252400548915,132.1203256866095046,-6.0,24.0,-0.018324759945130313782,366.55831264884989196,-16.0,57.0,0.08008037551440329305,269.99631633329647684,-12.0,63.0,0.09803219307270233385,251.18953559961332189,-13.0,52.0,0.19942729766803840574,274.819942392089672,-13.0,40.0
P015095,CBK290352,E22,s6,0.08270083161865569854,134.01525671294530184,-8.0,26.0,-1.537608024691357933,415.51353370482650007,-23.0,70.0,-0.010553412208504801828,298.3010946047332368,-16.0,79.0,0.022490354938271603369,268.99599435459430197,-18.0,59.0,0.09911158264746228186,284.89971205206961713,-19.0,49.0
P015095,CBK290352,E22,s8,0.1510163751714677649,161.46369145285189006,-14.0,35.0,0.114179098079561044954,697.373347618800949,-42.0,106.0,0.11024519890260631172,455.70269700336535834,-27.0,139.0,0.17146240569272977461,428.0750942374087913,-30.0,85.0,0.29100180041152262644,367.83323007020163686,-31.0,77.0
P015095,CBK290352,E22,all,0.11268557098765431823,148.44310298045323293,-10.0,29.0,-0.43917819787379974716,503.4325950163135417,-27.0,79.0,0.04843295610425239761,347.23134103083305035,-18.0,94.0,0.09479175240054869833,327.4977656474294463,-21.0,67.0,0.19551491769547324484,325.97109598631101335,-21.0,57.0
P015095,CBK290352,F13,s2,0.15595636145404664918,149.32327958361611309,-10.0,30.0,-0.44760309499314127057,416.7063021644179912,-30.0,84.0,0.12648791152263375026,323.13418162941195533,-18.0,99.0,0.18695366083676268065,300.7054997523887323,-24.0,73.0,0.26578317901234566056,333.2446500143938124,-23.0,61.0
P015095,CBK290352,F13,s4,0.20010352366255143575,158.1766981408331958,-16.0,36.0,-0.6867631172839505638,452.6544081755064326,-45.0,109.0,0.09443587105624143274,357.25571057291398347,-27.0,153.0,0.19143947187928669895,358.45982983049265158,-35.0,96.0,0.27954068072702331627,368.11694875641899216,-34.0,84.0
P015095,CBK290352,F13,s5,0.12504993998628258223,144.95726206100181344,-11.0,30.0,-0.1996208419067215245,431.5509314616372194,-31.0,82.0,0.012936599794238683517,339.33016566114258694,-21.0,111.0,0.06571180555555555802,319.15659118628911983,-24.0,74.0,0.16246892146776406585,342.59792218973626632,-23.0,61.0
P015095,CBK290352,F13,s6,0.14838670267489711962,146.08118890212114138,-12.0,31.0,-1.5438876028806585161,468.43915293723875948,-37.0,89.0,0.104246399176954732124,371.47806811544484162,-26.0,131.0,0.15910086591220851115,339.1049497202698717,-28.0,81.0,0.30943265603566527666,353.42213577043742134,-29.0,68.0
P015095,CBK290352,F13,s8,0.2194249399862825689,176.63252622174672979,-21.0,44.0,-1.8672147205075446674,585.5026457950252734,-62.0,127.0,0.13800090020576130656,402.9139462689101947,-37.0,197.0,0.22780478395061729002,396.46316840673085835,-47.0,118.0,0.2901180984224965842,412.37631382004758507,-52.0,109.0
P015095,CBK290352,F13,all,0.16978429355281207669,155.47905748903758649,-14.0,34.0,-0.9490178755144033085,474.7687919263022991,-40.0,98.0,0.095221536351165980694,359.86884173314672353,-24.0,138.0,0.16620211762688613666,344.36997625328456252,-30.0,87.0,0.26146870713305897516,363.0142874688348229,-30.0,75.0
P015095,CBK290352,G11,s2,0.15240633573388204236,146.24484819380811018,-10.0,30.0,-1.341944873113854575,490.24670370265567954,-34.0,92.0,0.112931670096021952165,340.43041416486238404,-20.0,106.0,0.19233560528120713373,334.6563750697996511,-25.0,76.0,0.28778206447187926198,359.11237939626244042,-26.0,65.0
P015095,CBK290352,G11,s4,0.15175797325102879931,162.00854313026610498,-15.0,36.0,0.13428497942386830033,519.7387515218547378,-47.0,114.0,0.08234975137174210813,378.9994241889071418,-28.0,153.0,0.16890903635116596981,393.02472016781962338,-35.0,96.0,0.2669050068587105473,403.84972356796441773,-36.0,86.0
P015095,CBK290352,G11,s5,0.19529513888888888618,175.51029389493518806,-18.0,39.0,-0.25456532921810698378,642.88025207743885403,-56.0,127.0,0.09275248628257887207,428.77169388797699412,-36.0,179.0,0.19422775205761316775,424.68201279182125063,-42.0,109.0,0.2819993141289437455,425.58091554043238602,-43.0,98.0
P015095,CBK290352,G11,s6,0.19899991426611796097,191.60739150394471153,-24.0,48.0,-1.4924204818244171111,622.0615033492777002,-70.0,151.0,0.12001607510288066216,474.08064703341375434,-40.0,220.0,0.1827762774348422603,485.72475176941958352,-55.0,143.0,0.2823025977366255268,505.83125795567968908,-61.0,130.0
P015095,CBK290352,G11,s8,0.14654728223593962988,133.71793303331784841,-11.0,30.0,0.0886038237311385507,420.6114461634412578,-33.0,90.0,0.11142018175582990569,335.19149255203200255,-20.0,108.0,0.19628986625514402431,344.8324602525704563,-25.0,77.0,0.32178840877914949292,342.00790390012821263,-24.0,65.0
P015095,CBK290352,G11,all,0.16900132887517146929,163.11472508323342367,-15.0,36.0,-0.5732083762002743166,545.4616755398172927,-46.0,114.0,0.10389403292181069449,395.0909752109381543,-27.0,152.0,0.18690770747599450008,400.41380911857027058,-34.0,97.0,0.288155478395061726,411.34172787099072366,-35.0,87.0
P015095,CBK290352,all,all,0.15049039780521261678,155.79421023008666225,-13.0,33.0,-0.6538014831961591611,508.71680488105454288,-36.0,96.0,0.082516175125743024266,367.9547381216977442,-22.0,126.0,0.14930052583447644965,358.78344919812997205,-28.0,82.0,0.24837970107453133384,368.43748902660507838,-28.0,72.0
P015095,CBK290655,F21,s2,0.08522140775034293958,84.82237118389207353,-3.0,22.0,0.13635330932784636704,306.8047725002727475,-12.0,48.0,0.074797453703703706274,247.51478999640863776,-9.0,56.0,0.10386681241426612421,193.12525705776948826,-10.0,49.0,0.14986454046639233195,199.1115567358844487,-10.0,36.0
P015095,CBK290655,F21,s4,0.12510609567901234684,137.38417325424407522,-9.0,29.0,-2.1673574674211248947,608.8956843358326978,-31.0,80.0,0.0824033350480109783,405.55942687045876482,-22.0,116.0,0.12684777949245543138,335.24502599962727345,-23.0,74.0,0.20209662208504799996,347.5868712168932575,-24.0,62.0
P015095,CBK290655,F21,s5,0.050458461934156380313,102.00380321659027061,-4.0,23.0,-0.8751652520576131966,334.69794144410974468,-14.0,50.0,0.02123606824417009764,264.2556462390219849,-12.0,64.0,0.0323793295610425233,215.76718326731850084,-11.0,53.0,0.13778870884773661287,258.26008917647038743,-12.0,38.0
P015095,CBK290655,F21,s6,0.09366319444444444475,106.83800436084314356,-4.0,23.0,-0.95455182613168720884,397.7256936289843452,-13.0,50.0,0.1004072359396433467,270.96505086151654496,-12.0,63.0,0.122964677640603564646,229.67716225693473575,-11.0,52.0,0.17927426268861454406,248.14586612202344895,-13.0,38.0
P015095,CBK290655,F21,s8,0.06204110939643347339,107.54090856259851705,-5.0,24.0,-0.3368865740740740744,377.07845236691895252,-17.0,57.0,-0.01125128600823045201,279.0612502472623646,-15.0,75.0,0.0043632115912208505742,237.68737571612032866,-13.0,57.0,0.105506687242798352644,251.90870922914098173,-13.0,42.0
P015095,CBK290655,F21,all,0.08329805384087791975,109.0444232079612874,-5.0,24.0,-0.83952156207133055155,418.8753284857139647,-16.0,55.0,0.053518561385459531565,298.9549516099715447,-13.0,70.0,0.078084362139917692924,247.17967949446855869,-13.0,56.0,0.15490616426611797385,265.403350753491452,-14.0,42.0
P015095,CBK290655,J23,s2,0.0390721450617283958,88.9430165401295767,-3.0,21.0,-2.558440500685871033,396.19936850137025885,-12.0,49.0,-0.0044630915637860080897,229.57509564428201543,-10.0,57.0,0.009816100823045266835,175.55115897638825118,-9.0,47.0,0.0893840020576131683,217.38925252203677019,-10.0,35.0
P015095,CBK290655,J23,s4,0.09196952160493826467,141.1952511476303016,-9.0,29.0,-1.8897841649519890872,421.16635447783448853,-27.0,78.0,-0.038278034979423870843,364.63059411132002197,-22.0,114.0,-0.01469478737997256465,307.30547078815254736,-21.0,74.0,0.057868655692729767392,339.90609365085310856,-22.0,62.0
P015095,CBK290655,J23,s5,0.060865912208504797942,104.51544463545099006,-4.0,23.0,-0.14472436556927298357,285.03119427758684878,-13.0,52.0,0.018548739711934155577,272.1206397287990626,-12.0,62.0,0.026740397805212621357,212.93084498037654839,-11.0,51.0,0.08849344135802468536,241.85716494320251968,-11.0,37.0
P015095,CBK290655,J23,s6,0.07967592592592592782,96.892804755183178145,-4.0,23.0,-2.1885712448559671017,385.26797022045741414,-16.0,55.0,0.07722565157750342635,259.38613948974426648,-13.0,65.0,0.101651448902606314495,202.26786440310058879,-12.0,51.0,0.18792288237311385868,253.91828678515614115,-15.0,40.0
P015095,CBK290655,J23,s8,0.04238554526748971457,78.42705194014627068,-2.0,20.0,-1.1749657064471878964,505.95227170312654152,-10.0,47.0,0.03398662551440329027,278.1878882781099378,-9.0,48.0,0.054153163580246910236,210.44779503008783195,-7.0,44.0,0.120393732853223592305,296.37580941919640054,-7.0,30.0
P015095,CBK290655,J23,all,0.06279381001371742155,104.22039868832419529,-4.0,23.0,-1.5912971965020576981,404.97421564273372496,-15.0,55.0,0.017403978052126199694,284.38688972761246987,-12.0,64.0,0.035533264746227706532,226.18354401705721557,-11.0,52.0,0.10881254286694101718,273.35041774134282377,-12.0,39.0
P015095,CBK290655,O19,s2,0.07403956618655692379,94.61883602787136738,-4.0,22.0,-0.40506215706447190605,426.59424215475581832,-18.0,68.0,0.03421724965706447047,261.53598859870351134,-11.0,66.0,0.0913385202331961632,285.46455508840438142,-12.0,57.0,0.16459319272976680182,239.70699508193374072,-12.0,42.0
P015095,CBK290655,O19,s4,0.085383444787379969565,121.22627518383663414,-6.0,25.0,-0.15973894032921809316,478.18336523411892358,-29.0,87.0,-0.043367198216735250438,345.19981649473857033,-19.0,101.0,-0.017277520576131688568,388.35561427654420186,-21.0,74.0,0.080405092592592597445,329.58188626658443354,-19.0,55.0
P015095,CBK290655,O19,s5,0.08012452846364882808,94.15336633115472864,-4.0,22.0,-0.009951131687242797605,383.14939203754443042,-15.0,64.0,0.045235339506172839164,269.9945192025105598,-10.0,61.0,0.080680084019204387213,278.55114816492778118,-11.0,55.0,0.10899798525377228653,241.65187134226377452,-11.0,40.0
P015095,CBK290655,O19,s6,0.035667866941015091697,67.367195528992183995,-2.0,19.0,-0.32000600137174212145,302.78656079927026212,-10.0,54.0,0.024267189643347050754,198.93646826423915286,-6.0,48.0,0.04326260288065843923,195.9159233052569391,-6.0,46.0,0.0989315414951989075,171.18217028182294825,-7.0,32.0
P015095,CBK290655,O19,s8,0.09426568930041152872,110.2293989523190163,-5.0,23.0,-0.9378041409465021072,657.8775642379742976,-23.0,76.0,0.07086548353909465081,347.55138850980898724,-16.0,77.0,0.102666109396433474776,342.53886570518966437,-16.0,63.0,0.15692858367626885685,293.5074192820588337,-14.0,46.0
P015095,CBK290655,O19,all,0.073896219135802465594,99.19904414059254805,-4.0,22.0,-0.3665124742798354096,465.17276912801844446,-18.0,68.0,0.026243612825788752846,290.11332970636402706,-12.0,67.0,0.060133959190672152395,305.16119363405090326,-13.0,58.0,0.12197127914951988448,260.7409581302936772,-12.0,42.0
P015095,CBK290655,all,all,0.07332936099679926434,104.232158027839048486,-4.0,23.0,-0.9324437442844079049,430.44439218309332773,-16.0,59.0,0.03238871742112482688,291.21338734241282964,-12.0,67.0,0.057917195358939188576,261.6487114115225836,-12.0,55.0,0.1285633287608596298,266.549081063081303,-13.0,41.0
