plate,well,site,bf_site,nuclei_count
P015090,K14,s2,s1,69
P015090,K14,s4,s2,46
P015090,K14,s5,s3,1
P015090,K14,s6,s4,25
P015090,K14,s8,s5,1
P015090,K16,s2,s1,135
P015090,K16,s4,s2,117
P015090,K16,s5,s3,84
P015090,K16,s6,s4,95
P015090,K16,s8,s5,90
P015090,K17,s2,s1,56
P015090,K17,s4,s2,36
P015090,K17,s5,s3,30
P015090,K17,s6,s4,1
P015090,K17,s8,s5,24
P015090,K22,s2,s1,1
P015090,K22,s4,s2,0
P015090,K22,s5,s3,0
P015090,K22,s6,s4,0
P015090,K22,s8,s5,0
P015090,L03,s2,s1,157
P015090,L03,s4,s2,96
P015090,L03,s5,s3,109
P015090,L03,s6,s4,169
P015090,L03,s8,s5,85
P015090,L09,s2,s1,0
P015090,L09,s4,s2,0
P015090,L09,s5,s3,0
P015090,L09,s6,s4,0
P015090,L09,s8,s5,0
P015090,L15,s2,s1,34
P015090,L15,s4,s2,14
P015090,L15,s5,s3,0
P015090,L15,s6,s4,0
P015090,L15,s8,s5,0
P015090,L17,s2,s1,131
P015090,L17,s4,s2,125
P015090,L17,s5,s3,85
P015090,L17,s6,s4,87
P015090,L17,s8,s5,57
P015090,L20,s2,s1,56
P015090,L20,s4,s2,43
P015090,L20,s5,s3,36
P015090,L20,s6,s4,26
P015090,L20,s8,s5,28
P015090,L23,s2,s1,0
P015090,L23,s4,s2,2
P015090,L23,s5,s3,0
P015090,L23,s6,s4,0
P015090,L23,s8,s5,4
P015090,M03,s2,s1,131
P015090,M03,s4,s2,96
P015090,M03,s5,s3,130
P015090,M03,s6,s4,147
P015090,M03,s8,s5,64
P015090,M04,s2,s1,24
P015090,M04,s4,s2,18
P015090,M04,s5,s3,24
P015090,M04,s6,s4,1
P015090,M04,s8,s5,8
P015090,M05,s2,s1,25
P015090,M05,s4,s2,29
P015090,M05,s5,s3,7
P015090,M05,s6,s4,20
P015090,M05,s8,s5,21
P015090,M07,s2,s1,39
P015090,M07,s4,s2,8
P015090,M07,s5,s3,0
P015090,M07,s6,s4,16
P015090,M07,s8,s5,0
P015090,M11,s2,s1,5
P015090,M11,s4,s2,18
P015090,M11,s5,s3,30
P015090,M11,s6,s4,15
P015090,M11,s8,s5,21
P015090,M12,s2,s1,84
P015090,M12,s4,s2,62
P015090,M12,s5,s3,49
P015090,M12,s6,s4,41
P015090,M12,s8,s5,25
P015090,M14,s2,s1,40
P015090,M14,s4,s2,33
P015090,M14,s5,s3,16
P015090,M14,s6,s4,0
P015090,M14,s8,s5,0
P015090,M17,s2,s1,20
P015090,M17,s4,s2,2
P015090,M17,s5,s3,0
P015090,M17,s6,s4,0
P015090,M17,s8,s5,0
P015090,M19,s2,s1,172
P015090,M19,s4,s2,139
P015090,M19,s5,s3,102
P015090,M19,s6,s4,97
P015090,M19,s8,s5,103
P015090,M20,s2,s1,2
P015090,M20,s4,s2,35
P015090,M20,s5,s3,0
P015090,M20,s6,s4,1
P015090,M20,s8,s5,0
P015090,M21,s2,s1,38
P015090,M21,s4,s2,40
P015090,M21,s5,s3,0
P015090,M21,s6,s4,0
P015090,M21,s8,s5,0
P015090,N04,s2,s1,25
P015090,N04,s4,s2,4
P015090,N04,s5,s3,25
P015090,N04,s6,s4,0
P015090,N04,s8,s5,1
P015090,N06,s2,s1,39
P015090,N06,s4,s2,9
P015090,N06,s5,s3,32
P015090,N06,s6,s4,36
P015090,N06,s8,s5,23
P015090,N09,s2,s1,167
P015090,N09,s4,s2,118
P015090,N09,s5,s3,112
P015090,N09,s6,s4,92
P015090,N09,s8,s5,77
P015090,N10,s2,s1,9
P015090,N10,s4,s2,7
P015090,N10,s5,s3,22
P015090,N10,s6,s4,0
P015090,N10,s8,s5,0
P015090,N11,s2,s1,38
P015090,N11,s4,s2,42
P015090,N11,s5,s3,35
P015090,N11,s6,s4,34
P015090,N11,s8,s5,2
P015090,N14,s2,s1,150
P015090,N14,s4,s2,58
P015090,N14,s5,s3,113
P015090,N14,s6,s4,98
P015090,N14,s8,s5,67
P015090,N15,s2,s1,187
P015090,N15,s4,s2,92
P015090,N15,s5,s3,160
P015090,N15,s6,s4,102
P015090,N15,s8,s5,134
P015090,N17,s2,s1,2
P015090,N17,s4,s2,4
P015090,N17,s5,s3,0
P015090,N17,s6,s4,0
P015090,N17,s8,s5,0
P015090,N21,s2,s1,47
P015090,N21,s4,s2,56
P015090,N21,s5,s3,30
P015090,N21,s6,s4,17
P015090,N21,s8,s5,50
P015090,O03,s2,s1,65
P015090,O03,s4,s2,51
P015090,O03,s5,s3,42
P015090,O03,s6,s4,71
P015090,O03,s8,s5,56
P015090,O07,s2,s1,8
P015090,O07,s4,s2,0
P015090,O07,s5,s3,0
P015090,O07,s6,s4,0
P015090,O07,s8,s5,24
P015090,O09,s2,s1,0
P015090,O09,s4,s2,0
P015090,O09,s5,s3,0
P015090,O09,s6,s4,0
P015090,O09,s8,s5,0
P015090,O10,s2,s1,66
P015090,O10,s4,s2,58
P015090,O10,s5,s3,47
P015090,O10,s6,s4,64
P015090,O10,s8,s5,81
P015090,O13,s2,s1,88
P015090,O13,s4,s2,39
P015090,O13,s5,s3,46
P015090,O13,s6,s4,77
P015090,O13,s8,s5,53
P015090,O21,s2,s1,31
P015090,O21,s4,s2,26
P015090,O21,s5,s3,20
P015090,O21,s6,s4,23
P015090,O21,s8,s5,28
P015090,D17,s2,s1,116
P015090,D17,s4,s2,134
P015090,D17,s5,s3,181
P015090,D17,s6,s4,94
P015090,D17,s8,s5,142
P015090,F13,s2,s1,174
P015090,F13,s4,s2,158
P015090,F13,s5,s3,133
P015090,F13,s6,s4,123
P015090,F13,s8,s5,182
P015090,H23,s2,s1,118
P015090,H23,s4,s2,138
P015090,H23,s5,s3,139
P015090,H23,s6,s4,63
P015090,H23,s8,s5,76
P015090,M10,s2,s1,78
P015090,M10,s4,s2,118
P015090,M10,s5,s3,62
P015090,M10,s6,s4,41
P015090,M10,s8,s5,46
P015090,O14,s2,s1,121
P015090,O14,s4,s2,106
P015090,O14,s5,s3,96
P015090,O14,s6,s4,77
P015090,O14,s8,s5,92
P015090,B02,s2,s1,0
P015090,B02,s4,s2,23
P015090,B02,s5,s3,0
P015090,B02,s6,s4,24
P015090,B02,s8,s5,0
P015090,B07,s2,s1,24
P015090,B07,s4,s2,31
P015090,B07,s5,s3,22
P015090,B07,s6,s4,4
P015090,B07,s8,s5,31
P015090,B15,s2,s1,6
P015090,B15,s4,s2,2
P015090,B15,s5,s3,0
P015090,B15,s6,s4,1
P015090,B15,s8,s5,28
P015090,C05,s2,s1,0
P015090,C05,s4,s2,8
P015090,C05,s5,s3,2
P015090,C05,s6,s4,1
P015090,C05,s8,s5,1
P015090,C07,s2,s1,16
P015090,C07,s4,s2,19
P015090,C07,s5,s3,33
P015090,C07,s6,s4,25
P015090,C07,s8,s5,25
P015090,C11,s2,s1,1
P015090,C11,s4,s2,0
P015090,C11,s5,s3,0
P015090,C11,s6,s4,2
P015090,C11,s8,s5,6
P015090,C19,s2,s1,80
P015090,C19,s4,s2,76
P015090,C19,s5,s3,91
P015090,C19,s6,s4,79
P015090,C19,s8,s5,145
P015090,D04,s2,s1,25
P015090,D04,s4,s2,29
P015090,D04,s5,s3,25
P015090,D04,s6,s4,32
P015090,D04,s8,s5,53
P015090,D07,s2,s1,0
P015090,D07,s4,s2,22
P015090,D07,s5,s3,26
P015090,D07,s6,s4,0
P015090,D07,s8,s5,50
P015090,D15,s2,s1,0
P015090,D15,s4,s2,25
P015090,D15,s5,s3,30
P015090,D15,s6,s4,22
P015090,D15,s8,s5,43
P015090,E14,s2,s1,29
P015090,E14,s4,s2,22
P015090,E14,s5,s3,41
P015090,E14,s6,s4,23
P015090,E14,s8,s5,54
P015090,E17,s2,s1,102
P015090,E17,s4,s2,125
P015090,E17,s5,s3,132
P015090,E17,s6,s4,71
P015090,E17,s8,s5,165
P015090,F10,s2,s1,6
P015090,F10,s4,s2,23
P015090,F10,s5,s3,29
P015090,F10,s6,s4,1
P015090,F10,s8,s5,28
P015090,F16,s2,s1,1
P015090,F16,s4,s2,33
P015090,F16,s5,s3,28
P015090,F16,s6,s4,13
P015090,F16,s8,s5,47
P015090,F23,s2,s1,33
P015090,F23,s4,s2,14
P015090,F23,s5,s3,27
P015090,F23,s6,s4,33
P015090,F23,s8,s5,35
P015090,G08,s2,s1,40
P015090,G08,s4,s2,30
P015090,G08,s5,s3,36
P015090,G08,s6,s4,20
P015090,G08,s8,s5,29
P015090,G09,s2,s1,40
P015090,G09,s4,s2,39
P015090,G09,s5,s3,41
P015090,G09,s6,s4,26
P015090,G09,s8,s5,48
P015090,I17,s2,s1,49
P015090,I17,s4,s2,90
P015090,I17,s5,s3,51
P015090,I17,s6,s4,40
P015090,I17,s8,s5,58
P015090,J14,s2,s1,14
P015090,J14,s4,s2,33
P015090,J14,s5,s3,18
P015090,J14,s6,s4,26
P015090,J14,s8,s5,32
P015090,J23,s2,s1,13
P015090,J23,s4,s2,11
P015090,J23,s5,s3,0
P015090,J23,s6,s4,0
P015090,J23,s8,s5,0
P015090,K12,s2,s1,45
P015090,K12,s4,s2,19
P015090,K12,s5,s3,1
P015090,K12,s6,s4,0
P015090,K12,s8,s5,0
P015090,K13,s2,s1,4
P015090,K13,s4,s2,12
P015090,K13,s5,s3,0
P015090,K13,s6,s4,0
P015090,K13,s8,s5,0
P015090,L22,s2,s1,0
P015090,L22,s4,s2,48
P015090,L22,s5,s3,1
P015090,L22,s6,s4,8
P015090,L22,s8,s5,19
P015090,M08,s2,s1,87
P015090,M08,s4,s2,105
P015090,M08,s5,s3,67
P015090,M08,s6,s4,52
P015090,M08,s8,s5,65
P015090,M22,s2,s1,73
P015090,M22,s4,s2,101
P015090,M22,s5,s3,74
P015090,M22,s6,s4,75
P015090,M22,s8,s5,57
P015090,N08,s2,s1,147
P015090,N08,s4,s2,107
P015090,N08,s5,s3,79
P015090,N08,s6,s4,98
P015090,N08,s8,s5,66
P015090,O06,s2,s1,0
P015090,O06,s4,s2,0
P015090,O06,s5,s3,2
P015090,O06,s6,s4,25
P015090,O06,s8,s5,25
P015090,O18,s2,s1,80
P015090,O18,s4,s2,95
P015090,O18,s5,s3,71
P015090,O18,s6,s4,61
P015090,O18,s8,s5,61
P015090,O22,s2,s1,27
P015090,O22,s4,s2,33
P015090,O22,s5,s3,1
P015090,O22,s6,s4,7
P015090,O22,s8,s5,37
P015090,O23,s2,s1,29
P015090,O23,s4,s2,25
P015090,O23,s5,s3,18
P015090,O23,s6,s4,55
P015090,O23,s8,s5,6
P015090,I21,s2,s1,47
P015090,I21,s4,s2,167
P015090,I21,s5,s3,99
P015090,I21,s6,s4,131
P015090,I21,s8,s5,136
P015090,B04,s2,s1,118
P015090,B04,s4,s2,60
P015090,B04,s5,s3,77
P015090,B04,s6,s4,75
P015090,B04,s8,s5,111
P015090,B14,s2,s1,83
P015090,B14,s4,s2,144
P015090,B14,s5,s3,113
P015090,B14,s6,s4,121
P015090,B14,s8,s5,155
P015090,B20,s2,s1,0
P015090,B20,s4,s2,0
P015090,B20,s5,s3,0
P015090,B20,s6,s4,0
P015090,B20,s8,s5,10
P015090,C02,s2,s1,0
P015090,C02,s4,s2,9
P015090,C02,s5,s3,2
P015090,C02,s6,s4,0
P015090,C02,s8,s5,22
P015090,C15,s2,s1,96
P015090,C15,s4,s2,84
P015090,C15,s5,s3,96
P015090,C15,s6,s4,117
P015090,C15,s8,s5,129
P015090,C22,s2,s1,48
P015090,C22,s4,s2,71
P015090,C22,s5,s3,38
P015090,C22,s6,s4,50
P015090,C22,s8,s5,76
P015090,D03,s2,s1,50
P015090,D03,s4,s2,46
P015090,D03,s5,s3,52
P015090,D03,s6,s4,63
P015090,D03,s8,s5,61
P015090,D23,s2,s1,0
P015090,D23,s4,s2,25
P015090,D23,s5,s3,0
P015090,D23,s6,s4,1
P015090,D23,s8,s5,24
P015090,E06,s2,s1,112
P015090,E06,s4,s2,124
P015090,E06,s5,s3,117
P015090,E06,s6,s4,84
P015090,E06,s8,s5,153
P015090,E09,s2,s1,0
P015090,E09,s4,s2,61
P015090,E09,s5,s3,34
P015090,E09,s6,s4,58
P015090,E09,s8,s5,70
P015090,E21,s2,s1,93
P015090,E21,s4,s2,162
P015090,E21,s5,s3,109
P015090,E21,s6,s4,116
P015090,E21,s8,s5,148
P015090,F11,s2,s1,38
P015090,F11,s4,s2,38
P015090,F11,s5,s3,11
P015090,F11,s6,s4,30
P015090,F11,s8,s5,46
P015090,F12,s2,s1,83
P015090,F12,s4,s2,54
P015090,F12,s5,s3,92
P015090,F12,s6,s4,63
P015090,F12,s8,s5,103
P015090,F14,s2,s1,31
P015090,F14,s4,s2,36
P015090,F14,s5,s3,19
P015090,F14,s6,s4,2
P015090,F14,s8,s5,46
P015090,F17,s2,s1,43
P015090,F17,s4,s2,38
P015090,F17,s5,s3,36
P015090,F17,s6,s4,48
P015090,F17,s8,s5,55
P015090,G13,s2,s1,2
P015090,G13,s4,s2,4
P015090,G13,s5,s3,0
P015090,G13,s6,s4,0
P015090,G13,s8,s5,35
P015090,I08,s2,s1,0
P015090,I08,s4,s2,9
P015090,I08,s5,s3,25
P015090,I08,s6,s4,0
P015090,I08,s8,s5,0
P015090,I15,s2,s1,141
P015090,I15,s4,s2,128
P015090,I15,s5,s3,185
P015090,I15,s6,s4,123
P015090,I15,s8,s5,135
P015090,I22,s2,s1,33
P015090,I22,s4,s2,45
P015090,I22,s5,s3,35
P015090,I22,s6,s4,27
P015090,I22,s8,s5,34
P015090,J09,s2,s1,50
P015090,J09,s4,s2,40
P015090,J09,s5,s3,38
P015090,J09,s6,s4,26
P015090,J09,s8,s5,10
P015090,K19,s2,s1,166
P015090,K19,s4,s2,152
P015090,K19,s5,s3,121
P015090,K19,s6,s4,89
P015090,K19,s8,s5,110
P015090,L11,s2,s1,19
P015090,L11,s4,s2,19
P015090,L11,s5,s3,1
P015090,L11,s6,s4,1
P015090,L11,s8,s5,0
P015090,M13,s2,s1,79
P015090,M13,s4,s2,55
P015090,M13,s5,s3,31
P015090,M13,s6,s4,47
P015090,M13,s8,s5,38
P015090,M16,s2,s1,152
P015090,M16,s4,s2,97
P015090,M16,s5,s3,89
P015090,M16,s6,s4,103
P015090,M16,s8,s5,91
P015090,M18,s2,s1,37
P015090,M18,s4,s2,9
P015090,M18,s5,s3,0
P015090,M18,s6,s4,0
P015090,M18,s8,s5,0
P015090,N02,s2,s1,16
P015090,N02,s4,s2,0
P015090,N02,s5,s3,21
P015090,N02,s6,s4,0
P015090,N02,s8,s5,0
P015090,N05,s2,s1,78
P015090,N05,s4,s2,32
P015090,N05,s5,s3,34
P015090,N05,s6,s4,85
P015090,N05,s8,s5,34
P015090,N13,s2,s1,144
P015090,N13,s4,s2,125
P015090,N13,s5,s3,117
P015090,N13,s6,s4,99
P015090,N13,s8,s5,106
P015090,O05,s2,s1,29
P015090,O05,s4,s2,1
P015090,O05,s5,s3,0
P015090,O05,s6,s4,16
P015090,O05,s8,s5,0
P015090,O15,s2,s1,43
P015090,O15,s4,s2,16
P015090,O15,s5,s3,31
P015090,O15,s6,s4,28
P015090,O15,s8,s5,32
P015090,G02,s2,s1,100
P015090,G02,s4,s2,109
P015090,G02,s5,s3,158
P015090,G02,s6,s4,136
P015090,G02,s8,s5,162
P015090,J11,s2,s1,187
P015090,J11,s4,s2,159
P015090,J11,s5,s3,130
P015090,J11,s6,s4,160
P015090,J11,s8,s5,142
P015091,B05,s2,s1,100
P015091,B05,s4,s2,113
P015091,B05,s5,s3,79
P015091,B05,s6,s4,92
P015091,B05,s8,s5,115
P015091,B09,s2,s1,36
P015091,B09,s4,s2,48
P015091,B09,s5,s3,63
P015091,B09,s6,s4,39
P015091,B09,s8,s5,46
P015091,B10,s2,s1,21
P015091,B10,s4,s2,29
P015091,B10,s5,s3,39
P015091,B10,s6,s4,22
P015091,B10,s8,s5,35
P015091,B11,s2,s1,73
P015091,B11,s4,s2,136
P015091,B11,s5,s3,167
P015091,B11,s6,s4,104
P015091,B11,s8,s5,221
P015091,B16,s2,s1,13
P015091,B16,s4,s2,7
P015091,B16,s5,s3,2
P015091,B16,s6,s4,0
P015091,B16,s8,s5,1
P015091,B22,s2,s1,56
P015091,B22,s4,s2,67
P015091,B22,s5,s3,65
P015091,B22,s6,s4,71
P015091,B22,s8,s5,66
P015091,C03,s2,s1,77
P015091,C03,s4,s2,162
P015091,C03,s5,s3,85
P015091,C03,s6,s4,173
P015091,C03,s8,s5,207
P015091,C05,s2,s1,0
P015091,C05,s4,s2,0
P015091,C05,s5,s3,0
P015091,C05,s6,s4,0
P015091,C05,s8,s5,1
P015091,C06,s2,s1,55
P015091,C06,s4,s2,79
P015091,C06,s5,s3,60
P015091,C06,s6,s4,81
P015091,C06,s8,s5,145
P015091,C07,s2,s1,24
P015091,C07,s4,s2,30
P015091,C07,s5,s3,38
P015091,C07,s6,s4,28
P015091,C07,s8,s5,58
P015091,C15,s2,s1,75
P015091,C15,s4,s2,114
P015091,C15,s5,s3,140
P015091,C15,s6,s4,166
P015091,C15,s8,s5,217
P015091,C23,s2,s1,43
P015091,C23,s4,s2,88
P015091,C23,s5,s3,55
P015091,C23,s6,s4,98
P015091,C23,s8,s5,116
P015091,D04,s2,s1,1
P015091,D04,s4,s2,15
P015091,D04,s5,s3,21
P015091,D04,s6,s4,13
P015091,D04,s8,s5,31
P015091,D06,s2,s1,6
P015091,D06,s4,s2,0
P015091,D06,s5,s3,2
P015091,D06,s6,s4,4
P015091,D06,s8,s5,38
P015091,D10,s2,s1,54
P015091,D10,s4,s2,89
P015091,D10,s5,s3,97
P015091,D10,s6,s4,95
P015091,D10,s8,s5,151
P015091,D12,s2,s1,75
P015091,D12,s4,s2,95
P015091,D12,s5,s3,132
P015091,D12,s6,s4,135
P015091,D12,s8,s5,199
P015091,D16,s2,s1,119
P015091,D16,s4,s2,168
P015091,D16,s5,s3,148
P015091,D16,s6,s4,127
P015091,D16,s8,s5,299
P015091,D17,s2,s1,79
P015091,D17,s4,s2,172
P015091,D17,s5,s3,114
P015091,D17,s6,s4,111
P015091,D17,s8,s5,231
P015091,D18,s2,s1,0
P015091,D18,s4,s2,0
P015091,D18,s5,s3,1
P015091,D18,s6,s4,0
P015091,D18,s8,s5,25
P015091,D19,s2,s1,0
P015091,D19,s4,s2,1
P015091,D19,s5,s3,0
P015091,D19,s6,s4,6
P015091,D19,s8,s5,37
P015091,D20,s2,s1,17
P015091,D20,s4,s2,44
P015091,D20,s5,s3,29
P015091,D20,s6,s4,22
P015091,D20,s8,s5,43
P015091,D22,s2,s1,20
P015091,D22,s4,s2,36
P015091,D22,s5,s3,1
P015091,D22,s6,s4,0
P015091,D22,s8,s5,20
P015091,E04,s2,s1,18
P015091,E04,s4,s2,0
P015091,E04,s5,s3,1
P015091,E04,s6,s4,22
P015091,E04,s8,s5,8
P015091,E05,s2,s1,87
P015091,E05,s4,s2,71
P015091,E05,s5,s3,84
P015091,E05,s6,s4,123
P015091,E05,s8,s5,104
P015091,E08,s2,s1,31
P015091,E08,s4,s2,50
P015091,E08,s5,s3,55
P015091,E08,s6,s4,29
P015091,E08,s8,s5,53
P015091,E09,s2,s1,99
P015091,E09,s4,s2,117
P015091,E09,s5,s3,108
P015091,E09,s6,s4,127
P015091,E09,s8,s5,132
P015091,E10,s2,s1,72
P015091,E10,s4,s2,59
P015091,E10,s5,s3,142
P015091,E10,s6,s4,140
P015091,E10,s8,s5,188
P015091,E11,s2,s1,129
P015091,E11,s4,s2,119
P015091,E11,s5,s3,128
P015091,E11,s6,s4,145
P015091,E11,s8,s5,162
P015091,E13,s2,s1,33
P015091,E13,s4,s2,44
P015091,E13,s5,s3,35
P015091,E13,s6,s4,50
P015091,E13,s8,s5,57
P015091,E16,s2,s1,195
P015091,E16,s4,s2,177
P015091,E16,s5,s3,194
P015091,E16,s6,s4,173
P015091,E16,s8,s5,258
P015091,E20,s2,s1,120
P015091,E20,s4,s2,184
P015091,E20,s5,s3,131
P015091,E20,s6,s4,114
P015091,E20,s8,s5,179
P015091,E22,s2,s1,24
P015091,E22,s4,s2,41
P015091,E22,s5,s3,7
P015091,E22,s6,s4,0
P015091,E22,s8,s5,20
P015091,E23,s2,s1,105
P015091,E23,s4,s2,238
P015091,E23,s5,s3,103
P015091,E23,s6,s4,143
P015091,E23,s8,s5,95
P015091,F02,s2,s1,29
P015091,F02,s4,s2,39
P015091,F02,s5,s3,20
P015091,F02,s6,s4,39
P015091,F02,s8,s5,40
P015091,F04,s2,s1,19
P015091,F04,s4,s2,28
P015091,F04,s5,s3,25
P015091,F04,s6,s4,43
P015091,F04,s8,s5,34
P015091,F08,s2,s1,0
P015091,F08,s4,s2,0
P015091,F08,s5,s3,16
P015091,F08,s6,s4,30
P015091,F08,s8,s5,40
P015091,F09,s2,s1,118
P015091,F09,s4,s2,133
P015091,F09,s5,s3,123
P015091,F09,s6,s4,138
P015091,F09,s8,s5,166
P015091,F11,s2,s1,100
P015091,F11,s4,s2,109
P015091,F11,s5,s3,114
P015091,F11,s6,s4,136
P015091,F11,s8,s5,130
P015091,F17,s2,s1,37
P015091,F17,s4,s2,45
P015091,F17,s5,s3,35
P015091,F17,s6,s4,19
P015091,F17,s8,s5,32
P015091,F19,s2,s1,143
P015091,F19,s4,s2,180
P015091,F19,s5,s3,153
P015091,F19,s6,s4,106
P015091,F19,s8,s5,240
P015091,F22,s2,s1,7
P015091,F22,s4,s2,42
P015091,F22,s5,s3,19
P015091,F22,s6,s4,0
P015091,F22,s8,s5,28
P015091,F23,s2,s1,0
P015091,F23,s4,s2,13
P015091,F23,s5,s3,0
P015091,F23,s6,s4,0
P015091,F23,s8,s5,0
P015091,G04,s2,s1,133
P015091,G04,s4,s2,154
P015091,G04,s5,s3,127
P015091,G04,s6,s4,223
P015091,G04,s8,s5,210
P015091,G05,s2,s1,153
P015091,G05,s4,s2,141
P015091,G05,s5,s3,205
P015091,G05,s6,s4,200
P015091,G05,s8,s5,183
P015091,G06,s2,s1,141
P015091,G06,s4,s2,156
P015091,G06,s5,s3,208
P015091,G06,s6,s4,268
P015091,G06,s8,s5,124
P015091,G11,s2,s1,133
P015091,G11,s4,s2,120
P015091,G11,s5,s3,199
P015091,G11,s6,s4,267
P015091,G11,s8,s5,127
P015091,G12,s2,s1,184
P015091,G12,s4,s2,205
P015091,G12,s5,s3,245
P015091,G12,s6,s4,193
P015091,G12,s8,s5,233
P015091,G13,s2,s1,0
P015091,G13,s4,s2,0
P015091,G13,s5,s3,5
P015091,G13,s6,s4,9
P015091,G13,s8,s5,3
P015091,G20,s2,s1,38
P015091,G20,s4,s2,77
P015091,G20,s5,s3,33
P015091,G20,s6,s4,33
P015091,G20,s8,s5,36
P015091,G21,s2,s1,42
P015091,G21,s4,s2,54
P015091,G21,s5,s3,35
P015091,G21,s6,s4,14
P015091,G21,s8,s5,42
P015091,G23,s2,s1,11
P015091,G23,s4,s2,27
P015091,G23,s5,s3,17
P015091,G23,s6,s4,0
P015091,G23,s8,s5,19
P015091,H02,s2,s1,90
P015091,H02,s4,s2,91
P015091,H02,s5,s3,77
P015091,H02,s6,s4,167
P015091,H02,s8,s5,90
P015091,H05,s2,s1,99
P015091,H05,s4,s2,95
P015091,H05,s5,s3,127
P015091,H05,s6,s4,149
P015091,H05,s8,s5,133
P015091,H09,s2,s1,116
P015091,H09,s4,s2,120
P015091,H09,s5,s3,121
P015091,H09,s6,s4,124
P015091,H09,s8,s5,76
P015091,H12,s2,s1,62
P015091,H12,s4,s2,63
P015091,H12,s5,s3,61
P015091,H12,s6,s4,70
P015091,H12,s8,s5,39
P015091,H17,s2,s1,1
P015091,H17,s4,s2,35
P015091,H17,s5,s3,2
P015091,H17,s6,s4,0
P015091,H17,s8,s5,1
P015091,H22,s2,s1,1
P015091,H22,s4,s2,1
P015091,H22,s5,s3,0
P015091,H22,s6,s4,0
P015091,H22,s8,s5,1
P015091,I03,s2,s1,78
P015091,I03,s4,s2,67
P015091,I03,s5,s3,96
P015091,I03,s6,s4,169
P015091,I03,s8,s5,101
P015091,I04,s2,s1,21
P015091,I04,s4,s2,45
P015091,I04,s5,s3,52
P015091,I04,s6,s4,45
P015091,I04,s8,s5,14
P015091,I05,s2,s1,40
P015091,I05,s4,s2,56
P015091,I05,s5,s3,43
P015091,I05,s6,s4,42
P015091,I05,s8,s5,34
P015091,I06,s2,s1,55
P015091,I06,s4,s2,42
P015091,I06,s5,s3,42
P015091,I06,s6,s4,51
P015091,I06,s8,s5,30
P015091,I08,s2,s1,102
P015091,I08,s4,s2,162
P015091,I08,s5,s3,233
P015091,I08,s6,s4,255
P015091,I08,s8,s5,172
P015091,I11,s2,s1,182
P015091,I11,s4,s2,119
P015091,I11,s5,s3,175
P015091,I11,s6,s4,195
P015091,I11,s8,s5,112
P015091,I12,s2,s1,65
P015091,I12,s4,s2,59
P015091,I12,s5,s3,49
P015091,I12,s6,s4,70
P015091,I12,s8,s5,25
P015091,I17,s2,s1,0
P015091,I17,s4,s2,49
P015091,I17,s5,s3,18
P015091,I17,s6,s4,13
P015091,I17,s8,s5,43
P015091,I19,s2,s1,49
P015091,I19,s4,s2,94
P015091,I19,s5,s3,51
P015091,I19,s6,s4,37
P015091,I19,s8,s5,30
P015091,I20,s2,s1,119
P015091,I20,s4,s2,240
P015091,I20,s5,s3,191
P015091,I20,s6,s4,147
P015091,I20,s8,s5,120
P015091,I21,s2,s1,176
P015091,I21,s4,s2,270
P015091,I21,s5,s3,150
P015091,I21,s6,s4,138
P015091,I21,s8,s5,158
P015091,J02,s2,s1,28
P015091,J02,s4,s2,2
P015091,J02,s5,s3,34
P015091,J02,s6,s4,29
P015091,J02,s8,s5,12
P015091,J05,s2,s1,201
P015091,J05,s4,s2,130
P015091,J05,s5,s3,135
P015091,J05,s6,s4,196
P015091,J05,s8,s5,134
P015091,J06,s2,s1,13
P015091,J06,s4,s2,2
P015091,J06,s5,s3,0
P015091,J06,s6,s4,1
P015091,J06,s8,s5,0
P015091,J08,s2,s1,69
P015091,J08,s4,s2,69
P015091,J08,s5,s3,50
P015091,J08,s6,s4,59
P015091,J08,s8,s5,38
P015091,J11,s2,s1,28
P015091,J11,s4,s2,5
P015091,J11,s5,s3,16
P015091,J11,s6,s4,43
P015091,J11,s8,s5,26
P015091,J14,s2,s1,238
P015091,J14,s4,s2,85
P015091,J14,s5,s3,179
P015091,J14,s6,s4,181
P015091,J14,s8,s5,152
P015091,J17,s2,s1,94
P015091,J17,s4,s2,131
P015091,J17,s5,s3,82
P015091,J17,s6,s4,72
P015091,J17,s8,s5,92
P015091,J19,s2,s1,1
P015091,J19,s4,s2,38
P015091,J19,s5,s3,31
P015091,J19,s6,s4,18
P015091,J19,s8,s5,0
P015091,J23,s2,s1,144
P015091,J23,s4,s2,194
P015091,J23,s5,s3,88
P015091,J23,s6,s4,62
P015091,J23,s8,s5,83
P015091,K02,s2,s1,23
P015091,K02,s4,s2,37
P015091,K02,s5,s3,30
P015091,K02,s6,s4,35
P015091,K02,s8,s5,26
P015091,K03,s2,s1,1
P015091,K03,s4,s2,0
P015091,K03,s5,s3,0
P015091,K03,s6,s4,7
P015091,K03,s8,s5,1
P015091,K07,s2,s1,48
P015091,K07,s4,s2,70
P015091,K07,s5,s3,64
P015091,K07,s6,s4,35
P015091,K07,s8,s5,69
P015091,K08,s2,s1,62
P015091,K08,s4,s2,99
P015091,K08,s5,s3,75
P015091,K08,s6,s4,68
P015091,K08,s8,s5,58
P015091,K09,s2,s1,39
P015091,K09,s4,s2,41
P015091,K09,s5,s3,35
P015091,K09,s6,s4,35
P015091,K09,s8,s5,11
P015091,K10,s2,s1,159
P015091,K10,s4,s2,109
