plate,well,site,bf_site,nuclei_count
P015094,O17,s5,s3,92
P015094,O17,s6,s4,102
P015094,O17,s8,s5,70
P015094,O22,s2,s1,94
P015094,O22,s4,s2,126
P015094,O22,s5,s3,77
P015094,O22,s6,s4,53
P015094,O22,s8,s5,47
P015094,E03,s2,s1,82
P015094,E03,s4,s2,104
P015094,E03,s5,s3,91
P015094,E03,s6,s4,112
P015094,E03,s8,s5,87
P015094,F21,s2,s1,119
P015094,F21,s4,s2,184
P015094,F21,s5,s3,127
P015094,F21,s6,s4,53
P015094,F21,s8,s5,99
P015094,G11,s2,s1,104
P015094,G11,s4,s2,81
P015094,G11,s5,s3,125
P015094,G11,s6,s4,155
P015094,G11,s8,s5,132
P015094,L23,s2,s1,85
P015094,L23,s4,s2,120
P015094,L23,s5,s3,73
P015094,L23,s6,s4,54
P015094,L23,s8,s5,48
P015094,M15,s2,s1,140
P015094,M15,s4,s2,72
P015094,M15,s5,s3,99
P015094,M15,s6,s4,111
P015094,M15,s8,s5,61
P015094,B08,s2,s1,100
P015094,B08,s4,s2,88
P015094,B08,s5,s3,54
P015094,B08,s6,s4,78
P015094,B08,s8,s5,120
P015094,C03,s2,s1,47
P015094,C03,s4,s2,63
P015094,C03,s5,s3,79
P015094,C03,s6,s4,82
P015094,C03,s8,s5,95
P015094,D07,s2,s1,90
P015094,D07,s4,s2,82
P015094,D07,s5,s3,128
P015094,D07,s6,s4,130
P015094,D07,s8,s5,115
P015094,D11,s2,s1,57
P015094,D11,s4,s2,85
P015094,D11,s5,s3,95
P015094,D11,s6,s4,80
P015094,D11,s8,s5,149
P015094,I11,s2,s1,105
P015094,I11,s4,s2,149
P015094,I11,s5,s3,127
P015094,I11,s6,s4,87
P015094,I11,s8,s5,82
P015094,N19,s2,s1,81
P015094,N19,s4,s2,80
P015094,N19,s5,s3,82
P015094,N19,s6,s4,49
P015094,N19,s8,s5,69
P015094,N22,s2,s1,62
P015094,N22,s4,s2,55
P015094,N22,s5,s3,43
P015094,N22,s6,s4,25
P015094,N22,s8,s5,32
P015094,O11,s2,s1,107
P015094,O11,s4,s2,68
P015094,O11,s5,s3,120
P015094,O11,s6,s4,103
P015094,O11,s8,s5,73
P015094,O12,s2,s1,72
P015094,O12,s4,s2,60
P015094,O12,s5,s3,60
P015094,O12,s6,s4,46
P015094,O12,s8,s5,51
P015094,E08,s2,s1,113
P015094,E08,s4,s2,117
P015094,E08,s5,s3,107
P015094,E08,s6,s4,163
P015094,E08,s8,s5,123
P015094,B23,s2,s1,113
P015094,B23,s4,s2,96
P015094,B23,s5,s3,94
P015094,B23,s6,s4,67
P015094,B23,s8,s5,108
P015094,C06,s2,s1,79
P015094,C06,s4,s2,86
P015094,C06,s5,s3,102
P015094,C06,s6,s4,105
P015094,C06,s8,s5,110
P015094,D03,s2,s1,73
P015094,D03,s4,s2,79
P015094,D03,s5,s3,141
P015094,D03,s6,s4,156
P015094,D03,s8,s5,160
P015094,E06,s2,s1,116
P015094,E06,s4,s2,64
P015094,E06,s5,s3,106
P015094,E06,s6,s4,123
P015094,E06,s8,s5,120
P015094,F14,s2,s1,123
P015094,F14,s4,s2,135
P015094,F14,s5,s3,146
P015094,F14,s6,s4,175
P015094,F14,s8,s5,183
P015094,G05,s2,s1,120
P015094,G05,s4,s2,113
P015094,G05,s5,s3,136
P015094,G05,s6,s4,112
P015094,G05,s8,s5,112
P015094,G06,s2,s1,139
P015094,G06,s4,s2,105
P015094,G06,s5,s3,154
P015094,G06,s6,s4,151
P015094,G06,s8,s5,110
P015094,M21,s2,s1,114
P015094,M21,s4,s2,110
P015094,M21,s5,s3,90
P015094,M21,s6,s4,75
P015094,M21,s8,s5,83
P015094,N15,s2,s1,110
P015094,N15,s4,s2,99
P015094,N15,s5,s3,77
P015094,N15,s6,s4,35
P015094,N15,s8,s5,55
P015094,N18,s2,s1,112
P015094,N18,s4,s2,101
P015094,N18,s5,s3,68
P015094,N18,s6,s4,54
P015094,N18,s8,s5,90
P015094,O14,s2,s1,165
P015094,O14,s4,s2,129
P015094,O14,s5,s3,82
P015094,O14,s6,s4,56
P015094,O14,s8,s5,74
P015094,O23,s2,s1,75
P015094,O23,s4,s2,120
P015094,O23,s5,s3,74
P015094,O23,s6,s4,59
P015094,O23,s8,s5,102
P015094,D14,s2,s1,73
P015094,D14,s4,s2,76
P015094,D14,s5,s3,107
P015094,D14,s6,s4,141
P015094,D14,s8,s5,137
P015094,G13,s2,s1,141
P015094,G13,s4,s2,107
P015094,G13,s5,s3,95
P015094,G13,s6,s4,109
P015094,G13,s8,s5,64
P015095,B10,s2,s1,104
P015095,B10,s4,s2,98
P015095,B10,s5,s3,112
P015095,B10,s6,s4,130
P015095,B10,s8,s5,132
P015095,B19,s2,s1,93
P015095,B19,s4,s2,126
P015095,B19,s5,s3,141
P015095,B19,s6,s4,126
P015095,B19,s8,s5,251
P015095,C03,s2,s1,50
P015095,C03,s4,s2,25
P015095,C03,s5,s3,50
P015095,C03,s6,s4,95
P015095,C03,s8,s5,57
P015095,C12,s2,s1,130
P015095,C12,s4,s2,118
P015095,C12,s5,s3,121
P015095,C12,s6,s4,190
P015095,C12,s8,s5,267
P015095,C14,s2,s1,59
P015095,C14,s4,s2,72
P015095,C14,s5,s3,83
P015095,C14,s6,s4,57
P015095,C14,s8,s5,128
P015095,C20,s2,s1,67
P015095,C20,s4,s2,106
P015095,C20,s5,s3,75
P015095,C20,s6,s4,62
P015095,C20,s8,s5,122
P015095,C22,s2,s1,67
P015095,C22,s4,s2,146
P015095,C22,s5,s3,112
P015095,C22,s6,s4,110
P015095,C22,s8,s5,133
P015095,C23,s2,s1,99
P015095,C23,s4,s2,192
P015095,C23,s5,s3,156
P015095,C23,s6,s4,163
P015095,C23,s8,s5,220
P015095,D03,s2,s1,51
P015095,D03,s4,s2,27
P015095,D03,s5,s3,66
P015095,D03,s6,s4,127
P015095,D03,s8,s5,147
P015095,D04,s2,s1,91
P015095,D04,s4,s2,61
P015095,D04,s5,s3,110
P015095,D04,s6,s4,160
P015095,D04,s8,s5,137
P015095,D10,s2,s1,78
P015095,D10,s4,s2,133
P015095,D10,s5,s3,114
P015095,D10,s6,s4,120
P015095,D10,s8,s5,204
P015095,D20,s2,s1,65
P015095,D20,s4,s2,166
P015095,D20,s5,s3,103
P015095,D20,s6,s4,124
P015095,D20,s8,s5,297
P015095,E17,s2,s1,123
P015095,E17,s4,s2,205
P015095,E17,s5,s3,158
P015095,E17,s6,s4,200
P015095,E17,s8,s5,315
P015095,F03,s2,s1,52
P015095,F03,s4,s2,106
P015095,F03,s5,s3,78
P015095,F03,s6,s4,152
P015095,F03,s8,s5,138
P015095,F11,s2,s1,104
P015095,F11,s4,s2,132
P015095,F11,s5,s3,157
P015095,F11,s6,s4,157
P015095,F11,s8,s5,237
P015095,F15,s2,s1,96
P015095,F15,s4,s2,96
P015095,F15,s5,s3,92
P015095,F15,s6,s4,74
P015095,F15,s8,s5,131
P015095,F23,s2,s1,72
P015095,F23,s4,s2,180
P015095,F23,s5,s3,146
P015095,F23,s6,s4,68
P015095,F23,s8,s5,95
P015095,G02,s2,s1,194
P015095,G02,s4,s2,112
P015095,G02,s5,s3,129
P015095,G02,s6,s4,167
P015095,G02,s8,s5,109
P015095,G03,s2,s1,116
P015095,G03,s4,s2,80
P015095,G03,s5,s3,100
P015095,G03,s6,s4,183
P015095,G03,s8,s5,66
P015095,G10,s2,s1,165
P015095,G10,s4,s2,172
P015095,G10,s5,s3,211
P015095,G10,s6,s4,226
P015095,G10,s8,s5,131
P015095,H04,s2,s1,85
P015095,H04,s4,s2,62
P015095,H04,s5,s3,50
P015095,H04,s6,s4,104
P015095,H04,s8,s5,52
P015095,H14,s2,s1,175
P015095,H14,s4,s2,178
P015095,H14,s5,s3,226
P015095,H14,s6,s4,172
P015095,H14,s8,s5,249
P015095,H15,s2,s1,94
P015095,H15,s4,s2,95
P015095,H15,s5,s3,93
P015095,H15,s6,s4,65
P015095,H15,s8,s5,93
P015095,H17,s2,s1,193
P015095,H17,s4,s2,275
P015095,H17,s5,s3,203
P015095,H17,s6,s4,156
P015095,H17,s8,s5,154
P015095,H20,s2,s1,149
P015095,H20,s4,s2,265
P015095,H20,s5,s3,130
P015095,H20,s6,s4,95
P015095,H20,s8,s5,172
P015095,I10,s2,s1,237
P015095,I10,s4,s2,155
P015095,I10,s5,s3,195
P015095,I10,s6,s4,202
P015095,I10,s8,s5,103
P015095,I23,s2,s1,47
P015095,I23,s4,s2,56
P015095,I23,s5,s3,45
P015095,I23,s6,s4,48
P015095,I23,s8,s5,39
P015095,J02,s2,s1,151
P015095,J02,s4,s2,164
P015095,J02,s5,s3,106
P015095,J02,s6,s4,132
P015095,J02,s8,s5,84
P015095,J09,s2,s1,191
P015095,J09,s4,s2,89
P015095,J09,s5,s3,97
P015095,J09,s6,s4,119
P015095,J09,s8,s5,124
P015095,J15,s2,s1,232
P015095,J15,s4,s2,129
P015095,J15,s5,s3,194
P015095,J15,s6,s4,139
P015095,J15,s8,s5,129
P015095,K03,s2,s1,126
P015095,K03,s4,s2,120
P015095,K03,s5,s3,120
P015095,K03,s6,s4,236
P015095,K03,s8,s5,104
P015095,K08,s2,s1,238
P015095,K08,s4,s2,165
P015095,K08,s5,s3,181
P015095,K08,s6,s4,281
P015095,K08,s8,s5,148
P015095,K11,s2,s1,262
P015095,K11,s4,s2,206
P015095,K11,s5,s3,167
P015095,K11,s6,s4,173
P015095,K11,s8,s5,119
P015095,L05,s2,s1,173
P015095,L05,s4,s2,86
P015095,L05,s5,s3,134
P015095,L05,s6,s4,226
P015095,L05,s8,s5,77
P015095,L19,s2,s1,211
P015095,L19,s4,s2,159
P015095,L19,s5,s3,107
P015095,L19,s6,s4,96
P015095,L19,s8,s5,77
P015095,M12,s2,s1,253
P015095,M12,s4,s2,127
P015095,M12,s5,s3,109
P015095,M12,s6,s4,116
P015095,M12,s8,s5,82
P015095,N11,s2,s1,141
P015095,N11,s4,s2,124
P015095,N11,s5,s3,143
P015095,N11,s6,s4,75
P015095,N11,s8,s5,95
P015095,N13,s2,s1,150
P015095,N13,s4,s2,82
P015095,N13,s5,s3,89
P015095,N13,s6,s4,126
P015095,N13,s8,s5,51
P015095,N19,s2,s1,122
P015095,N19,s4,s2,154
P015095,N19,s5,s3,107
P015095,N19,s6,s4,70
P015095,N19,s8,s5,84
P015095,N21,s2,s1,71
P015095,N21,s4,s2,87
P015095,N21,s5,s3,53
P015095,N21,s6,s4,39
P015095,N21,s8,s5,38
P015095,O07,s2,s1,94
P015095,O07,s4,s2,79
P015095,O07,s5,s3,77
P015095,O07,s6,s4,66
P015095,O07,s8,s5,50
P015095,O13,s2,s1,166
P015095,O13,s4,s2,212
P015095,O13,s5,s3,129
P015095,O13,s6,s4,130
P015095,O13,s8,s5,145
P015095,E20,s2,s1,156
P015095,E20,s4,s2,264
P015095,E20,s5,s3,158
P015095,E20,s6,s4,173
P015095,E20,s8,s5,274
P015095,G13,s2,s1,201
P015095,G13,s4,s2,222
P015095,G13,s5,s3,266
P015095,G13,s6,s4,218
P015095,G13,s8,s5,196
P015095,G15,s2,s1,234
P015095,G15,s4,s2,211
P015095,G15,s5,s3,208
P015095,G15,s6,s4,240
P015095,G15,s8,s5,226
P015095,H07,s2,s1,182
P015095,H07,s4,s2,110
P015095,H07,s5,s3,164
P015095,H07,s6,s4,200
P015095,H07,s8,s5,159
P015095,I11,s2,s1,206
P015095,I11,s4,s2,201
P015095,I11,s5,s3,193
P015095,I11,s6,s4,201
P015095,I11,s8,s5,128
P015095,E22,s2,s1,131
P015095,E22,s4,s2,209
P015095,E22,s5,s3,107
P015095,E22,s6,s4,129
P015095,E22,s8,s5,204
P015095,F12,s2,s1,131
P015095,F12,s4,s2,211
P015095,F12,s5,s3,231
P015095,F12,s6,s4,180
P015095,F12,s8,s5,220
P015095,F13,s2,s1,168
P015095,F13,s4,s2,223
P015095,F13,s5,s3,172
P015095,F13,s6,s4,188
P015095,F13,s8,s5,267
P015095,F21,s2,s1,68
P015095,F21,s4,s2,144
P015095,F21,s5,s3,81
P015095,F21,s6,s4,86
P015095,F21,s8,s5,97
P015095,G11,s2,s1,175
P015095,G11,s4,s2,204
P015095,G11,s5,s3,238
P015095,G11,s6,s4,301
P015095,G11,s8,s5,186
P015095,H03,s2,s1,110
P015095,H03,s4,s2,83
P015095,H03,s5,s3,94
P015095,H03,s6,s4,177
P015095,H03,s8,s5,51
P015095,J23,s2,s1,64
P015095,J23,s4,s2,143
P015095,J23,s5,s3,88
P015095,J23,s6,s4,88
P015095,J23,s8,s5,50
P015095,K16,s2,s1,255
P015095,K16,s4,s2,173
P015095,K16,s5,s3,131
P015095,K16,s6,s4,164
P015095,K16,s8,s5,116
P015095,O19,s2,s1,77
P015095,O19,s4,s2,113
P015095,O19,s5,s3,76
P015095,O19,s6,s4,40
P015095,O19,s8,s5,88
P015095,F02,s2,s1,97
P015095,F02,s4,s2,152
P015095,F02,s5,s3,130
P015095,F02,s6,s4,133
P015095,F02,s8,s5,163
P015095,C11,s2,s1,86
P015095,C11,s4,s2,210
P015095,C11,s5,s3,117
P015095,C11,s6,s4,64
P015095,C11,s8,s5,220
P015095,C18,s2,s1,129
P015095,C18,s4,s2,202
P015095,C18,s5,s3,152
P015095,C18,s6,s4,113
P015095,C18,s8,s5,224
P015095,E14,s2,s1,174
P015095,E14,s4,s2,208
P015095,E14,s5,s3,177
P015095,E14,s6,s4,227
P015095,E14,s8,s5,276
P015095,G07,s2,s1,194
P015095,G07,s4,s2,160
P015095,G07,s5,s3,247
P015095,G07,s6,s4,228
P015095,G07,s8,s5,229
P015095,G08,s2,s1,178
P015095,G08,s4,s2,178
P015095,G08,s5,s3,245
P015095,G08,s6,s4,269
P015095,G08,s8,s5,163
P015095,G17,s2,s1,132
P015095,G17,s4,s2,226
P015095,G17,s5,s3,253
P015095,G17,s6,s4,203
P015095,G17,s8,s5,288
P015095,J05,s2,s1,219
P015095,J05,s4,s2,96
P015095,J05,s5,s3,95
P015095,J05,s6,s4,172
P015095,J05,s8,s5,119
P015095,K13,s2,s1,244
P015095,K13,s4,s2,195
P015095,K13,s5,s3,193
P015095,K13,s6,s4,202
P015095,K13,s8,s5,134
P015095,L09,s2,s1,162
P015095,L09,s4,s2,75
P015095,L09,s5,s3,78
P015095,L09,s6,s4,120
P015095,L09,s8,s5,56
P015095,M02,s2,s1,135
P015095,M02,s4,s2,125
P015095,M02,s5,s3,150
P015095,M02,s6,s4,133
P015095,M02,s8,s5,138
P015095,M11,s2,s1,213
P015095,M11,s4,s2,148
P015095,M11,s5,s3,93
P015095,M11,s6,s4,143
P015095,M11,s8,s5,94
P015095,M22,s2,s1,144
P015095,M22,s4,s2,285
P015095,M22,s5,s3,129
P015095,M22,s6,s4,84
P015095,M22,s8,s5,109
P015095,B22,s2,s1,92
P015095,B22,s4,s2,200
P015095,B22,s5,s3,114
P015095,B22,s6,s4,137
P015095,B22,s8,s5,128
P015095,M10,s2,s1,236
P015095,M10,s4,s2,118
P015095,M10,s5,s3,116
P015095,M10,s6,s4,140
P015095,M10,s8,s5,74
P015096,B03,s2,s1,95
P015096,B03,s4,s2,72
P015096,B03,s5,s3,89
P015096,B03,s6,s4,113
P015096,B03,s8,s5,124
P015096,B08,s2,s1,75
P015096,B08,s4,s2,93
P015096,B08,s5,s3,85
P015096,B08,s6,s4,146
P015096,B08,s8,s5,155
P015096,B11,s2,s1,0
P015096,B11,s4,s2,0
P015096,B11,s5,s3,0
P015096,B11,s6,s4,28
P015096,B11,s8,s5,0
P015096,B12,s2,s1,85
P015096,B12,s4,s2,74
P015096,B12,s5,s3,103
P015096,B12,s6,s4,119
P015096,B12,s8,s5,101
P015096,B17,s2,s1,106
P015096,B17,s4,s2,99
P015096,B17,s5,s3,79
P015096,B17,s6,s4,94
P015096,B17,s8,s5,129
P015096,C16,s2,s1,61
P015096,C16,s4,s2,83
P015096,C16,s5,s3,73
P015096,C16,s6,s4,92
P015096,C16,s8,s5,128
P015096,C23,s2,s1,61
P015096,C23,s4,s2,131
P015096,C23,s5,s3,47
P015096,C23,s6,s4,105
P015096,C23,s8,s5,97
P015096,D08,s2,s1,109
P015096,D08,s4,s2,127
P015096,D08,s5,s3,117
P015096,D08,s6,s4,159
P015096,D08,s8,s5,180
P015096,D09,s2,s1,79
P015096,D09,s4,s2,118
P015096,D09,s5,s3,99
P015096,D09,s6,s4,92
P015096,D09,s8,s5,152
P015096,D13,s2,s1,59
P015096,D13,s4,s2,82
P015096,D13,s5,s3,149
P015096,D13,s6,s4,101
P015096,D13,s8,s5,176
P015096,D23,s2,s1,46
P015096,D23,s4,s2,128
P015096,D23,s5,s3,89
P015096,D23,s6,s4,85
P015096,D23,s8,s5,170
P015096,E06,s2,s1,66
P015096,E06,s4,s2,68
P015096,E06,s5,s3,124
P015096,E06,s6,s4,132
P015096,E06,s8,s5,131
P015096,F06,s2,s1,109
P015096,F06,s4,s2,122
P015096,F06,s5,s3,95
P015096,F06,s6,s4,142
P015096,F06,s8,s5,165
P015096,F18,s2,s1,120
P015096,F18,s4,s2,132
P015096,F18,s5,s3,92
P015096,F18,s6,s4,127
P015096,F18,s8,s5,110
P015096,F22,s2,s1,1
P015096,F22,s4,s2,20
P015096,F22,s5,s3,0
P015096,F22,s6,s4,0
P015096,F22,s8,s5,0
P015096,G03,s2,s1,112
P015096,G03,s4,s2,81
P015096,G03,s5,s3,78
P015096,G03,s6,s4,75
P015096,G03,s8,s5,96
P015096,G08,s2,s1,136
P015096,G08,s4,s2,134
P015096,G08,s5,s3,133
P015096,G08,s6,s4,136
P015096,G08,s8,s5,169
P015096,G22,s2,s1,62
P015096,G22,s4,s2,148
P015096,G22,s5,s3,70
P015096,G22,s6,s4,57
P015096,G22,s8,s5,150
P015096,H02,s2,s1,84
P015096,H02,s4,s2,103
P015096,H02,s5,s3,128
P015096,H02,s6,s4,118
P015096,H02,s8,s5,129
P015096,H19,s2,s1,151
P015096,H19,s4,s2,170
P015096,H19,s5,s3,95
P015096,H19,s6,s4,121
P015096,H19,s8,s5,72
P015096,I05,s2,s1,109
P015096,I05,s4,s2,96
P015096,I05,s5,s3,85
P015096,I05,s6,s4,133
P015096,I05,s8,s5,104
P015096,I19,s2,s1,115
P015096,I19,s4,s2,138
P015096,I19,s5,s3,108
P015096,I19,s6,s4,113
P015096,I19,s8,s5,170
P015096,J04,s2,s1,125
P015096,J04,s4,s2,81
P015096,J04,s5,s3,111
P015096,J04,s6,s4,125
P015096,J04,s8,s5,51
P015096,J07,s2,s1,166
P015096,J07,s4,s2,139
P015096,J07,s5,s3,113
P015096,J07,s6,s4,153
P015096,J07,s8,s5,72
P015096,J11,s2,s1,142
P015096,J11,s4,s2,134
P015096,J11,s5,s3,130
P015096,J11,s6,s4,152
P015096,J11,s8,s5,126
P015096,J22,s2,s1,75
P015096,J22,s4,s2,90
P015096,J22,s5,s3,81
P015096,J22,s6,s4,70
P015096,J22,s8,s5,70
P015096,K08,s2,s1,114
P015096,K08,s4,s2,145
P015096,K08,s5,s3,144
P015096,K08,s6,s4,104
P015096,K08,s8,s5,121
P015096,K17,s2,s1,8
P015096,K17,s4,s2,17
P015096,K17,s5,s3,31
P015096,K17,s6,s4,3
P015096,K17,s8,s5,0
P015096,L05,s2,s1,153
P015096,L05,s4,s2,44
P015096,L05,s5,s3,93
P015096,L05,s6,s4,106
P015096,L05,s8,s5,85
P015096,L22,s2,s1,117
P015096,L22,s4,s2,128
P015096,L22,s5,s3,96
P015096,L22,s6,s4,62
P015096,L22,s8,s5,103
P015096,M02,s2,s1,134
P015096,M02,s4,s2,99
P015096,M02,s5,s3,94
P015096,M02,s6,s4,142
P015096,M02,s8,s5,72
P015096,M07,s2,s1,135
P015096,M07,s4,s2,49
P015096,M07,s5,s3,82
P015096,M07,s6,s4,101
P015096,M07,s8,s5,103
P015096,M08,s2,s1,155
P015096,M08,s4,s2,112
P015096,M08,s5,s3,95
P015096,M08,s6,s4,100
P015096,M08,s8,s5,109
P015096,M18,s2,s1,135
P015096,M18,s4,s2,107
P015096,M18,s5,s3,108
P015096,M18,s6,s4,76
P015096,M18,s8,s5,96
P015096,N05,s2,s1,134
P015096,N05,s4,s2,88
P015096,N05,s5,s3,104
P015096,N05,s6,s4,128
P015096,N05,s8,s5,89
P015096,N10,s2,s1,96
P015096,N10,s4,s2,106
P015096,N10,s5,s3,88
P015096,N10,s6,s4,77
P015096,N10,s8,s5,76
P015096,N15,s2,s1,107
P015096,N15,s4,s2,110
P015096,N15,s5,s3,108
P015096,N15,s6,s4,98
P015096,N15,s8,s5,83
P015096,N20,s2,s1,85
P015096,N20,s4,s2,92
P015096,N20,s5,s3,94
P015096,N20,s6,s4,64
P015096,N20,s8,s5,114
P015096,O02,s2,s1,103
P015096,O02,s4,s2,127
P015096,O02,s5,s3,132
P015096,O02,s6,s4,99
P015096,O02,s8,s5,118
P015096,C14,s2,s1,75
P015096,C14,s4,s2,87
P015096,C14,s5,s3,70
P015096,C14,s6,s4,126
P015096,C14,s8,s5,180
P015096,D16,s2,s1,117
P015096,D16,s4,s2,126
P015096,D16,s5,s3,117
P015096,D16,s6,s4,99
P015096,D16,s8,s5,169
P015096,F19,s2,s1,123
P015096,F19,s4,s2,202
P015096,F19,s5,s3,143
P015096,F19,s6,s4,134
P015096,F19,s8,s5,115
P015096,G05,s2,s1,102
P015096,G05,s4,s2,112
P015096,G05,s5,s3,149
P015096,G05,s6,s4,173
P015096,G05,s8,s5,111
P015096,N21,s2,s1,114
P015096,N21,s4,s2,114
P015096,N21,s5,s3,68
P015096,N21,s6,s4,60
P015096,N21,s8,s5,91
P015096,C04,s2,s1,0
P015096,C04,s4,s2,0
P015096,C04,s5,s3,0
P015096,C04,s6,s4,0
P015096,C04,s8,s5,0
P015096,D02,s2,s1,1
P015096,D02,s4,s2,1
P015096,D02,s5,s3,0
P015096,D02,s6,s4,0
P015096,D02,s8,s5,0
P015096,D05,s2,s1,0
P015096,D05,s4,s2,0
P015096,D05,s5,s3,0
P015096,D05,s6,s4,0
P015096,D05,s8,s5,0
P015096,F04,s2,s1,87
P015096,F04,s4,s2,92
P015096,F04,s5,s3,76
P015096,F04,s6,s4,164
P015096,F04,s8,s5,180
P015096,G18,s2,s1,0
P015096,G18,s4,s2,0
P015096,G18,s5,s3,0
P015096,G18,s6,s4,0
P015096,G18,s8,s5,0
P015096,H06,s2,s1,0
P015096,H06,s4,s2,0
P015096,H06,s5,s3,0
P015096,H06,s6,s4,0
P015096,H06,s8,s5,0
P015096,J13,s2,s1,0
P015096,J13,s4,s2,0
P015096,J13,s5,s3,0
P015096,J13,s6,s4,0
P015096,J13,s8,s5,0
P015096,L06,s2,s1,0
P015096,L06,s4,s2,0
P015096,L06,s5,s3,0
P015096,L06,s6,s4,0
P015096,L06,s8,s5,0
P015096,N02,s2,s1,0
P015096,N02,s4,s2,0
P015096,N02,s5,s3,0
P015096,N02,s6,s4,0
P015096,N02,s8,s5,0
P015096,N03,s2,s1,137
P015096,N03,s4,s2,115
P015096,N03,s5,s3,140
P015096,N03,s6,s4,157
P015096,N03,s8,s5,73
P015096,N16,s2,s1,0
P015096,N16,s4,s2,0
P015096,N16,s5,s3,0
P015096,N16,s6,s4,1
P015096,N16,s8,s5,1
P015096,O11,s2,s1,54
P015096,O11,s4,s2,108
P015096,O11,s5,s3,113
P015096,O11,s6,s4,75
P015096,O11,s8,s5,98
P015096,K18,s2,s1,116
P015096,K18,s4,s2,170
P015096,K18,s5,s3,127
P015096,K18,s6,s4,97
P015096,K18,s8,s5,119
P015096,D07,s2,s1,86
P015096,D07,s4,s2,107
P015096,D07,s5,s3,112
P015096,D07,s6,s4,168
P015096,D07,s8,s5,169
P015096,G13,s2,s1,100
P015096,G13,s4,s2,120
P015096,G13,s5,s3,90
P015096,G13,s6,s4,131
P015096,G13,s8,s5,129
P015096,H18,s2,s1,28
P015096,H18,s4,s2,44
P015096,H18,s5,s3,43
P015096,H18,s6,s4,35
P015096,H18,s8,s5,40
P015096,H21,s2,s1,115
P015096,H21,s4,s2,158
P015096,H21,s5,s3,86
P015096,H21,s6,s4,54
P015096,H21,s8,s5,82
P015096,K06,s2,s1,47
P015096,K06,s4,s2,46
P015096,K06,s5,s3,36
P015096,K06,s6,s4,44
P015096,K06,s8,s5,33
P015096,K19,s2,s1,102
P015096,K19,s4,s2,202
P015096,K19,s5,s3,141
P015096,K19,s6,s4,76
P015096,K19,s8,s5,154
P015096,L11,s2,s1,49
P015096,L11,s4,s2,42
P015096,L11,s5,s3,33
P015096,L11,s6,s4,34
P015096,L11,s8,s5,31
P015096,N06,s2,s1,150
P015096,N06,s4,s2,61
P015096,N06,s5,s3,81
P015096,N06,s6,s4,111
P015096,N06,s8,s5,59
P015096,N09,s2,s1,168
P015096,N09,s4,s2,114
P015096,N09,s5,s3,83
P015096,N09,s6,s4,103
P015096,N09,s8,s5,88
P015096,J09,s2,s1,165
P015096,J09,s4,s2,137
P015096,J09,s5,s3,111
P015096,J09,s6,s4,121
P015096,J09,s8,s5,113
P015096,L13,s2,s1,157
P015096,L13,s4,s2,143
P015096,L13,s5,s3,112
P015096,L13,s6,s4,149
P015096,L13,s8,s5,109
P015097,B08,s2,s1,146
P015097,B08,s4,s2,107
P015097,B08,s5,s3,91
P015097,B08,s6,s4,133
P015097,B08,s8,s5,235
P015097,B10,s2,s1,112
P015097,B10,s4,s2,92
P015097,B10,s5,s3,106
P015097,B10,s6,s4,131
P015097,B10,s8,s5,185
P015097,C15,s2,s1,0
P015097,C15,s4,s2,28
P015097,C15,s5,s3,29
P015097,C15,s6,s4,30
P015097,C15,s8,s5,42
P015097,D04,s2,s1,64
P015097,D04,s4,s2,77
P015097,D04,s5,s3,153
P015097,D04,s6,s4,188
P015097,D04,s8,s5,246
P015097,D07,s2,s1,76
P015097,D07,s4,s2,77
P015097,D07,s5,s3,85
P015097,D07,s6,s4,218
P015097,D07,s8,s5,182
P015097,D13,s2,s1,84
P015097,D13,s4,s2,73
P015097,D13,s5,s3,120
P015097,D13,s6,s4,120
P015097,D13,s8,s5,362
P015097,E03,s2,s1,103
P015097,E03,s4,s2,83
P015097,E03,s5,s3,89
P015097,E03,s6,s4,110
P015097,E03,s8,s5,139
P015097,E06,s2,s1,84
P015097,E06,s4,s2,120
P015097,E06,s5,s3,200
P015097,E06,s6,s4,212
P015097,E06,s8,s5,234
P015097,E09,s2,s1,126
P015097,E09,s4,s2,115
P015097,E09,s5,s3,164
P015097,E09,s6,s4,166
P015097,E09,s8,s5,211
P015097,E10,s2,s1,97
P015097,E10,s4,s2,110
P015097,E10,s5,s3,136
P015097,E10,s6,s4,173
P015097,E10,s8,s5,209
P015097,F09,s2,s1,111
P015097,F09,s4,s2,135
P015097,F09,s5,s3,170
P015097,F09,s6,s4,172
P015097,F09,s8,s5,178
P015097,F12,s2,s1,128
P015097,F12,s4,s2,165
P015097,F12,s5,s3,171
P015097,F12,s6,s4,225
P015097,F12,s8,s5,195
P015097,F15,s2,s1,119
P015097,F15,s4,s2,143
P015097,F15,s5,s3,198
P015097,F15,s6,s4,224
P015097,F15,s8,s5,238
P015097,F20,s2,s1,0
P015097,F20,s4,s2,31
P015097,F20,s5,s3,28
P015097,F20,s6,s4,18
P015097,F20,s8,s5,57
P015097,F22,s2,s1,48
P015097,F22,s4,s2,201
P015097,F22,s5,s3,124
P015097,F22,s6,s4,77
P015097,F22,s8,s5,186
P015097,F23,s2,s1,81
P015097,F23,s4,s2,189
P015097,F23,s5,s3,95
P015097,F23,s6,s4,112
P015097,F23,s8,s5,131
P015097,H07,s2,s1,148
P015097,H07,s4,s2,121
P015097,H07,s5,s3,153
P015097,H07,s6,s4,242
