plate,compound,well,mean_C1,std_C1,median_C1,mad_C1,mean_C2,std_C2,median_C2,mad_C2,mean_C3,std_C3,median_C3,mad_C3,mean_C4,std_C4,median_C4,mad_C4,mean_C5,std_C5,median_C5,mad_C5
P015076,CBK201029,J18,303.3758706990169,299.8806292551586,221.0,26.0,1483.3682412646701,1668.9285951356687,739.0,225.0,1743.761291533303,795.1118656418821,1364.0,331.0,1325.7241901005943,1015.9168645406021,915.0,196.0,672.6463512374257,683.0866679659401,383.0,118.0
P015076,CBK201029,all,293.10273473619367,281.17745438679106,219.0,25.0,1301.2548813062033,1705.2021273545136,644.0,187.0,1532.8984402149063,768.9073485731703,1213.0,317.0,1201.3592940370497,969.4746712776894,820.0,195.0,633.3669249320479,669.9033841971909,348.0,100.0
P015076,CBK277913,B16,291.6057491950541,284.5544623593316,218.0,25.0,1362.4211159217346,1646.8567253815172,701.0,146.0,1457.01855012098,730.3889552308473,1105.0,188.0,1139.698896843088,936.5788538419838,771.0,136.0,601.6290360177564,686.6396011618151,325.0,81.0
P015076,CBK277913,C21,314.8021086962734,309.4681156309187,222.0,27.0,1352.1357243560433,1551.945010731461,715.0,224.0,1633.5546168648073,794.5918596828704,1328.0,393.0,1279.709241302774,1009.1914339778051,876.0,228.0,705.2169366807651,746.04329523698,405.0,147.0
P015076,CBK277913,K10,287.29789794810245,275.8127997798624,217.0,24.0,1082.6567225603947,1496.0516608447626,521.0,108.0,1464.530793490893,775.2697776304178,1079.0,169.0,1208.8918599251258,1034.1761968972667,776.0,138.0,638.9509779616293,737.2884752188734,341.0,80.0
P015076,CBK277913,all,297.9019186131433,290.54670341250267,219.0,26.0,1265.7378542793908,1571.5355450441982,659.0,193.0,1518.3679868255601,771.5390752719576,1123.0,223.0,1209.4333326903293,995.8195275205975,798.0,163.0,648.5989835533836,725.0640635010611,348.0,99.0
P015076,dmso,B23,298.723667123914,277.88051967518186,224.0,26.0,1150.6978577960676,1272.166448101613,640.0,175.0,1646.8207090192043,748.8641196271313,1275.0,277.0,1212.3592016270386,856.861053636955,866.0,175.0,616.5690684061119,635.9487641185207,344.0,105.0
P015076,dmso,C06,310.463212924859,300.6000580868411,224.0,27.0,1201.5821274624677,1409.081221797977,686.0,208.0,1845.6593168914799,864.6247387017821,1617.0,498.0,1515.9081106633898,1123.2724325011372,1029.0,273.0,760.254292909808,776.7338396877122,455.0,170.0
P015076,dmso,D17,300.81158302850173,286.32137764977625,221.0,26.0,1371.0450010002287,1908.7198911112646,744.0,225.0,1817.8217953627495,962.9787772753689,1452.0,371.0,1399.0825904968756,1065.382690736076,996.0,236.0,685.3719975280064,707.3530371787679,392.0,136.0
P015076,dmso,E11,293.9558506468145,276.8869633409498,220.0,25.0,1228.9625313643119,1935.3784512882708,647.0,166.0,1735.7679626533684,937.3904938461626,1296.0,299.0,1367.5685096593506,1070.4726436736448,919.0,207.0,681.0517442796448,716.8456663687075,369.0,112.0
P015076,dmso,F03,299.3538417114388,277.45131066955975,220.0,26.0,1253.7014006296677,1394.636574857913,691.0,222.0,1768.4996742112482,885.248870311734,1420.0,424.0,1445.5512749819006,1137.6109906505626,961.0,250.0,724.8623191253239,727.4253525056592,419.0,147.0
P015076,dmso,F15,298.99440815043437,284.5139748613567,221.0,25.0,1258.3610280921353,1365.2797804218797,709.0,206.0,1754.0587595974318,807.042125347853,1401.0,356.0,1376.5426100251486,1025.9400436685505,982.0,235.0,687.3817186785551,712.005415629529,394.0,134.0
P015076,dmso,G08,301.34563054888736,291.8221720098333,221.0,26.0,1120.9764564995808,1363.2547283973877,623.0,174.0,1768.9798138145861,845.5742885891766,1397.0,375.0,1436.424201293629,1092.0548792273746,978.0,247.0,716.7443473031931,741.5499414507906,406.0,137.0
P015076,dmso,G10,290.71957356919677,269.12260566433997,219.0,25.0,1296.019043543286,2906.3913132917505,615.0,154.0,1727.8676226947111,1010.9797768204924,1286.0,286.0,1367.2942802402454,1081.707895313876,915.0,205.0,673.602091549497,693.8419936815313,366.0,111.0
P015076,dmso,H19,302.3556798934995,288.4423296687148,221.0,26.0,1268.8433761050144,1388.1433785624154,685.0,228.0,1692.3114383763907,798.654585258291,1402.0,412.0,1300.2448705180232,992.457859250212,913.0,236.0,687.8888920086496,715.7210264405687,395.0,145.0
P015076,dmso,J12,296.1196523729233,273.5322733132789,221.0,26.0,1252.8958165914114,1414.108683579734,657.0,205.0,1739.809185194711,773.3616490960894,1408.0,347.0,1400.7305055203094,1033.7552929930055,1003.0,242.0,688.6231284531702,701.75361812705,398.0,133.0
P015076,dmso,K14,291.9464931031855,272.85536838910787,221.0,25.0,1121.793781935871,2230.2142897240465,545.0,140.0,1786.3372596355357,933.1865323551394,1385.0,279.0,1392.5013122523244,1045.6234624749725,983.0,201.0,665.2490841954351,681.0459400398623,372.0,106.0
P015076,dmso,L02,292.9348366769547,264.8940226033223,224.0,26.0,1080.6591986977976,1337.2286652085554,520.0,135.0,1659.585396090535,829.2782911626568,1221.0,232.0,1338.11868091278,1081.085585003242,864.0,166.0,655.7941083438119,704.9284491539539,350.0,93.0
P015076,dmso,L22,301.3508096612559,289.05301725828724,225.0,26.0,1290.482728099756,1543.1332920930267,626.0,156.0,1922.2177223127192,838.2946019390789,1533.0,316.0,1402.5667045324647,982.4090321074098,1017.0,181.0,655.898280464106,667.028072015608,372.0,98.0
P015076,dmso,M07,299.56362730528883,271.0268782359844,223.0,26.0,1028.78252536294,1296.7089810185012,515.0,171.0,1799.7294749276025,822.2259608733647,1431.0,387.0,1463.6676454618198,1054.9206890528114,990.0,238.0,733.7161981310014,729.8246950054972,417.0,140.0
P015076,dmso,M18,306.4192291571407,291.5465113037728,225.0,26.0,1171.4528588915562,2042.7131528000082,549.0,180.0,1705.0390952932098,882.6217292212759,1317.0,339.0,1286.927927311957,966.3187062127913,899.0,219.0,667.1840582609358,681.2871572848106,372.0,129.0
P015076,dmso,N09,296.3565594754992,269.9128156888416,223.0,26.0,1073.5373549430346,1308.9194793011388,517.0,166.0,1723.9526747542295,782.3427712791644,1345.0,311.0,1351.961853256935,970.8178274585614,953.0,205.0,680.558137383783,690.4624982466911,385.0,120.0
P015076,dmso,N21,302.90957440272064,284.68944086657143,223.0,26.0,1156.2785083495276,1493.3656500986415,526.0,186.0,1746.4515438766957,792.497025042033,1380.0,341.0,1279.9842704999237,913.5445273462509,905.0,198.0,661.4405009478357,692.3448077063344,368.0,124.0
P015076,dmso,O04,292.3838898414876,260.05717407019904,221.0,26.0,840.285550125743,1031.4316697059726,427.0,129.0,1690.853686032998,817.3192791896026,1255.0,290.0,1353.6807118055556,1045.2307315983442,864.0,197.0,677.0780502924478,696.3106197068983,364.0,113.0
P015076,dmso,all,298.70600664411126,279.72008455061683,222.0,26.0,1175.9087303050221,1654.8930180846469,624.0,208.0,1751.7646183744116,857.1236326477549,1386.0,358.0,1371.7286256144262,1034.7617593224852,952.0,226.0,684.4037787922954,705.3767873663305,383.0,125.0
P015077,CBK041182,C07,253.41123075750647,203.28582488690728,209.0,22.0,1071.8488848879745,1644.778248181566,625.0,131.0,1538.0089954370524,819.7223568497727,1135.0,264.0,1108.4374451541305,930.9077747723851,744.0,151.0,584.896224613245,634.6607307888104,335.0,91.0
P015077,CBK041182,M12,261.6421697816644,213.80384795133511,211.0,23.0,1331.894833509564,2290.673667415137,721.0,179.0,1752.5968230119265,1034.4096272016425,1484.0,449.0,1248.6847309146854,1041.892871813615,862.0,196.0,630.6608446454428,648.6955881281058,377.0,120.0
P015077,CBK041182,N15,250.54211543590915,198.8842041843205,209.0,22.0,1251.093846545877,1865.4668435390215,719.0,139.0,1612.3107518147006,876.5121304886837,1251.0,235.0,1140.0205171658283,923.805151874994,824.0,136.0,565.3367560680537,619.61206100258,333.0,79.0
P015077,CBK041182,all,255.19850532502667,205.47387165735321,210.0,22.0,1218.2791883144719,1955.1534493071804,692.0,156.0,1634.3055234212263,919.0522576544593,1261.0,318.0,1165.7142310782147,968.9119156872108,814.0,169.0,593.6312751089138,635.0242476570214,344.0,95.0
P015077,CBK200601,E12,341.3919264641442,344.98800691583654,223.0,30.0,1607.99319034827,2649.3330487714525,914.0,295.0,2099.8728056651044,1147.299319403214,1947.0,724.0,1657.9387162065616,1314.6774880132386,1186.0,414.0,877.150140270157,878.0160674417281,560.0,246.0
P015077,CBK200601,H22,304.53192241559975,297.71988377453454,211.0,26.0,1327.3655054488645,1367.4221852764488,806.0,232.0,1696.4758589106082,838.156073352377,1460.0,463.0,1248.2695056727252,928.3194668823184,884.0,236.0,708.7726433661028,756.3838857128854,423.0,158.0
P015077,CBK200601,O17,268.1863462362826,191.44221926170516,212.0,25.0,2045.6948398681604,2727.7021786227237,1027.0,320.0,2295.3402175020956,1715.8412254490809,1544.0,506.0,2688.4987196597317,3159.6903778086316,1200.0,370.0,920.598570506592,1028.1113602727442,448.0,159.0
P015077,CBK200601,all,304.70339837200885,286.9283011605193,215.0,27.0,1660.3511785550984,2351.6858326244164,916.0,294.0,2030.5629606926027,1310.1447101321698,1707.0,617.0,1864.9023138463394,2135.039281779981,1080.0,355.0,835.5071180476173,899.0880731845348,487.0,197.0
P015077,CBK201029,D16,329.4231151167886,328.00544706316504,223.0,29.0,1523.5883310947265,1807.580220033353,971.0,331.0,1840.9682728195016,899.4841997210738,1726.0,625.0,1366.2997308670554,1021.8628353496586,1022.0,324.0,782.806200560128,759.5251024392534,510.0,215.0
P015077,CBK201029,K12,334.0281601508916,328.9278915835562,224.0,29.0,1179.652967344917,1083.4828504139603,805.0,251.0,2035.5763385440482,915.898932620762,1953.0,713.0,1530.1422066472337,1098.0662306405843,1162.0,405.0,852.9856386459762,802.5977730017689,564.0,253.0
P015077,CBK201029,O15,292.76462967725956,271.0442985353077,218.0,26.0,1326.1797176735636,1963.9144502706283,694.0,164.0,1670.5594911694102,976.0568290659036,1180.0,241.0,1209.6184786046335,953.565942866791,790.0,156.0,660.0035085162323,705.3162859614711,341.0,90.0
P015077,CBK201029,all,318.7386349816466,311.0566505640725,221.0,28.0,1343.1403387044022,1669.1133942102542,815.0,253.0,1849.03470084432,942.9291002359207,1699.0,617.0,1368.686805372974,1034.507513400089,998.0,311.0,765.2651159074455,761.0508558250547,484.0,199.0
P015077,CBK277913,I13,326.89374552278616,296.6490455926718,222.0,30.0,1892.6913316615226,3149.8269414222636,1032.0,363.0,2474.0046121256287,1666.51786795948,2184.0,875.0,2527.103742641175,2441.2644640918916,1608.0,707.0,1046.7713548334857,1001.7587157838332,658.0,306.0
P015077,CBK277913,J20,317.7045459914647,292.9671234433845,216.0,29.0,1727.023546643995,1754.8302173724826,1096.0,424.0,2123.6105390755984,1080.6240055510623,1959.0,750.0,1936.8070339649062,1725.372938076381,1303.0,502.0,922.7756985644338,906.8313898676589,586.0,265.0
P015077,CBK277913,K14,340.3870255820378,341.31747527098247,224.0,30.0,1483.6816407797974,2308.451357252701,873.0,271.0,2046.8555896347737,1141.8386091901787,1913.0,710.0,1531.9803513422116,1204.352063195199,1124.0,376.0,847.0418690462582,845.5557721816726,548.0,239.0
P015077,CBK277913,all,328.32843903209624,311.22786162418055,221.0,30.0,1701.1321730284383,2477.5281047833473,992.0,349.0,2214.8235802786667,1335.7311764316557,2009.0,779.0,1998.6303759827642,1905.0823535645636,1302.0,510.0,938.8629741480593,923.9701280466984,595.0,270.0
P015077,dmso,B21,315.1359494789285,314.42067801396564,220.0,27.0,1150.7117467325866,1159.9106178967943,736.0,187.0,1894.2143170105549,905.5705775723267,1474.0,381.0,1341.073592297287,916.8922611163063,947.0,213.0,696.8217524958086,723.6532579048626,381.0,128.0
P015077,dmso,D22,308.37164749561805,294.9498993597159,213.0,27.0,1408.9398258887745,1350.763534442474,908.0,298.0,1963.6947501571788,923.928694778458,1820.0,616.0,1415.6321734967992,984.1399059661447,1069.0,315.0,782.6053600823045,786.9235974654473,495.0,215.0
P015077,dmso,E08,330.8684605767032,319.65994393748014,221.0,29.0,1235.5336170886678,1212.1201601959647,836.0,259.0,2273.444837153254,988.2155972654014,2191.0,714.0,1702.6368282274043,1155.1493952464143,1300.0,450.0,889.452752891137,833.925664271176,583.0,263.0
P015077,dmso,E14,334.4642629982091,330.03814654626524,223.0,29.0,1458.470336338782,1874.8835626588298,935.0,287.0,2186.2243164866254,1030.1732625005639,2069.0,708.0,1642.3745381801555,1187.6773291507109,1239.0,417.0,870.8966204180003,844.4439682296876,566.0,254.0
P015077,dmso,F11,344.9144111749352,341.9927545143916,226.0,30.0,1652.1473296277245,1451.9439596323457,1129.0,412.0,2221.4217765727403,960.3183328516225,2131.0,683.0,1735.0150542504953,1242.9329338064879,1303.0,440.0,876.9913709085886,805.5962992392194,580.0,261.0
P015077,dmso,F20,328.5845775224813,316.95903551125735,219.0,29.0,1338.59305231672,1387.5463769521446,915.0,275.0,2216.2731216182747,930.6407485935345,2113.0,665.0,1628.0874282931336,1079.7128252783725,1264.0,384.0,857.4156245237007,783.3438871522605,571.0,250.0
P015077,dmso,G06,348.2501881858711,345.47500734986176,227.0,30.0,1309.510514689072,1282.861786371836,870.0,284.0,2129.9291304679164,924.4083328107641,2043.0,644.0,1650.4855534360236,1119.3729834822038,1255.0,463.0,888.2391739540467,828.871089839064,581.0,269.0
P015077,dmso,H09,341.7228412684804,332.8799271962632,224.0,31.0,1413.6701048811158,1260.4614332642454,979.0,336.0,2212.7184337848653,937.5128804478269,2122.0,656.0,1741.6602263374486,1219.168595021624,1318.0,450.0,900.5870148891175,813.915170210852,601.0,274.0
P015077,dmso,H23,307.6161832704618,290.88835276068323,213.0,27.0,1190.1128912084666,1118.290777498484,813.0,233.0,2016.087937385688,871.3578166799152,1923.0,637.0,1397.3100162179926,882.6059164553767,1116.0,319.0,752.2691084390718,734.0053480080596,495.0,217.0
P015077,dmso,I05,353.14593733329525,348.86687823682286,230.0,32.0,1438.9545500638242,1381.1587407337129,956.0,359.0,2346.4101182651275,1020.3782552015001,2263.0,737.0,1881.4329550802088,1317.9172056503685,1424.0,542.0,954.36421515394,882.2561413558259,628.0,294.0
P015077,dmso,I12,338.07386016803844,332.2755258153804,225.0,29.0,1496.1630858720089,2445.143414710882,890.0,260.0,2221.174976756592,1107.041981948157,2086.0,700.0,1694.1790340172993,1215.2448765987854,1263.0,413.0,860.149741298011,822.1889653523724,555.0,243.0
P015077,dmso,J15,339.8575898300564,333.96407866091977,225.0,30.0,1399.422591616179,1263.4189394996854,978.0,288.0,2260.361164099413,927.2755453518663,2177.0,675.0,1687.4274822578493,1125.1659823615382,1307.0,401.0,857.5079440062491,794.4293437471067,569.0,255.0
P015077,dmso,K10,344.308697678517,339.9850752235571,224.0,30.0,1254.4026928536045,1111.557527463864,850.0,272.0,2298.906893861454,960.6243355925856,2211.0,618.0,1764.3147621599223,1189.7292919883257,1347.0,473.0,909.4710669105319,839.5373876855091,598.0,274.0
P015077,dmso,L17,335.05242503048316,326.8580413566261,224.0,30.0,1258.6757672229844,1083.9885833707237,879.0,251.0,2222.9076980452674,925.9078823634474,2129.0,686.0,1609.4133329999238,1047.812898735337,1259.0,370.0,837.0728670124599,786.3561340237112,556.0,247.0
P015077,dmso,L19,336.3800769699741,328.3982043994159,225.0,31.0,1359.22644249638,1270.6057806894428,921.0,290.0,2171.425353914228,986.8968592153719,2054.0,714.0,1558.1334632916096,1061.367534164273,1207.0,372.0,822.0724299601814,801.8771922635719,540.0,247.0
P015077,dmso,M04,348.63888650739216,345.20096881012756,230.0,31.0,1204.2974403911371,1605.4148932105563,755.0,270.0,2182.3818012688616,1051.2912834401263,2081.0,813.0,1737.6263211114922,1281.4126118526528,1277.0,503.0,895.9390570940025,857.2460733351933,579.0,279.0
P015077,dmso,N07,333.67479726318396,329.46435398714783,224.0,30.0,1338.1779283598155,1338.6590543200616,876.0,314.0,2263.1750302926384,1016.0608296592875,2131.0,725.0,1755.8290725022862,1214.7300890068568,1322.0,400.0,865.3535090639765,807.5869395203564,569.0,243.0
P015077,dmso,O02,345.6760667914571,537.7112300021515,227.0,30.0,1240.5767832409313,1473.7604272001533,731.0,252.0,2104.801711391175,1076.0350457133716,1892.0,683.0,1711.384317677374,1282.877830457415,1183.0,366.0,860.292214410913,869.4636733929811,517.0,213.0
P015077,dmso,O16,320.0918954808718,310.1301086051762,222.0,29.0,1479.0445460629096,2449.6988331942403,817.0,236.0,2048.508536475004,1183.1607966196018,1772.0,591.0,1459.7607322864274,1106.6073530002857,1029.0,284.0,776.2614193482319,809.2474449229885,458.0,185.0
P015077,dmso,all,334.46467131710307,341.7684039178141,223.0,30.0,1348.770065629036,1504.603583732169,885.0,290.0,2170.213784474045,995.2294693489292,2061.0,717.0,1637.5672044274281,1153.0246833294414,1238.0,408.0,850.1980654136986,814.9805250670013,554.0,250.0
P015080,CBK200949,D16,253.25521338210638,185.3247557158276,210.0,22.0,1530.2323698273892,1926.9331815702908,720.0,209.0,1500.8405287637174,717.422842102101,1148.0,270.0,1107.1206515298734,869.4581512058827,765.0,156.0,582.8000350794467,613.2822360854109,330.0,95.0
P015080,CBK200949,M23,241.00843900034295,162.68814936576723,210.0,22.0,1323.4128575102882,1937.518864129634,630.0,115.0,1333.0098109806052,657.4961303160147,1059.0,136.0,933.3700180041152,711.5221190126214,689.0,92.0,478.91534596002896,524.0845832976923,286.0,52.0
P015080,CBK200949,N04,245.77067574969516,170.42223135849866,209.0,22.0,1421.374492812643,1883.532440536177,698.0,157.0,1584.3132199740894,835.9275534506068,1171.0,201.0,1201.3923446311537,1027.225400768394,786.0,133.0,571.1247608977291,636.8421056431823,310.0,71.0
P015080,CBK200949,all,246.6781093773815,173.14027344079568,210.0,22.0,1425.0065733834401,1917.9982823244288,676.0,157.0,1472.7211865728038,748.0049728359771,1121.0,201.0,1080.6276713883808,885.8863785886612,745.0,130.0,544.2800473124016,595.2099325325498,305.0,70.0
P015080,dmso,B02,281.45579799192194,250.12264668353026,213.0,25.0,1258.9086071340116,1304.3963814351844,743.0,187.0,1629.277124271262,855.3336858950299,1166.0,256.0,1281.0036186842706,1043.480677968268,793.0,169.0,644.4789749799954,686.2658369301057,330.0,98.0
P015080,dmso,B18,278.09306879667736,246.72004667423073,210.0,24.0,1344.1593412065615,1448.0317524543734,781.0,214.0,1635.6795083638165,742.5897230208122,1283.0,292.0,1186.3298418686177,828.7481675690893,846.0,173.0,610.3688835305213,623.0545561889639,346.0,108.0
P015080,dmso,E05,266.5408942758345,228.93507853732723,209.0,23.0,1292.6411444044354,1414.1660336825803,747.0,169.0,1625.4290390184424,834.9313162100717,1200.0,215.0,1263.261863997485,1031.5281674969744,823.0,154.0,599.8792985539552,673.6807139382768,317.0,78.0
P015080,dmso,E17,296.2368893842402,269.23201278436915,215.0,26.0,1494.3438373771148,1510.1177001357285,933.0,341.0,1839.45603568911,852.5427458678888,1701.0,576.0,1396.8355284541228,1039.8567969791097,1009.0,301.0,727.9045467059137,733.234875305318,462.0,195.0
P015080,dmso,F09,301.26318346574453,277.60875674430116,220.0,26.0,1535.7590914828152,1657.1990063001056,897.0,300.0,1842.860816138927,908.414447227538,1605.0,525.0,1456.2571180079256,1124.368708992599,1006.0,300.0,715.9929706313824,736.9800689024279,427.0,170.0
P015080,dmso,I16,273.2165293733806,239.96338089474898,205.0,24.0,1416.4296956209039,1515.1709602478481,822.0,253.0,1759.7395040533074,822.8699265167114,1471.0,410.0,1339.9563839353757,1006.9393206674317,935.0,227.0,667.8035710305213,698.1737624194213,387.0,139.0
P015080,dmso,J13,287.43838658360005,265.9496642016534,210.0,25.0,1672.2270127934005,1567.5681910819567,1073.0,292.0,2220.505001381268,969.2577370332385,1997.0,595.0,1786.75483286656,1276.654926025894,1278.0,318.0,800.665295805708,756.0505179824746,499.0,172.0
P015080,dmso,L06,297.8681125924021,276.74948946453986,217.0,26.0,1398.1072068377534,1465.546206631453,855.0,256.0,1771.4119354423867,900.1025351237572,1530.0,487.0,1396.5981631277625,1093.8867266831517,940.0,260.0,698.749277668229,716.9988697296648,417.0,160.0
P015080,dmso,L08,288.32244060547174,258.4871377068011,211.0,25.0,1454.072702736816,1481.4026515498151,894.0,284.0,1847.0668499942844,889.5130407697565,1661.0,552.0,1475.6695116740968,1120.325585073122,1023.0,299.0,731.221265265394,743.4512485033051,450.0,182.0
P015080,dmso,M04,264.8631073531093,228.62487708806103,210.0,23.0,1237.8011695054108,1347.7913751315355,724.0,146.0,1578.8936936299726,828.3432998138684,1172.0,183.0,1215.190135888203,1011.7286806209239,786.0,127.0,568.9914132039704,647.6221935783684,300.0,66.0
P015080,dmso,M21,268.9680672963344,233.64745118189066,207.0,24.0,1418.0165405664152,1572.4276193041626,770.0,208.0,1655.4604848727329,794.6748399138115,1269.0,276.0,1206.4658455742265,906.457268779767,841.0,172.0,616.3880703208353,672.2080756570032,334.0,101.0
P015080,dmso,N10,296.85172163161104,273.83131212060664,218.0,26.0,1389.6099180765127,1381.8677325106414,849.0,248.0,1729.4638434023016,818.9334268159621,1472.0,445.0,1336.6221886431185,988.1036454762487,921.0,238.0,689.2371015517832,700.01488786106,406.0,150.0
P015080,dmso,O07,260.5183267842173,223.28385124233628,206.0,22.0,1207.5140614997713,1254.742877062654,740.0,142.0,1612.0773490131078,758.0016275851384,1253.0,199.0,1194.0432803926612,858.8186694879005,841.0,129.0,565.2947428936138,601.4753517937413,315.0,67.0
P015080,dmso,all,281.66434816419576,252.85812733317485,211.0,25.0,1393.814640710917,1464.8643397502738,826.0,240.0,1749.7939373285321,862.1020783423968,1411.0,395.0,1348.8452548549558,1043.8294509088155,925.0,238.0,664.3827240109094,696.3067125586821,373.0,128.0
P015081,CBK200949,B12,247.90389653349337,173.1293646325585,208.0,22.0,1436.7550599422725,1806.5551025651882,685.0,213.0,1730.1395885011812,768.731083886757,1376.0,329.0,1209.8160471679241,847.6566129110571,895.0,171.0,620.2712052516765,608.3224095635225,378.0,104.0
P015081,CBK200949,F08,256.4896794505411,186.47908492521705,210.0,23.0,1347.9787294238683,1476.9875857394204,809.0,298.0,1766.2191223470127,799.1460926271968,1695.0,585.0,1260.8284445016004,945.2474050879864,953.0,254.0,669.1951333876315,632.5509827177494,444.0,155.0
P015081,CBK200949,N19,234.94733253315044,154.72213827583198,201.0,21.0,1385.736093083181,1656.362845429105,715.0,182.0,1789.2675954503886,792.090640382607,1400.0,319.0,1274.6381784407865,915.4059274873292,943.0,172.0,627.7256001609892,596.053321556908,394.0,98.0
P015081,CBK200949,all,246.4469695057283,172.16502393069112,206.0,22.0,1390.1566274831073,1652.5375913896162,735.0,234.0,1761.8754354328607,787.1395262390797,1502.0,424.0,1248.427556703437,904.1227847468127,930.0,201.0,639.0639796000991,612.8746678557756,403.0,118.0
P015081,dmso,B21,273.9487577160494,238.33695454416448,204.0,24.0,1197.6807706047096,1236.268662695286,703.0,224.0,1934.0318442548773,851.8327823340024,1681.0,468.0,1338.7529815148225,858.1535070956523,1003.0,228.0,694.8310513117284,698.7108528951644,418.0,146.0
P015081,dmso,C18,270.5961654806813,232.31485056754227,201.0,24.0,1233.4021694006249,1290.4909335766995,764.0,253.0,1909.519174430346,850.2920871028223,1738.0,514.0,1346.4722818310852,879.6346817992089,1022.0,245.0,709.3311830084972,702.8441775840682,448.0,168.0
P015081,dmso,E08,277.9730061633135,241.45843450752733,209.0,24.0,1302.478792128677,1525.8467066747971,747.0,224.0,1988.0719942891708,956.1449059641088,1683.0,459.0,1557.9314785522406,1205.626322121988,1062.0,244.0,699.2787476185033,712.7770813853717,406.0,135.0
P015081,dmso,E22,267.3664843630925,231.53834169633632,201.0,23.0,1020.4089109653635,1158.8418601099686,629.0,167.0,1778.1601757068283,835.8306583047919,1399.0,347.0,1257.4639539513794,856.74022076389,905.0,198.0,669.0799945225575,708.6776601739814,371.0,122.0
P015081,dmso,G10,293.1360051583219,261.2800517803349,212.0,26.0,1205.2953962334248,1349.8825627938595,766.0,253.0,1974.2045500161942,886.1103356205965,1838.0,583.0,1434.404089291838,979.4830702716343,1085.0,290.0,729.5267542343012,709.8484749576043,470.0,186.0
P015081,dmso,G19,281.45296274862824,245.11617768274257,204.0,25.0,1279.2606094964563,1356.7781173256144,833.0,303.0,2010.9274225060967,847.7858937626868,1912.0,608.0,1423.0119088410684,919.806543696749,1115.0,302.0,748.9715273014784,714.0138946352661,495.0,202.0
P015081,dmso,H07,313.18283555288826,287.81010951780803,217.0,28.0,1456.5715495922877,1416.6184888047396,956.0,385.0,2123.095680869913,955.3969960288172,2020.0,705.0,1613.2488723374868,1142.293428769886,1220.0,403.0,842.8035031578646,803.3305355900643,554.0,246.0
P015081,dmso,H16,279.396401891861,243.20849460282807,202.0,25.0,1335.2057394785475,1354.3087762356479,865.0,325.0,2041.1417342297286,898.3385856642998,1943.0,640.0,1501.9756238092516,1031.8084345798122,1155.0,327.0,795.7842815738835,760.8734468214681,522.0,220.0
P015081,dmso,I11,295.08464594288216,270.18098389639727,213.0,26.0,1242.4795005763222,1485.7377927200912,761.0,262.0,1972.8886527634888,930.4363732668731,1833.0,586.0,1434.3771095536122,1025.9096348222017,1072.0,289.0,732.0527661084438,737.2473125503257,466.0,184.0
P015081,dmso,J04,289.2775402472946,249.72828685585844,211.0,26.0,1298.3690681203323,1373.129147636542,819.0,315.0,1982.2085939405197,968.5298083108407,1862.0,692.0,1444.0818680222146,1050.0367361877677,1082.0,345.0,782.6402365778845,766.3389113875342,510.0,214.0
P015081,dmso,J23,271.6129480547935,234.51498884056178,203.0,24.0,1193.9976808508611,1369.6646506805535,722.0,240.0,1964.655768080323,858.2203744899916,1800.0,525.0,1323.8226993550907,815.6069292875259,1030.0,239.0,676.1256656521491,665.6856232592655,429.0,159.0
P015081,dmso,K06,300.8960790561652,269.7117640998004,215.0,27.0,1143.5028591773357,1362.7864163764118,735.0,250.0,2094.664292266804,962.1478250096087,1982.0,671.0,1562.6557138536427,1099.2610561292047,1182.0,356.0,792.4774081694864,757.6770936772735,520.0,219.0
P015081,dmso,L02,272.07238483081846,231.3669957423404,207.0,24.0,1058.1172415361607,1188.5135445175433,606.0,176.0,1829.28701667524,977.8888459672461,1371.0,394.0,1386.4822744722603,1110.490556267968,914.0,231.0,693.5178447216507,723.6641824673064,385.0,127.0
P015081,dmso,M17,285.7400784465021,244.4627601080896,208.0,26.0,1256.536295867627,1309.074606493511,813.0,303.0,2096.8479076169792,888.9387580949464,1996.0,641.0,1471.057353156912,932.9089915110794,1159.0,309.0,768.5281505534598,723.7068979802575,513.0,212.0
P015081,dmso,O05,273.8659289504268,236.75693725322043,210.0,24.0,1216.4959417866942,1468.168549912553,632.0,178.0,1844.5099770661866,877.6911617676294,1387.0,307.0,1325.0870417285855,910.9081297522193,933.0,184.0,644.882484020157,645.7909953617669,356.0,99.0
P015081,dmso,all,283.0401483069146,248.71022894755356,208.0,25.0,1229.320168387695,1357.3596104773758,756.0,261.0,1969.6143189808465,909.4928570418552,1814.0,581.0,1428.055016684766,999.2804642488942,1067.0,286.0,731.9887732354697,725.0863385699888,465.0,182.0
P015082,CBK200558,I17,203.55363223498705,30.31346747722468,202.0,19.0,610.0551015232053,858.7504100830539,505.0,47.0,1019.6412679326703,303.2877173825336,984.0,70.0,685.8832970155083,282.90030769969417,650.0,51.0,265.2754761088249,194.55335244848015,238.0,23.0
P015082,CBK200558,L07,200.63236142070568,29.346320853252497,200.0,19.0,564.1536221850708,925.6662967339344,452.0,45.0,939.0362567158207,307.46870255890894,905.0,63.0,638.6166908150434,278.00790368495274,604.0,46.0,258.7433755572702,199.3238569175337,233.0,23.0
