plate,compound,mean_C1,std_C1,median_C1,mad_C1,mean_C2,std_C2,median_C2,mad_C2,mean_C3,std_C3,median_C3,mad_C3,mean_C4,std_C4,median_C4,mad_C4,mean_C5,std_C5,median_C5,mad_C5,mean_C6,std_C6,median_C6,mad_C6
P015095,CBK308321,9320.783,661.0867,9311.0,436.0,9319.935,653.6026,9309.0,433.0,9318.9795,647.81647,9305.0,432.0,9317.935,649.836,9302.0,432.0,9316.954,654.41266,9300.0,433.0,9316.365,656.128,9300.0,434.0
P015095,CBK308723,11148.136,759.1942,11158.0,528.0,11147.647,751.63806,11155.0,526.0,11146.898,745.71326,11150.0,523.0,11145.926,748.66266,11146.0,524.0,11145.133,754.1382,11146.0,526.0,11144.562,756.13293,11146.0,527.0
P015095,CBK308811,11792.927,774.5098,11815.0,521.0,11792.05,762.71,11813.0,516.0,11791.212,754.48175,11807.0,511.0,11790.168,758.4114,11803.0,513.0,11789.301,765.6269,11802.0,516.0,11787.993,767.6662,11801.0,517.0
P015095,CBK308846,10875.961,1428.8739,10495.0,1058.0,10875.058,1424.1407,10490.0,1055.0,10874.616,1422.2059,10486.0,1054.0,10873.538,1424.0334,10485.0,1056.0,10872.453,1426.8092,10486.0,1058.0,10871.278,1427.3456,10485.0,1059.0
P015095,CBK309255,11450.213,1185.1135,11459.0,888.0,11449.514,1179.2396,11461.0,884.0,11448.34,1176.3478,11462.0,883.0,11447.326,1178.6473,11460.0,884.0,11446.31,1181.6602,11458.0,885.0,11445.621,1182.1205,11458.0,886.0
P015095,CBK309483,12804.646,2577.0286,13735.0,1519.0,12803.262,2575.011,13737.0,1511.0,12801.935,2573.0762,13735.0,1506.0,12800.827,2573.5322,13731.0,1507.0,12799.679,2574.79,13728.0,1511.0,12799.027,2575.7815,13728.0,1512.0
P015095,dmso,10170.309,974.84125,10109.0,669.0,10168.991,969.3464,10107.0,664.0,10168.245,966.19324,10104.0,662.0,10167.142,968.33307,10100.0,664.0,10166.609,971.3284,10099.0,666.0,10165.609,972.1713,10098.0,666.0
P015095,plate,10909.934,1463.2189,10755.0,957.0,10908.981,1459.0789,10753.0,954.0,10907.9375,1456.3457,10750.0,952.0,10906.859,1457.668,10749.0,953.0,10905.944,1459.9641,10748.0,954.0,10904.932,1460.6838,10747.0,955.0
P015096,CBK041256,10930.261,927.7375,10951.0,713.0,10929.506,925.96075,10950.0,713.0,10928.896,923.9602,10950.0,712.0,10927.94,924.04706,10949.0,712.0,10927.304,925.1023,10948.0,712.0,10927.23,925.6226,10948.0,712.0
P015096,CBK041519,11987.648,1213.4382,12023.0,858.0,11976.967,1199.8295,12014.0,846.0,11967.332,1189.64,12003.0,838.0,11958.301,1183.7898,11994.0,833.0,11946.668,1175.5004,11987.0,827.0,11938.158,1169.8882,11981.0,822.0
P015096,CBK041619,10743.008,1906.7203,11359.0,1213.0,10741.718,1905.1271,11357.0,1212.0,10741.166,1903.9377,11356.0,1207.0,10740.452,1904.2966,11356.0,1205.0,10739.79,1905.1682,11355.0,1207.0,10739.132,1905.628,11354.0,1209.0
P015096,CBK041675,10834.388,1083.6549,10884.0,807.0,10832.965,1077.4219,10883.0,804.0,10832.226,1072.893,10884.0,800.0,10830.653,1073.6927,10883.0,798.0,10829.677,1076.5444,10881.0,799.0,10828.511,1077.4408,10879.0,799.0
P015096,CBK042154,10322.833,663.3472,10361.0,431.0,10321.941,660.3637,10361.0,429.0,10321.016,655.51337,10359.0,428.0,10320.048,655.0124,10356.0,428.0,10318.99,656.76526,10355.0,429.0,10318.457,657.7707,10354.0,430.0
P015096,CBK200838,12180.304,798.80927,12184.0,584.0,12179.366,792.1301,12182.0,581.0,12178.0,786.82715,12177.0,579.0,12177.438,787.857,12174.0,579.0,12176.253,792.0266,12173.0,580.0,12175.318,793.4525,12173.0,581.0
P015096,CBK200860,9879.591,828.31464,9885.0,584.0,9878.872,824.467,9884.0,582.0,9878.521,822.42224,9883.0,581.0,9877.696,823.52203,9881.0,581.0,9877.089,825.4512,9879.0,582.0,9876.776,825.9092,9879.0,583.0
P015096,CBK200927,10975.447,1683.938,11139.0,1549.0,10973.836,1680.8291,11140.0,1547.0,10972.46,1679.4572,11139.0,1546.0,10971.132,1680.0272,11136.0,1545.0,10969.678,1681.2858,11132.0,1544.0,10968.415,1681.059,11131.0,1543.0
P015096,CBK290848,10784.673,1397.7716,10957.0,1080.0,10783.786,1394.8467,10959.0,1079.0,10782.966,1391.9333,10960.0,1077.0,10782.149,1392.9246,10957.0,1078.0,10781.409,1395.1898,10954.0,1079.0,10780.848,1395.7955,10953.0,1080.0
P015096,CBK307772,11304.731,849.47144,11291.0,622.0,11304.336,843.9109,11291.0,620.0,11303.548,839.9242,11286.0,616.0,11303.058,841.88385,11284.0,616.0,11301.829,845.1228,11284.0,617.0,11300.934,846.376,11285.0,618.0
P015096,CBK307773,11456.933,1014.3149,11582.0,664.0,11455.815,1009.3022,11582.0,663.0,11454.998,1006.004,11581.0,661.0,11454.089,1008.2801,11578.0,662.0,11453.55,1011.7117,11575.0,664.0,11452.577,1012.0378,11574.0,665.0
P015096,CBK307956,11102.64,1414.1436,11412.0,1087.0,11101.565,1410.0957,11415.0,1083.0,11100.768,1406.9017,11417.0,1077.0,11099.607,1408.3647,11413.0,1076.0,11098.534,1410.3822,11409.0,1078.0,11097.854,1411.024,11407.0,1079.0
P015096,CBK308519,11529.497,932.3136,11531.0,677.0,11528.453,925.0037,11529.0,674.0,11527.941,918.9577,11527.0,672.0,11527.048,922.3496,11525.0,673.0,11526.501,926.9596,11524.0,675.0,11525.328,927.62494,11523.0,675.0
P015096,CBK308608,11175.559,967.92847,11029.0,680.0,11174.654,964.1234,11026.0,678.0,11174.255,960.9543,11022.0,677.0,11173.519,962.30707,11019.0,679.0,11173.027,964.85406,11019.0,681.0,11172.506,965.81244,11018.0,681.0
P015096,CBK308887,12124.461,968.0684,12148.0,736.0,12123.097,962.8597,12150.0,736.0,12122.581,958.16235,12152.0,733.0,12121.394,959.9748,12150.0,732.0,12120.689,963.1651,12146.0,733.0,12119.436,964.1337,12142.0,735.0
P015096,CBK309090,11008.778,1091.5494,11132.0,889.0,11007.944,1087.7904,11135.0,889.0,11007.182,1085.4995,11134.0,888.0,11006.194,1087.3176,11130.0,887.0,11005.622,1089.0435,11128.0,887.0,11004.935,1089.46,11127.0,887.0
P015096,CBK309098,9960.901,1420.182,9660.0,976.0,9959.853,1416.8116,9657.0,973.0,9959.183,1414.963,9655.0,973.0,9958.175,1415.7955,9655.0,974.0,9957.714,1416.7852,9655.0,975.0,9957.11,1416.8557,9655.0,974.0
P015096,CBK309258,10569.559,642.93915,10597.0,474.0,10567.386,639.73083,10595.0,473.0,10565.078,636.5062,10592.0,472.0,10563.358,635.6657,10589.0,471.0,10561.355,635.90216,10587.0,471.0,10559.334,635.2625,10585.0,470.0
P015096,CBK309349,11288.857,1224.1865,11478.0,1002.0,11287.896,1222.1434,11477.0,1001.0,11287.092,1220.0049,11478.0,1000.0,11286.442,1220.1017,11476.0,1000.0,11285.465,1220.9802,11473.0,1001.0,11284.593,1221.2703,11472.0,1001.0
P015096,CBK309537,10772.3,934.64795,10706.0,663.0,10771.156,930.0559,10705.0,662.0,10770.641,927.6764,10704.0,661.0,10770.033,928.64056,10703.0,660.0,10768.449,930.8716,10701.0,660.0,10767.857,931.2531,10700.0,660.0
P015096,dmso,11272.2,1534.2174,11435.0,1054.0,11271.347,1531.4858,11433.0,1051.0,11270.221,1529.2051,11430.0,1049.0,11269.26,1530.4764,11428.0,1050.0,11268.571,1532.6438,11426.0,1051.0,11268.133,1533.451,11426.0,1052.0
P015096,plate,11073.248,1329.3024,11132.0,943.0,11071.758,1325.448,11131.0,941.0,11070.495,1322.4418,11130.0,939.0,11069.202,1322.8693,11127.0,939.0,11067.744,1323.938,11125.0,939.0,11066.603,1323.9181,11125.0,939.0
P015097,CBK041256,10429.091,1045.6501,10214.0,724.0,10428.245,1044.1788,10212.0,722.0,10427.67,1042.1107,10209.0,722.0,10427.002,1042.0348,10209.0,724.0,10425.864,1043.3595,10208.0,724.0,10425.086,1043.8276,10207.0,723.0
P015097,CBK041519,10027.788,1350.6578,10183.0,1068.0,10030.359,1347.6467,10190.0,1066.0,10029.046,1345.536,10189.0,1066.0,10027.8,1346.0625,10185.0,1065.0,10026.53,1346.8303,10183.0,1064.0,10024.685,1346.3899,10181.0,1064.0
P015097,CBK041619,10989.7705,929.5637,11152.0,638.0,10984.141,923.05536,11146.0,632.0,10982.006,918.90375,11144.0,629.0,10981.291,919.5835,11144.0,628.0,10981.687,922.7656,11142.0,631.0,10982.749,923.7286,11144.0,631.0
P015097,CBK041675,9218.308,1382.1915,9467.0,1000.0,9217.694,1379.0891,9469.0,997.0,9216.551,1375.805,9470.0,989.0,9215.728,1376.9177,9469.0,987.0,9216.331,1380.0505,9469.0,992.0,9216.636,1381.3018,9470.0,993.0
P015097,CBK042154,10004.569,753.3083,10002.0,499.0,10002.999,747.94885,10000.0,497.0,10001.056,743.9114,9998.0,495.0,9999.449,744.8786,9995.0,495.0,9998.06,746.64636,9993.0,496.0,9996.863,745.93567,9993.0,497.0
P015097,CBK200838,10799.425,1062.2261,10955.0,756.0,10797.283,1058.504,10955.0,756.0,10796.134,1054.3545,10954.0,755.0,10795.326,1054.5691,10950.0,755.0,10794.297,1057.0756,10947.0,758.0,10793.624,1057.5074,10946.0,759.0
P015097,CBK200860,9830.939,2250.4668,8727.0,866.0,9825.731,2244.61,8724.0,865.0,9824.086,2242.6262,8722.0,865.0,9823.031,2242.664,8721.0,867.0,9821.944,2242.583,8722.0,869.0,9823.13,2240.4663,8728.0,872.0
P015097,CBK200927,11581.512,1264.2726,11887.0,921.0,11580.531,1260.9186,11890.0,917.0,11582.954,1255.5125,11894.0,906.0,11583.46,1256.7786,11891.0,905.0,11586.626,1263.2402,11887.0,911.0,11584.01,1264.4016,11885.0,913.0
P015097,CBK290848,10756.817,1744.2612,11173.0,1153.0,10755.528,1741.5239,11175.0,1147.0,10752.083,1741.541,11176.0,1139.0,10751.013,1742.477,11173.0,1139.0,10748.387,1743.454,11167.0,1139.0,10752.887,1738.9481,11163.0,1153.0
P015097,CBK307772,10343.3955,928.44977,10320.0,718.0,10342.256,924.1193,10318.0,716.0,10341.165,920.9328,10315.0,714.0,10340.326,922.0586,10315.0,714.0,10339.198,924.2541,10315.0,714.0,10340.726,927.69684,10315.0,717.0
P015097,CBK307773,8729.341,1147.7307,9037.0,846.0,8728.523,1143.895,9043.0,840.0,8728.128,1142.0458,9047.0,834.0,8727.298,1143.4448,9042.0,834.0,8726.446,1145.553,9036.0,838.0,8725.558,1146.3359,9035.0,839.0
P015097,CBK307956,11165.123,1214.1809,10908.0,863.0,11162.911,1211.3572,10902.0,860.0,11161.373,1209.73,10900.0,861.0,11158.187,1211.7902,10894.0,862.0,11157.284,1213.4962,10892.0,863.0,11156.366,1214.1144,10891.0,863.0
P015097,CBK308519,11419.719,2195.687,12249.0,1313.0,11418.449,2194.0444,12251.0,1307.0,11417.215,2193.0134,12250.0,1302.0,11419.429,2197.983,12247.0,1307.0,11415.67,2196.3853,12244.0,1305.0,11414.45,2196.707,12242.0,1307.0
P015097,CBK308608,10468.796,1968.4952,10331.0,1635.0,10468.372,1966.1088,10333.0,1637.0,10467.519,1965.0107,10328.0,1638.0,10467.1,1966.4867,10323.0,1638.0,10466.199,1968.116,10321.0,1636.0,10465.422,1968.5708,10320.0,1635.0
P015097,CBK308887,11451.258,1177.475,11468.0,798.0,11448.531,1171.2511,11469.0,792.0,11446.795,1165.6943,11466.0,787.0,11442.151,1167.4006,11460.0,790.0,11440.04,1169.135,11458.0,792.0,11437.934,1169.2593,11457.0,792.0
P015097,CBK309090,10351.631,1865.4695,9534.0,899.0,10350.9795,1863.2153,9530.0,894.0,10350.198,1861.3093,9526.0,888.0,10349.011,1861.99,9525.0,891.0,10348.648,1863.9694,9527.0,897.0,10348.056,1864.8636,9527.0,899.0
P015097,CBK309098,10111.831,1035.9583,10169.0,853.0,10110.89,1031.3702,10171.0,851.0,10110.885,1028.5238,10170.0,848.0,10112.281,1028.5494,10168.0,846.0,10111.173,1031.9838,10170.0,846.0,10112.491,1032.0775,10169.0,851.0
P015097,CBK309258,10652.769,1899.2186,9692.0,684.0,10658.133,1895.0326,9700.0,689.0,10658.853,1893.9264,9699.0,688.0,10658.185,1894.1604,9698.0,689.0,10657.336,1895.1567,9698.0,692.0,10656.315,1895.313,9698.0,692.0
P015097,CBK309349,10416.45,680.95935,10356.0,424.0,10414.58,678.0464,10353.0,422.0,10413.569,674.6441,10350.0,420.0,10412.811,674.41205,10349.0,421.0,10411.58,675.33795,10349.0,421.0,10411.332,675.5256,10349.0,422.0
P015097,CBK309537,11028.355,1007.69257,10919.0,703.0,11027.047,998.68604,10920.0,699.0,11027.462,993.796,10920.0,698.0,11024.788,994.3102,10918.0,699.0,11020.508,996.30023,10914.0,699.0,11020.226,999.389,10913.0,701.0
P015097,dmso,10676.987,1411.985,10358.0,913.0,10676.888,1408.8079,10359.0,914.0,10674.652,1407.5928,10353.0,915.0,10673.411,1408.46,10350.0,915.0,10671.847,1409.9088,10349.0,914.0,10670.671,1410.727,10348.0,914.0
P015097,plate,10510.904,1569.4299,10389.0,1088.0,10509.896,1566.1469,10388.0,1086.0,10508.838,1564.2125,10385.0,1085.0,10507.803,1565.087,10384.0,1085.0,10506.766,1566.3849,10383.0,1085.0,10506.332,1566.4252,10382.0,1086.0
P015098,CBK011613,11805.22,1310.5209,11655.0,868.0,11804.558,1305.352,11653.0,864.0,11803.891,1302.6047,11648.0,857.0,11803.05,1305.1621,11646.0,858.0,11802.161,1308.1631,11646.0,863.0,11801.418,1309.0062,11645.0,866.0
P015098,CBK016139,10783.227,690.7807,10826.0,462.0,10781.773,684.70233,10824.0,459.0,10781.057,680.9384,10822.0,457.0,10779.981,682.8462,10819.0,459.0,10778.955,685.5425,10818.0,460.0,10778.025,686.5353,10816.0,461.0
P015098,CBK017131,10979.664,1633.5077,10604.0,1144.0,10978.906,1629.9702,10603.0,1143.0,10978.261,1627.4808,10598.0,1140.0,10977.4,1629.1196,10598.0,1142.0,10976.414,1631.6238,10599.0,1145.0,10975.361,1632.2614,10599.0,1146.0
P015098,CBK041003,11341.689,1767.6993,10962.0,1130.0,11339.928,1761.5201,10967.0,1132.0,11337.639,1757.1624,10967.0,1133.0,11336.033,1757.6818,10962.0,1131.0,11333.934,1758.4152,10959.0,1131.0,11331.58,1757.4766,10958.0,1131.0
P015098,CBK041184,11501.12,1494.0533,11299.0,1226.0,11492.583,1498.2578,11292.0,1236.0,11484.052,1502.3975,11286.0,1246.0,11476.611,1509.1766,11281.0,1255.0,11469.51,1516.6232,11277.0,1263.0,11462.639,1522.8641,11274.0,1270.0
P015098,CBK041506,12272.174,966.8907,12349.0,649.0,12271.301,961.4034,12348.0,645.0,12270.543,958.03235,12346.0,644.0,12269.718,960.2661,12344.0,646.0,12269.386,964.42633,12343.0,648.0,12268.383,965.6958,12342.0,649.0
P015098,CBK041516,12114.477,1177.3594,12018.0,751.0,12113.639,1172.9623,12016.0,748.0,12113.029,1170.9089,12014.0,747.0,12112.532,1172.8271,12012.0,749.0,12111.699,1174.1095,12011.0,751.0,12110.914,1173.0234,12010.0,751.0
P015098,CBK041585,13854.923,3763.5713,12576.0,2192.0,13854.27,3762.2659,12574.0,2188.0,13853.458,3761.054,12571.0,2186.0,13852.534,3761.5845,12567.0,2186.0,13851.69,3763.258,12564.0,2187.0,13850.945,3764.3108,12563.0,2187.0
P015098,CBK041678,11787.601,893.1154,11806.0,645.0,11786.653,884.5263,11804.0,641.0,11785.541,878.54456,11803.0,638.0,11784.814,880.5758,11799.0,638.0,11783.5205,885.28186,11796.0,639.0,11782.616,886.2083,11795.0,639.0
P015098,CBK041720,11180.73,1996.2059,10463.0,1210.0,11179.625,1993.7312,10461.0,1207.0,11178.463,1992.2025,10458.0,1206.0,11177.484,1993.0028,10455.0,1206.0,11176.346,1994.31,10454.0,1208.0,11175.388,1995.3083,10453.0,1208.0
P015098,CBK041761,11236.299,741.2764,11242.0,518.0,11233.991,735.5903,11238.0,515.0,11231.77,733.69946,11233.0,514.0,11229.969,736.49194,11229.0,514.0,11227.9375,739.3003,11226.0,515.0,11225.818,739.51807,11225.0,515.0
P015098,CBK041770,11877.812,1882.7399,11270.0,1189.0,11877.017,1880.4137,11268.0,1187.0,11876.169,1878.8124,11265.0,1184.0,11875.285,1879.0283,11264.0,1185.0,11874.499,1880.7535,11264.0,1188.0,11873.711,1881.5592,11263.0,1188.0
P015098,CBK042178,10346.04,1101.3195,10355.0,878.0,10344.784,1098.6877,10355.0,877.0,10343.448,1095.9956,10354.0,877.0,10342.0205,1095.2091,10353.0,876.0,10340.612,1095.9021,10350.0,876.0,10338.801,1095.6083,10348.0,875.0
P015098,CBK200593,11010.228,1288.5751,10691.0,736.0,11008.992,1284.5195,10689.0,734.0,11008.052,1281.7146,10688.0,734.0,11007.317,1281.9713,10687.0,735.0,11006.565,1283.149,10686.0,736.0,11005.615,1283.2638,10685.0,735.0
P015098,CBK200898,10548.425,1439.462,10485.0,1010.0,10547.68,1436.0752,10485.0,1009.0,10546.309,1432.8326,10482.0,1010.0,10545.346,1433.2003,10481.0,1011.0,10544.55,1435.2034,10480.0,1013.0,10543.232,1436.0614,10479.0,1013.0
P015098,CBK200945,10372.284,1120.2362,10239.0,876.0,10369.782,1115.088,10236.0,876.0,10367.191,1111.1547,10237.0,874.0,10364.159,1111.1031,10234.0,871.0,10361.662,1112.026,10230.0,869.0,10358.948,1112.6687,10227.0,868.0
P015098,CBK201030,11268.561,816.7342,11283.0,548.0,11267.514,810.0693,11281.0,544.0,11266.833,804.60785,11280.0,542.0,11266.329,807.1155,11279.0,544.0,11265.772,811.2655,11277.0,545.0,11264.905,812.3437,11276.0,546.0
P015098,CBK201032,9490.726,1753.4329,8706.0,793.0,9489.583,1751.3928,8703.0,789.0,9489.553,1750.1692,8700.0,787.0,9488.353,1750.3859,8698.0,787.0,9487.582,1751.4329,8698.0,789.0,9487.191,1751.9321,8697.0,788.0
P015098,CBK271643,11238.117,927.7372,11206.0,628.0,11237.096,922.4938,11204.0,624.0,11236.775,919.9183,11202.0,624.0,11236.273,921.8581,11199.0,625.0,11235.049,925.1795,11197.0,627.0,11234.575,926.04706,11197.0,627.0
P015098,CBK277909,11460.359,978.72833,11517.0,665.0,11458.178,975.16943,11515.0,662.0,11455.888,973.40216,11511.0,661.0,11453.364,974.6604,11507.0,661.0,11451.33,976.0045,11504.0,662.0,11449.065,976.01324,11503.0,662.0
P015098,CBK277937,12688.662,2409.6423,11612.0,995.0,12687.953,2407.901,11609.0,991.0,12686.758,2406.3335,11607.0,990.0,12685.975,2407.0146,11605.0,991.0,12685.319,2407.9934,11605.0,994.0,12684.555,2408.2153,11604.0,994.0
P015098,CBK277969,10306.747,956.5334,10389.0,535.0,10306.506,945.8704,10386.0,530.0,10305.3,923.89703,10381.0,525.0,10304.59,916.0007,10377.0,527.0,10304.125,918.23627,10375.0,530.0,10303.29,917.70685,10373.0,532.0
P015098,CBK278004,11077.411,1572.0387,10696.0,1182.0,11076.491,1571.169,10695.0,1181.0,11075.801,1570.1301,10693.0,1180.0,11075.183,1570.1267,10691.0,1180.0,11074.444,1571.2417,10690.0,1180.0,11073.423,1571.8127,10689.0,1180.0
P015098,CBK278120,9943.592,1488.9939,9689.0,1150.0,9942.938,1486.884,9686.0,1148.0,9941.392,1485.0538,9683.0,1147.0,9940.773,1485.9781,9683.0,1150.0,9940.352,1486.6786,9684.0,1151.0,9939.618,1487.1653,9682.0,1150.0
P015098,CBK289760,11785.911,1880.4324,12252.0,1427.0,11784.832,1878.0747,12251.0,1422.0,11784.065,1875.7742,12249.0,1419.0,11783.463,1876.3651,12250.0,1417.0,11782.594,1877.8727,12249.0,1419.0,11781.404,1878.226,12248.0,1419.0
P015098,CBK289882,12601.198,1246.7963,12865.0,883.0,12600.223,1240.4923,12867.0,875.0,12599.477,1236.9064,12866.0,870.0,12598.889,1239.9335,12862.0,872.0,12598.579,1244.382,12859.0,875.0,12597.646,1245.4697,12858.0,876.0
P015098,CBK290012,10366.159,983.81476,10215.0,692.0,10365.3955,979.9902,10213.0,690.0,10364.489,976.1921,10211.0,690.0,10363.464,976.8286,10209.0,690.0,10363.209,979.0874,10208.0,691.0,10361.896,979.9626,10207.0,691.0
P015098,CBK290101,11450.729,1994.8977,11057.0,1613.0,11450.601,1992.001,11056.0,1612.0,11449.469,1990.1418,11051.0,1614.0,11448.853,1990.9049,11049.0,1616.0,11447.968,1992.7946,11047.0,1616.0,11447.373,1993.3058,11048.0,1616.0
P015098,CBK290217,10639.306,1350.3062,10747.0,967.0,10638.149,1346.9491,10745.0,964.0,10637.386,1344.6387,10746.0,961.0,10636.867,1345.3981,10747.0,962.0,10636.139,1347.502,10744.0,963.0,10635.252,1348.3628,10742.0,964.0
P015098,CBK290251,11056.768,1128.351,11102.0,882.0,11055.629,1124.7793,11104.0,881.0,11054.866,1121.8286,11106.0,878.0,11054.093,1121.3894,11104.0,877.0,11052.841,1121.7955,11102.0,878.0,11052.006,1122.1328,11101.0,878.0
P015098,CBK290287,10842.952,1610.8411,10697.0,1199.0,10842.039,1606.032,10700.0,1200.0,10841.065,1603.4768,10702.0,1200.0,10839.925,1604.16,10699.0,1202.0,10839.167,1606.5311,10696.0,1203.0,10838.598,1606.8423,10695.0,1203.0
P015098,CBK290493,13034.145,2019.9948,12272.0,1127.0,13033.249,2017.7032,12269.0,1123.0,13032.4795,2015.6152,12265.0,1121.0,13031.492,2015.5951,12263.0,1122.0,13030.396,2017.5593,12262.0,1124.0,13029.455,2017.5858,12262.0,1125.0
P015098,CBK290529,10465.876,813.37067,10419.0,613.0,10465.363,809.68475,10418.0,613.0,10464.5205,807.381,10415.0,612.0,10463.54,807.99744,10414.0,612.0,10462.713,810.14606,10413.0,612.0,10461.833,810.61505,10413.0,613.0
P015098,CBK290588,11759.55,1298.71,11777.0,1020.0,11756.086,1288.5924,11770.0,1013.0,11752.413,1282.8512,11765.0,1008.0,11748.966,1282.421,11759.0,1007.0,11745.627,1282.299,11753.0,1007.0,11742.176,1279.6493,11748.0,1006.0
P015098,CBK290683,10682.6045,2027.8228,9854.0,1060.0,10681.961,2025.3558,9852.0,1057.0,10680.891,2023.2474,9850.0,1056.0,10680.003,2024.0903,9848.0,1057.0,10679.119,2025.384,9846.0,1057.0,10678.538,2025.7079,9846.0,1057.0
P015098,CBK291076,11771.702,1268.0648,11659.0,871.0,11770.456,1263.3843,11655.0,871.0,11768.984,1260.7571,11651.0,875.0,11767.244,1263.347,11649.0,878.0,11766.059,1266.5157,11649.0,878.0,11765.005,1268.0975,11648.0,878.0
P015098,CBK303985,10110.711,751.5183,10050.0,518.0,10109.8955,746.77686,10048.0,515.0,10109.412,741.31305,10046.0,514.0,10108.718,742.7036,10045.0,516.0,10107.672,746.3487,10045.0,516.0,10106.891,747.8503,10044.0,516.0
P015098,CBK307747,12105.575,1379.0419,11942.0,1069.0,12103.56,1373.3147,11940.0,1065.0,12102.51,1369.8896,11938.0,1064.0,12100.656,1370.2582,11935.0,1064.0,12098.439,1371.8608,11934.0,1065.0,12096.549,1371.6732,11933.0,1064.0
P015098,CBK307798,10859.768,868.57184,10886.0,628.0,10858.909,863.3013,10885.0,626.0,10858.29,858.963,10882.0,623.0,10857.363,860.4521,10880.0,623.0,10856.293,863.77966,10879.0,625.0,10855.489,865.1582,10879.0,625.0
P015098,CBK307816,10972.194,1094.4832,10846.0,698.0,10970.511,1089.8448,10845.0,697.0,10969.1045,1085.7606,10843.0,693.0,10967.156,1085.8971,10841.0,693.0,10965.282,1087.353,10839.0,694.0,10963.267,1087.4695,10838.0,695.0
P015098,CBK307964,9625.601,793.94244,9609.0,587.0,9625.231,789.94025,9608.0,586.0,9624.199,787.3862,9607.0,586.0,9623.354,788.5378,9607.0,587.0,9622.474,790.5637,9606.0,587.0,9621.724,791.4626,9604.0,587.0
P015098,CBK308090,11579.134,3636.2847,9868.0,1510.0,11578.638,3635.5166,9865.0,1507.0,11577.905,3634.1233,9860.0,1507.0,11577.039,3634.4932,9858.0,1507.0,11576.604,3636.0725,9859.0,1510.0,11576.352,3636.984,9859.0,1509.0
P015098,CBK308097,10561.795,1155.1962,10374.0,714.0,10561.177,1150.4327,10373.0,712.0,10560.556,1147.2625,10371.0,712.0,10559.503,1148.6986,10370.0,713.0,10558.769,1151.6097,10369.0,715.0,10557.816,1152.3721,10368.0,715.0
P015098,CBK308173,11174.787,734.26447,11234.0,541.0,11174.031,726.38336,11233.0,538.0,11172.901,720.9717,11227.0,537.0,11172.236,724.4042,11223.0,539.0,11171.457,729.2262,11222.0,540.0,11170.631,730.0145,11222.0,540.0
P015098,CBK308276,11664.049,1555.1682,12026.0,1152.0,11663.25,1551.306,12024.0,1149.0,11662.263,1548.3854,12021.0,1144.0,11661.78,1549.3643,12020.0,1140.0,11660.97,1551.3314,12020.0,1141.0,11660.305,1551.9204,12019.0,1143.0
P015098,CBK308359,11665.57,862.0339,11641.0,604.0,11664.593,857.50385,11639.0,602.0,11663.795,854.7356,11636.0,602.0,11662.903,855.87933,11635.0,602.0,11662.179,858.5279,11634.0,604.0,11661.161,859.1821,11633.0,604.0
P015098,CBK308484,11289.993,750.2588,11271.0,530.0,11288.555,744.47076,11269.0,527.0,11287.197,740.2371,11266.0,526.0,11286.188,740.5058,11264.0,526.0,11285.196,742.9651,11263.0,527.0,11284.597,743.6607,11263.0,527.0
P015098,CBK308613,10251.261,859.4119,10279.0,580.0,10250.193,855.8038,10277.0,577.0,10249.364,851.70416,10273.0,576.0,10248.818,852.5475,10271.0,578.0,10248.123,854.8665,10270.0,579.0,10247.098,855.4843,10269.0,579.0
P015098,CBK308631,11993.546,1266.7977,11819.0,900.0,11990.994,1258.1302,11816.0,895.0,11988.309,1254.5498,11811.0,891.0,11985.181,1255.6266,11808.0,890.0,11982.039,1256.8726,11806.0,890.0,11979.247,1255.4602,11804.0,890.0
P015098,CBK308819,12382.402,1308.9119,12143.0,849.0,12382.015,1305.4836,12142.0,848.0,12380.938,1301.7479,12140.0,846.0,12380.606,1302.0415,12140.0,847.0,12379.937,1304.0865,12138.0,848.0,12379.349,1304.432,12138.0,848.0
P015098,CBK308876,10672.76,849.05383,10671.0,565.0,10672.354,841.64325,10670.0,561.0,10671.905,835.9373,10667.0,560.0,10671.115,838.09674,10665.0,562.0,10669.944,842.08093,10664.0,563.0,10669.624,843.0718,10664.0,563.0
P015098,CBK308880,10564.327,1267.6289,10874.0,947.0,10563.654,1265.0182,10877.0,944.0,10562.664,1261.9734,10876.0,940.0,10562.046,1262.0767,10873.0,939.0,10560.958,1263.5356,10871.0,940.0,10560.54,1264.2292,10871.0,940.0
P015098,CBK308966,11178.189,1006.0612,11287.0,710.0,11177.202,1001.04474,11286.0,708.0,11176.367,997.6301,11283.0,706.0,11174.933,998.38116,11281.0,706.0,11173.461,1000.5536,11280.0,706.0,11172.37,1001.2663,11279.0,707.0
P015098,CBK309016,10583.204,758.17114,10586.0,525.0,10582.389,754.1215,10585.0,523.0,10581.863,749.32104,10583.0,520.0,10581.128,749.3729,10580.0,520.0,10580.119,751.56946,10579.0,521.0,10578.845,752.26385,10578.0,522.0
P015098,CBK309020,10823.459,985.02783,10816.0,805.0,10822.33,983.11536,10814.0,805.0,10821.597,980.4687,10813.0,805.0,10820.594,980.4753,10812.0,805.0,10820.041,981.8553,10811.0,805.0,10819.455,982.35675,10810.0,805.0
