plate,compound,mean_C1,std_C1,median_C1,mad_C1,mean_C2,std_C2,median_C2,mad_C2,mean_C3,std_C3,median_C3,mad_C3,mean_C4,std_C4,median_C4,mad_C4,mean_C5,std_C5,median_C5,mad_C5
P015098,CBK309040,237.38385,171.89189,204.0,21.0,1349.2489,1070.6002,1063.0,302.0,1218.1052,589.50305,962.0,129.0,811.66016,541.6152,624.0,86.0,463.42767,508.4119,274.0,52.0
P015098,CBK309049,287.6296,273.4079,214.0,25.0,1389.9678,1294.5634,907.0,180.0,1345.8888,725.5675,980.0,186.0,976.736,784.06305,654.0,124.0,567.52734,650.0212,304.0,77.0
P015098,CBK309084,280.1175,261.59558,211.0,24.0,1420.5625,1270.5687,999.0,250.0,1340.5945,730.016,963.0,192.0,954.57135,745.5527,647.0,128.0,573.70374,632.1989,311.0,82.0
P015098,CBK309265,203.65562,54.843224,199.0,19.0,701.9993,752.85693,589.0,98.0,832.9429,276.0666,801.0,65.0,573.13965,283.2848,540.0,47.0,249.28508,206.47214,223.0,22.0
P015098,CBK309391,222.07137,161.33774,200.0,20.0,1123.1342,1062.5946,865.0,146.0,968.0352,630.6485,812.0,71.0,682.24536,633.45776,536.0,52.0,346.98685,469.2314,235.0,26.0
P015098,CBK309437,219.658,146.2208,202.0,20.0,969.53485,940.6678,698.0,176.0,926.95953,619.45215,789.0,59.0,640.90826,582.2209,520.0,45.0,325.7516,428.33798,233.0,25.0
P015098,CBK309466,290.8758,282.7436,214.0,25.0,1485.5575,1305.0741,1073.0,300.0,1347.9489,730.1522,979.0,193.0,981.6123,788.0039,653.0,127.0,576.98944,672.9326,305.0,80.0
P015098,CBK309538,283.27,260.4106,213.0,25.0,1239.9353,1131.4025,864.0,242.0,1381.4803,758.32025,989.0,244.0,1000.775,792.78723,668.0,157.0,599.7529,646.0175,327.0,98.0
P015098,CBK309601,237.44843,176.57397,205.0,21.0,1142.388,1265.9623,831.0,173.0,1025.3059,514.1997,885.0,73.0,719.29626,520.0077,580.0,54.0,343.90472,363.18912,246.0,30.0
P015098,CBK309639,279.69315,263.06073,211.0,24.0,1520.6024,1287.7917,1174.0,372.0,1424.2513,756.3973,1076.0,251.0,1023.3127,802.7364,718.0,162.0,564.34424,601.07623,319.0,83.0
P015098,CBK309655,229.62032,172.776,202.0,20.0,876.7176,1059.8899,632.0,105.0,1083.0713,407.8851,967.0,83.0,807.5077,433.85162,694.0,65.0,360.48608,289.95758,279.0,34.0
P015098,dmso,276.77036,251.51532,212.0,24.0,1466.5574,1102.9418,1227.0,461.0,1437.1166,729.7805,1080.0,221.0,1015.57263,749.9848,716.0,140.0,551.20575,601.42145,302.0,78.0
P015099,CBK011613,302.84436,292.3659,212.0,26.0,1152.6941,1080.9843,793.0,181.0,1979.8766,1114.4047,1627.0,552.0,1394.3806,1095.886,1013.0,298.0,712.26416,851.1714,380.0,129.0
P015099,CBK016139,238.8368,330.0309,200.0,20.0,948.24713,959.7723,734.0,80.0,1198.6892,961.31964,929.0,86.0,799.0021,792.53827,600.0,60.0,397.01404,565.6473,251.0,31.0
P015099,CBK017131,301.2224,287.90015,213.0,26.0,1160.5613,1020.62976,818.0,174.0,2092.4568,1304.6143,1791.0,792.0,1464.9155,1199.8733,1071.0,430.0,749.3333,758.88153,458.0,184.0
P015099,CBK041003,295.1946,281.62177,210.0,26.0,1098.0376,919.218,802.0,152.0,1641.7201,896.30066,1329.0,430.0,1101.3643,807.5311,787.0,208.0,662.5512,744.22186,375.0,129.0
P015099,CBK041184,223.33472,176.4036,199.0,20.0,1046.4246,927.39355,868.0,103.0,1143.2507,902.2622,916.0,91.0,769.64465,758.924,595.0,63.0,375.8683,595.7843,241.0,27.0
P015099,CBK041506,299.57242,284.51764,210.0,27.0,1233.2784,940.9561,929.0,222.0,1835.1648,937.6603,1669.0,608.0,1238.2391,856.83844,943.0,280.0,723.17065,744.6862,454.0,185.0
P015099,CBK041516,256.496,356.6559,200.0,21.0,1080.0669,992.7401,818.0,120.0,1518.0824,887.27454,1195.0,246.0,1019.902,820.51056,765.0,149.0,510.84845,619.9642,289.0,60.0
P015099,CBK041585,290.471,275.11218,209.0,25.0,1088.3849,872.15875,813.0,160.0,1729.5509,946.5532,1352.0,418.0,1172.0271,860.2801,831.0,213.0,668.43195,709.86017,377.0,128.0
P015099,CBK041678,297.11566,281.84637,211.0,26.0,1083.527,908.7613,815.0,153.0,1763.6859,929.3838,1561.0,564.0,1180.2891,835.13794,881.0,249.0,693.9205,717.1899,424.0,162.0
P015099,CBK041720,231.001,195.74814,200.0,20.0,953.1249,854.05945,743.0,177.0,1160.0305,802.759,914.0,83.0,777.0316,699.27185,591.0,61.0,397.69513,556.9641,250.0,33.0
P015099,CBK041761,245.72653,231.71481,201.0,21.0,1159.9197,972.72266,913.0,162.0,1456.3259,906.1894,1136.0,252.0,1001.6834,869.9202,736.0,161.0,482.35187,605.0537,291.0,57.0
P015099,CBK041770,219.86035,121.72128,201.0,20.0,903.50543,787.84717,721.0,80.0,1178.915,654.9744,969.0,155.0,816.1289,796.19214,630.0,91.0,362.25192,351.7807,265.0,47.0
P015099,CBK042178,197.34198,39.994305,195.0,18.0,251.47455,444.61176,226.0,21.0,650.5393,173.28493,640.0,44.0,446.24844,119.65977,438.0,34.0,214.7202,113.791985,207.0,19.0
P015099,CBK200593,221.55464,125.907524,201.0,20.0,924.80646,961.29,716.0,80.0,1197.74,895.6217,921.0,100.0,921.0453,1318.9036,614.0,80.0,390.79968,488.039,254.0,34.0
P015099,CBK200898,233.63065,205.35738,200.0,20.0,989.8671,995.18384,753.0,114.0,1441.0508,1049.3824,1143.0,203.0,1007.0652,1070.554,738.0,129.0,453.977,616.883,288.0,44.0
P015099,CBK200945,282.17535,260.5251,207.0,25.0,1152.6711,888.3178,921.0,252.0,1608.3372,922.2259,1136.0,317.0,1071.512,803.2984,732.0,176.0,626.79474,687.4083,337.0,109.0
P015099,CBK201030,291.8726,273.33948,211.0,25.0,1053.5212,849.3534,781.0,164.0,1630.3984,884.1558,1326.0,430.0,1073.6163,754.19366,769.0,197.0,650.53656,707.5409,366.0,130.0
P015099,CBK201032,245.64388,222.69598,204.0,21.0,914.7642,865.1521,707.0,97.0,1253.947,759.07745,974.0,117.0,843.9968,688.6475,633.0,80.0,435.22607,538.57776,263.0,41.0
P015099,CBK271643,298.1864,282.7717,211.0,26.0,1099.8534,991.19293,812.0,183.0,1644.6787,929.5981,1331.0,440.0,1127.7825,854.3281,780.0,205.0,678.64716,773.7011,380.0,135.0
P015099,CBK277909,195.14168,34.738937,193.0,18.0,538.1228,677.69855,460.0,54.0,943.88135,420.68524,865.0,94.0,703.5185,341.59036,648.0,74.0,304.98972,264.033,270.0,27.0
P015099,CBK277937,220.235,163.76305,196.0,19.0,959.3958,896.1775,776.0,79.0,1170.3833,1023.9976,913.0,75.0,836.3639,1127.9012,595.0,58.0,379.0926,587.8878,237.0,28.0
P015099,CBK277969,258.7258,239.14377,205.0,23.0,1154.1338,1172.7772,831.0,163.0,1344.4111,783.4655,1039.0,130.0,909.959,714.68463,680.0,93.0,460.07178,572.65625,273.0,49.0
P015099,CBK278004,201.4384,72.35369,196.0,19.0,776.85846,627.88965,634.0,125.0,1051.551,340.4088,1034.0,127.0,707.1749,314.1449,681.0,83.0,265.16544,366.2324,236.0,25.0
P015099,CBK278120,214.97206,144.01591,197.0,19.0,809.46643,820.363,650.0,86.0,1188.6147,795.8529,985.0,173.0,809.9595,699.2432,645.0,116.0,353.4785,539.96515,240.0,27.0
P015099,CBK289760,270.9391,247.54189,205.0,23.0,1099.9602,870.3492,841.0,163.0,1485.2439,795.9327,1074.0,236.0,996.85583,710.9818,703.0,147.0,570.92334,605.0595,309.0,86.0
P015099,CBK289882,291.94467,278.35364,208.0,25.0,1129.7747,972.4701,865.0,202.0,1722.6202,951.72656,1353.0,417.0,1155.355,853.3558,809.0,202.0,660.1413,769.9116,366.0,126.0
P015099,CBK290012,217.58945,116.14217,200.0,20.0,891.65173,797.058,713.0,113.0,1111.823,619.821,912.0,105.0,759.03357,579.55945,596.0,72.0,384.83133,501.9876,249.0,33.0
P015099,CBK290101,286.28314,267.2501,210.0,25.0,1120.7949,952.48346,800.0,151.0,1662.6129,932.51526,1382.0,456.0,1141.2969,845.1985,808.0,211.0,691.40247,757.279,393.0,137.0
P015099,CBK290217,298.7047,295.12848,208.0,26.0,1205.5891,987.1785,921.0,205.0,1869.9525,1091.249,1649.0,618.0,1292.968,1022.66736,1016.0,341.0,684.95197,915.99664,358.0,115.0
P015099,CBK290251,225.94801,130.49023,205.0,21.0,902.9427,675.0173,755.0,91.0,1069.3267,498.41812,911.0,80.0,704.5202,411.4786,592.0,58.0,348.46896,352.7498,248.0,32.0
P015099,CBK290287,306.40875,297.89813,213.0,27.0,1179.8684,982.364,877.0,200.0,2047.5836,1198.8419,1829.0,858.0,1560.0293,1359.547,1155.0,519.0,770.4259,820.60114,438.0,169.0
P015099,CBK290493,226.16046,164.40085,201.0,20.0,926.7186,963.3718,720.0,80.0,1244.4023,941.50226,979.0,97.0,821.3282,737.11115,633.0,67.0,405.08545,667.06616,249.0,29.0
P015099,CBK290529,241.87395,252.84547,202.0,21.0,927.02527,779.68427,734.0,174.0,1380.9568,779.8139,1101.0,216.0,862.96875,554.2703,699.0,127.0,433.29837,459.22168,270.0,48.0
P015099,CBK290588,304.97504,272.7721,228.0,30.0,1047.6552,908.6103,828.0,256.0,1693.2439,946.62964,1406.0,468.0,1160.545,870.5377,900.0,271.0,629.2914,697.9378,355.0,106.0
P015099,CBK290683,233.73683,141.85901,209.0,21.0,932.3621,728.523,748.0,83.0,1198.907,588.98724,982.0,102.0,796.8971,509.94803,641.0,73.0,383.64423,406.2043,255.0,36.0
P015099,CBK291076,296.8892,279.08853,212.0,26.0,1080.5183,888.9043,779.0,169.0,1753.5522,984.4725,1480.0,548.0,1199.5594,899.424,845.0,245.0,710.4197,738.684,414.0,155.0
P015099,CBK303985,281.12674,256.95367,207.0,24.0,639.34503,835.19495,333.0,120.0,1486.3102,824.94806,1225.0,412.0,1001.5261,730.7521,719.0,196.0,640.3809,658.957,376.0,132.0
P015099,CBK307747,218.07533,147.82712,199.0,19.0,852.7968,783.0344,717.0,83.0,1132.2249,824.856,940.0,90.0,746.7619,656.66846,609.0,64.0,341.3174,504.42432,237.0,26.0
P015099,CBK307798,298.86276,276.41888,213.0,26.0,1210.304,979.17224,880.0,188.0,1799.0446,1008.54706,1591.0,608.0,1400.2733,1324.663,935.0,313.0,754.9516,788.8799,459.0,187.0
P015099,CBK307816,220.39674,142.90038,197.0,20.0,805.5076,732.22833,625.0,80.0,1088.0977,579.9626,895.0,90.0,723.53735,504.27106,582.0,64.0,372.2411,451.20645,245.0,35.0
P015099,CBK307964,219.02792,141.18317,201.0,20.0,748.89856,736.57605,611.0,64.0,1051.449,723.48914,882.0,78.0,707.1191,608.16864,576.0,56.0,337.9257,491.12634,232.0,25.0
P015099,CBK308090,314.0519,302.43628,214.0,28.0,1151.1255,935.1003,843.0,173.0,1735.8037,929.68054,1554.0,593.0,1180.1277,853.0185,880.0,275.0,736.21313,796.86316,452.0,187.0
P015099,CBK308097,326.13663,285.0423,237.0,34.0,1213.9703,963.1217,936.0,235.0,1698.2336,909.0595,1470.0,530.0,1144.5165,821.89087,837.0,240.0,698.3075,753.6667,418.0,159.0
P015099,CBK308173,290.90085,266.86798,212.0,26.0,1112.9226,865.1106,833.0,151.0,1620.869,905.02386,1356.0,474.0,1088.7585,790.7368,778.0,211.0,676.5786,715.30273,391.0,142.0
P015099,CBK308276,294.62643,297.98734,207.0,25.0,1223.2391,965.03485,943.0,247.0,1784.608,1217.3501,1467.0,540.0,1309.0671,1211.7448,949.0,344.0,697.24506,952.56464,316.0,78.0
P015099,CBK308359,215.77882,144.8641,197.0,19.0,882.176,817.2686,730.0,70.0,1130.5371,795.9076,942.0,74.0,747.7405,636.72266,609.0,53.0,354.1732,503.37262,241.0,27.0
P015099,CBK308484,222.97566,129.72551,202.0,20.0,843.2887,728.9212,680.0,97.0,1115.7711,518.31146,944.0,92.0,726.6219,414.979,612.0,65.0,353.522,391.31918,242.0,32.0
P015099,CBK308613,264.84586,227.6202,207.0,23.0,1121.9635,988.15735,811.0,174.0,1766.8197,980.277,1590.0,582.0,1165.496,888.5973,877.0,247.0,729.53625,828.05255,440.0,173.0
P015099,CBK308631,307.1853,306.47888,212.0,27.0,1300.2827,1115.4419,955.0,188.0,1746.2344,973.08496,1526.0,550.0,1291.9717,1131.4337,902.0,274.0,728.0063,763.69745,440.0,174.0
P015099,CBK308819,207.54364,118.7981,194.0,19.0,460.02936,598.9398,375.0,40.0,994.15686,411.03293,920.0,93.0,661.04034,323.1459,608.0,65.0,263.73532,257.19058,222.0,23.0
P015099,CBK308876,304.32028,295.24918,211.0,27.0,1134.1743,1049.0182,839.0,167.0,1717.9127,965.774,1499.0,522.0,1168.1309,901.7631,856.0,238.0,710.2962,798.944,426.0,162.0
P015099,CBK308880,214.57309,101.29027,201.0,20.0,834.02313,728.8466,701.0,101.0,1075.6177,557.24005,924.0,82.0,736.70325,534.1352,607.0,60.0,352.03818,457.90927,246.0,29.0
P015099,CBK308966,215.50806,137.6687,199.0,19.0,771.1757,930.5006,627.0,63.0,1200.9868,854.2554,966.0,139.0,809.31384,735.1277,635.0,96.0,351.6262,617.4988,244.0,27.0
P015099,CBK309016,217.52538,148.80347,199.0,19.0,832.2576,806.3276,693.0,90.0,1033.1467,749.86664,868.0,81.0,689.60016,613.86163,564.0,55.0,335.35184,472.1985,237.0,26.0
P015099,CBK309020,197.66524,64.8105,193.0,18.0,835.8236,526.7909,784.0,70.0,957.0847,303.4126,919.0,76.0,644.9159,263.40683,613.0,54.0,239.248,229.28967,215.0,21.0
P015099,CBK309021,200.35037,143.61081,195.0,19.0,574.6838,635.0574,470.0,56.0,1026.9259,517.70703,911.0,71.0,672.8437,374.80872,596.0,52.0,302.95984,332.7565,235.0,25.0
P015099,CBK309040,242.5558,181.18623,202.0,21.0,1015.6226,877.0624,778.0,150.0,1557.9376,812.05176,1201.0,305.0,993.1079,672.76996,759.0,154.0,566.2564,612.0818,324.0,94.0
P015099,CBK309049,304.108,295.0935,211.0,27.0,1195.8546,973.5797,915.0,190.0,1806.11,943.72174,1585.0,562.0,1231.0326,881.54266,904.0,255.0,714.2989,779.37427,431.0,165.0
P015099,CBK309084,293.84796,277.35583,211.0,26.0,1123.6688,864.56726,855.0,181.0,1604.5236,890.67737,1329.0,461.0,1084.8269,797.465,768.0,208.0,673.3612,712.7114,383.0,136.0
P015099,CBK309265,200.91144,55.471695,196.0,19.0,661.362,631.7851,589.0,61.0,940.87756,361.1998,886.0,75.0,634.78436,306.8509,591.0,54.0,261.3096,241.4329,227.0,22.0
P015099,CBK309391,216.0187,140.60762,199.0,19.0,769.526,780.28455,641.0,78.0,1046.3636,719.6154,891.0,71.0,702.45166,603.66766,581.0,50.0,325.88766,444.44952,232.0,25.0
P015099,CBK309437,213.4616,142.83998,195.0,19.0,1034.118,815.02094,897.0,110.0,1329.9011,949.7427,1015.0,175.0,883.1525,797.7801,663.0,125.0,356.65793,600.19183,242.0,29.0
P015099,CBK309466,295.85123,284.50845,210.0,26.0,1161.3234,883.6236,900.0,188.0,1579.4846,856.2692,1204.0,346.0,1058.6813,762.06573,743.0,180.0,650.57245,742.3704,357.0,118.0
P015099,CBK309538,297.2398,280.22305,213.0,26.0,1047.3125,915.64246,761.0,161.0,1736.0997,987.88074,1485.0,562.0,1169.5405,874.3946,842.0,255.0,686.42706,724.59827,406.0,154.0
P015099,CBK309601,241.9246,191.28355,201.0,21.0,1055.3,981.3835,808.0,135.0,1275.3632,701.4979,999.0,115.0,867.46375,625.74615,647.0,80.0,425.9771,455.59998,264.0,41.0
P015099,CBK309639,292.76462,272.90576,211.0,26.0,1071.0168,830.0521,841.0,187.0,1634.5258,899.6001,1388.0,505.0,1105.3303,806.3817,801.0,235.0,661.21606,695.6234,388.0,144.0
P015099,CBK309655,228.64487,161.5591,199.0,20.0,771.4325,938.3984,565.0,89.0,1220.2528,715.20654,993.0,104.0,911.4314,743.4004,706.0,81.0,401.67822,356.70157,288.0,42.0
P015099,dmso,297.96738,275.869,213.0,26.0,1138.0631,855.3943,889.0,192.0,1898.1758,1030.4999,1691.0,608.0,1341.1855,1071.6249,977.0,288.0,707.9736,745.5876,428.0,171.0
